date,tick,export,import,system_load
2016.07.17.,16-17,1130.0,1764.0,4011.0
2016.07.17.,17-18,1195.0,1802.0,3960.0
2016.07.17.,18-19,1117.0,1678.0,3957.0
2016.07.17.,19-20,1004.0,1655.0,4035.0
2016.07.17.,20-21,1051.0,1741.0,4137.0
2016.07.17.,21-22,1096.0,1790.0,4198.0
2016.07.17.,22-23,1185.0,1605.0,3926.0
2016.07.17.,23-24,1255.0,1427.0,3669.0
2016.07.18.,0-1,1073.0,1065.0,3430.0
2016.07.18.,1-2,949.0,828.0,3303.0
2016.07.18.,2-3,1011.0,770.0,3211.0
2016.07.18.,3-4,936.0,668.0,3156.0
2016.07.18.,4-5,924.0,731.0,3212.0
2016.07.18.,5-6,869.0,880.0,3390.0
2016.07.18.,6-7,769.0,1396.0,4049.0
2016.07.18.,7-8,750.0,1784.0,4492.0
2016.07.18.,8-9,757.0,1934.0,4667.0
2016.07.18.,9-10,696.0,1979.0,4804.0
2016.07.18.,10-11,725.0,2073.0,4872.0
2016.07.18.,11-12,638.0,2088.0,4946.0
2016.07.18.,12-13,745.0,2230.0,5018.0
2016.07.18.,13-14,837.0,2299.0,4978.0
2016.07.18.,14-15,860.0,2309.0,4963.0
2016.07.18.,15-16,867.0,2287.0,4963.0
2016.07.18.,16-17,759.0,2127.0,4914.0
2016.07.18.,17-18,694.0,1976.0,4839.0
2016.07.18.,18-19,751.0,1958.0,4747.0
2016.07.18.,19-20,740.0,1873.0,4708.0
2016.07.18.,20-21,766.0,1892.0,4683.0
2016.07.18.,21-22,826.0,2001.0,4752.0
2016.07.18.,22-23,987.0,1913.0,4478.0
2016.07.18.,23-24,895.0,1635.0,4268.0
2016.07.19.,0-1,982.0,1426.0,3962.0
2016.07.19.,1-2,1033.0,1278.0,3752.0
2016.07.19.,2-3,1050.0,1142.0,3566.0
2016.07.19.,3-4,944.0,1050.0,3509.0
2016.07.19.,4-5,927.0,1082.0,3537.0
2016.07.19.,5-6,962.0,1263.0,3676.0
2016.07.19.,6-7,745.0,1547.0,4255.0
2016.07.19.,7-8,471.0,1640.0,4654.0
2016.07.19.,8-9,564.0,1861.0,4788.0
2016.07.19.,9-10,452.0,1908.0,4888.0
2016.07.19.,10-11,420.0,1970.0,4957.0
2016.07.19.,11-12,399.0,2024.0,5039.0
2016.07.19.,12-13,428.0,2183.0,5072.0
2016.07.19.,13-14,473.0,2135.0,5014.0
2016.07.19.,14-15,505.0,2155.0,4999.0
2016.07.19.,15-16,557.0,2233.0,4986.0
2016.07.19.,16-17,632.0,2271.0,4943.0
2016.07.19.,17-18,573.0,2135.0,4866.0
2016.07.19.,18-19,575.0,2030.0,4763.0
2016.07.19.,19-20,537.0,1946.0,4722.0
2016.07.19.,20-21,657.0,2053.0,4704.0
2016.07.19.,21-22,698.0,2113.0,4757.0
2016.07.19.,22-23,710.0,1921.0,4507.0
2016.07.19.,23-24,895.0,1882.0,4299.0
2016.07.20.,0-1,926.0,1646.0,4010.0
2016.07.20.,1-2,958.0,1472.0,3810.0
2016.07.20.,2-3,926.0,1277.0,3623.0
2016.07.20.,3-4,871.0,1243.0,3567.0
2016.07.20.,4-5,872.0,1291.0,3607.0
2016.07.20.,5-6,922.0,1475.0,3737.0
2016.07.20.,6-7,710.0,1757.0,4300.0
2016.07.20.,7-8,571.0,1958.0,4689.0
2016.07.20.,8-9,666.0,2178.0,4830.0
2016.07.20.,9-10,579.0,2246.0,4989.0
2016.07.20.,10-11,686.0,2422.0,5073.0
2016.07.20.,11-12,631.0,2432.0,5149.0
2016.07.20.,12-13,645.0,2466.0,5177.0
2016.07.20.,13-14,765.0,2534.0,5107.0
2016.07.20.,14-15,800.0,2555.0,5077.0
2016.07.20.,15-16,827.0,2575.0,5089.0
2016.07.20.,16-17,848.0,2524.0,5045.0
2016.07.20.,17-18,868.0,2485.0,4965.0
2016.07.20.,18-19,699.0,2214.0,4857.0
2016.07.20.,19-20,758.0,2234.0,4791.0
2016.07.20.,20-21,735.0,2168.0,4760.0
2016.07.20.,21-22,763.0,2212.0,4851.0
2016.07.20.,22-23,900.0,2124.0,4584.0
2016.07.20.,23-24,1075.0,2119.0,4388.0
2016.07.21.,0-1,1284.0,2026.0,4092.0
2016.07.21.,1-2,1204.0,1748.0,3859.0
2016.07.21.,2-3,1030.0,1420.0,3661.0
2016.07.21.,3-4,1015.0,1424.0,3617.0
2016.07.21.,4-5,1005.0,1462.0,3667.0
2016.07.21.,5-6,997.0,1530.0,3771.0
2016.07.21.,6-7,815.0,1821.0,4289.0
2016.07.21.,7-8,788.0,2068.0,4673.0
2016.07.21.,8-9,969.0,2300.0,4850.0
2016.07.21.,9-10,873.0,2316.0,5007.0
2016.07.21.,10-11,690.0,2203.0,5099.0
2016.07.21.,11-12,655.0,2249.0,5193.0
2016.07.21.,12-13,647.0,2327.0,5243.0
2016.07.21.,13-14,778.0,2403.0,5192.0
2016.07.21.,14-15,870.0,2493.0,5179.0
2016.07.21.,15-16,876.0,2484.0,5174.0
2016.07.21.,16-17,843.0,2394.0,5123.0
2016.07.21.,17-18,848.0,2329.0,5052.0
2016.07.21.,18-19,841.0,2226.0,4940.0
2016.07.21.,19-20,912.0,2210.0,4872.0
2016.07.21.,20-21,989.0,2264.0,4850.0
2016.07.21.,21-22,1030.0,2313.0,4909.0
2016.07.21.,22-23,1219.0,2288.0,4624.0
2016.07.21.,23-24,1277.0,2159.0,4382.0
2016.07.22.,0-1,1225.0,1772.0,4082.0
2016.07.22.,1-2,1172.0,1498.0,3859.0
2016.07.22.,2-3,1154.0,1300.0,3660.0
2016.07.22.,3-4,1044.0,1233.0,3614.0
2016.07.22.,4-5,1010.0,1243.0,3656.0
2016.07.22.,5-6,971.0,1325.0,3786.0
2016.07.22.,6-7,818.0,1699.0,4314.0
2016.07.22.,7-8,710.0,1937.0,4695.0
2016.07.22.,8-9,646.0,2035.0,4875.0
2016.07.22.,9-10,589.0,2118.0,5043.0
2016.07.22.,10-11,650.0,2263.0,5120.0
2016.07.22.,11-12,629.0,2331.0,5229.0
2016.07.22.,12-13,688.0,2455.0,5285.0
2016.07.22.,13-14,802.0,2459.0,5228.0
2016.07.22.,14-15,789.0,2407.0,5196.0
2016.07.22.,15-16,782.0,2376.0,5216.0
2016.07.22.,16-17,869.0,2447.0,5163.0
2016.07.22.,17-18,909.0,2420.0,5079.0
2016.07.22.,18-19,970.0,2409.0,4965.0
2016.07.22.,19-20,994.0,2309.0,4882.0
2016.07.22.,20-21,999.0,2280.0,4832.0
2016.07.22.,21-22,1045.0,2307.0,4878.0
2016.07.22.,22-23,1264.0,2300.0,4627.0
2016.07.22.,23-24,1382.0,2231.0,4394.0
2016.07.23.,0-1,1301.0,1960.0,4097.0
2016.07.23.,1-2,1222.0,1629.0,3839.0
2016.07.23.,2-3,1168.0,1420.0,3648.0
2016.07.23.,3-4,1074.0,1314.0,3563.0
2016.07.23.,4-5,1053.0,1276.0,3561.0
2016.07.23.,5-6,1039.0,1228.0,3485.0
2016.07.23.,6-7,935.0,1384.0,3747.0
2016.07.23.,7-8,975.0,1693.0,4070.0
2016.07.23.,8-9,991.0,1914.0,4342.0
2016.07.23.,9-10,1041.0,2133.0,4555.0
2016.07.23.,10-11,1061.0,2293.0,4707.0
2016.07.23.,11-12,1065.0,2386.0,4811.0
2016.07.23.,12-13,1194.0,2512.0,4815.0
2016.07.23.,13-14,1285.0,2503.0,4682.0
2016.07.23.,14-15,1276.0,2428.0,4581.0
2016.07.23.,15-16,1274.0,2384.0,4573.0
2016.07.23.,16-17,1201.0,2295.0,4557.0
2016.07.23.,17-18,1187.0,2186.0,4469.0
2016.07.23.,18-19,1155.0,2104.0,4440.0
2016.07.23.,19-20,1059.0,1960.0,4437.0
2016.07.23.,20-21,1097.0,2055.0,4492.0
2016.07.23.,21-22,1066.0,2102.0,4573.0
2016.07.23.,22-23,1241.0,2005.0,4276.0
2016.07.23.,23-24,1375.0,1886.0,3979.0
2016.07.24.,0-1,1542.0,1795.0,3685.0
2016.07.24.,1-2,1438.0,1539.0,3518.0
2016.07.24.,2-3,1293.0,1274.0,3363.0
2016.07.24.,3-4,1172.0,1143.0,3289.0
2016.07.24.,4-5,1071.0,1003.0,3284.0
2016.07.24.,5-6,1074.0,945.0,3200.0
2016.07.24.,6-7,1066.0,1104.0,3379.0
2016.07.24.,7-8,990.0,1296.0,3676.0
2016.07.24.,8-9,1004.0,1559.0,3934.0
2016.07.24.,9-10,1066.0,1862.0,4207.0
2016.07.24.,10-11,1117.0,2081.0,4386.0
2016.07.24.,11-12,1232.0,2282.0,4475.0
2016.07.24.,12-13,1289.0,2315.0,4467.0
2016.07.24.,13-14,1221.0,2187.0,4392.0
2016.07.24.,14-15,1230.0,2179.0,4370.0
2016.07.24.,15-16,1230.0,2165.0,4357.0
2016.07.24.,16-17,1212.0,2154.0,4353.0
2016.07.24.,17-18,1297.0,2223.0,4317.0
2016.07.24.,18-19,1272.0,2164.0,4281.0
2016.07.24.,19-20,1258.0,2144.0,4293.0
2016.07.24.,20-21,1266.0,2195.0,4421.0
2016.07.24.,21-22,1171.0,2136.0,4526.0
2016.07.24.,22-23,1381.0,2070.0,4214.0
2016.07.24.,23-24,1524.0,1961.0,3895.0
2016.07.25.,0-1,1451.0,1588.0,3606.0
2016.07.25.,1-2,1379.0,1348.0,3442.0
2016.07.25.,2-3,1385.0,1256.0,3323.0
2016.07.25.,3-4,1242.0,1122.0,3280.0
2016.07.25.,4-5,1202.0,1154.0,3349.0
2016.07.25.,5-6,1113.0,1223.0,3517.0
2016.07.25.,6-7,894.0,1624.0,4154.0
2016.07.25.,7-8,948.0,2085.0,4638.0
2016.07.25.,8-9,981.0,2293.0,4881.0
2016.07.25.,9-10,907.0,2391.0,5040.0
2016.07.25.,10-11,815.0,2415.0,5176.0
2016.07.25.,11-12,914.0,2592.0,5226.0
2016.07.25.,12-13,863.0,2606.0,5274.0
2016.07.25.,13-14,913.0,2612.0,5222.0
2016.07.25.,14-15,904.0,2622.0,5160.0
2016.07.25.,15-16,897.0,2585.0,5144.0
2016.07.25.,16-17,814.0,2485.0,5046.0
2016.07.25.,17-18,721.0,2319.0,4966.0
2016.07.25.,18-19,705.0,2214.0,4864.0
2016.07.25.,19-20,728.0,2194.0,4813.0
2016.07.25.,20-21,760.0,2206.0,4807.0
2016.07.25.,21-22,706.0,2210.0,4834.0
2016.07.25.,22-23,1023.0,2260.0,4516.0
2016.07.25.,23-24,1131.0,2167.0,4271.0
2016.07.26.,0-1,1084.0,1778.0,3943.0
2016.07.26.,1-2,1010.0,1433.0,3735.0
2016.07.26.,2-3,940.0,1168.0,3560.0
2016.07.26.,3-4,900.0,1069.0,3505.0
2016.07.26.,4-5,874.0,1087.0,3565.0
2016.07.26.,5-6,911.0,1227.0,3694.0
2016.07.26.,6-7,640.0,1500.0,4238.0
2016.07.26.,7-8,547.0,1791.0,4664.0
2016.07.26.,8-9,586.0,1985.0,4879.0
2016.07.26.,9-10,632.0,2184.0,5052.0
2016.07.26.,10-11,664.0,2332.0,5171.0
2016.07.26.,11-12,662.0,2417.0,5259.0
2016.07.26.,12-13,735.0,2581.0,5310.0
2016.07.26.,13-14,834.0,2626.0,5290.0
2016.07.26.,14-15,764.0,2557.0,5255.0
2016.07.26.,15-16,724.0,2492.0,5237.0
2016.07.26.,16-17,789.0,2505.0,5143.0
2016.07.26.,17-18,798.0,2411.0,4999.0
2016.07.26.,18-19,725.0,2236.0,4833.0
2016.07.26.,19-20,685.0,2144.0,4813.0
2016.07.26.,20-21,745.0,2161.0,4826.0
2016.07.26.,21-22,754.0,2122.0,4808.0
2016.07.26.,22-23,962.0,2070.0,4511.0
2016.07.26.,23-24,1121.0,2028.0,4285.0
2016.07.27.,0-1,1319.0,1821.0,3971.0
2016.07.27.,1-2,1231.0,1516.0,3764.0
2016.07.27.,2-3,1156.0,1282.0,3596.0
2016.07.27.,3-4,1141.0,1277.0,3552.0
2016.07.27.,4-5,1095.0,1283.0,3616.0
2016.07.27.,5-6,1130.0,1443.0,3727.0
2016.07.27.,6-7,898.0,1714.0,4262.0
2016.07.27.,7-8,742.0,1913.0,4673.0
2016.07.27.,8-9,688.0,2055.0,4863.0
2016.07.27.,9-10,632.0,2155.0,5024.0
2016.07.27.,10-11,713.0,2369.0,5167.0
2016.07.27.,11-12,794.0,2537.0,5271.0
2016.07.27.,12-13,830.0,2623.0,5323.0
2016.07.27.,13-14,876.0,2617.0,5312.0
2016.07.27.,14-15,784.0,2513.0,5299.0
2016.07.27.,15-16,762.0,2488.0,5301.0
2016.07.27.,16-17,723.0,2378.0,5218.0
2016.07.27.,17-18,794.0,2367.0,5106.0
2016.07.27.,18-19,880.0,2339.0,4994.0
2016.07.27.,19-20,814.0,2202.0,4898.0
2016.07.27.,20-21,938.0,2290.0,4900.0
2016.07.27.,21-22,966.0,2329.0,4909.0
2016.07.27.,22-23,1231.0,2330.0,4598.0
2016.07.27.,23-24,1469.0,2356.0,4373.0
2016.07.28.,0-1,1579.0,2140.0,4059.0
2016.07.28.,1-2,1604.0,1905.0,3825.0
2016.07.28.,2-3,1562.0,1686.0,3627.0
2016.07.28.,3-4,1446.0,1587.0,3565.0
2016.07.28.,4-5,1309.0,1501.0,3626.0
2016.07.28.,5-6,1329.0,1628.0,3760.0
2016.07.28.,6-7,914.0,1749.0,4311.0
2016.07.28.,7-8,761.0,1951.0,4744.0
2016.07.28.,8-9,711.0,2066.0,4907.0
2016.07.28.,9-10,735.0,2274.0,5118.0
2016.07.28.,10-11,766.0,2431.0,5229.0
2016.07.28.,11-12,787.0,2499.0,5291.0
2016.07.28.,12-13,863.0,2662.0,5267.0
2016.07.28.,13-14,908.0,2665.0,5158.0
2016.07.28.,14-15,873.0,2528.0,5069.0
2016.07.28.,15-16,740.0,2428.0,5056.0
2016.07.28.,16-17,709.0,2342.0,4969.0
2016.07.28.,17-18,711.0,2277.0,4890.0
2016.07.28.,18-19,691.0,2139.0,4792.0
2016.07.28.,19-20,642.0,1963.0,4754.0
2016.07.28.,20-21,798.0,2138.0,4754.0
2016.07.28.,21-22,786.0,2110.0,4749.0
2016.07.28.,22-23,1176.0,2214.0,4462.0
2016.07.28.,23-24,1325.0,2201.0,4240.0
2016.07.29.,0-1,1511.0,2072.0,3961.0
2016.07.29.,1-2,1492.0,1825.0,3748.0
2016.07.29.,2-3,1519.0,1686.0,3556.0
2016.07.29.,3-4,1481.0,1618.0,3514.0
2016.07.29.,4-5,1349.0,1554.0,3570.0
2016.07.29.,5-6,1347.0,1670.0,3679.0
2016.07.29.,6-7,994.0,1798.0,4170.0
2016.07.29.,7-8,826.0,1998.0,4576.0
2016.07.29.,8-9,781.0,2084.0,4752.0
2016.07.29.,9-10,800.0,2252.0,4924.0
2016.07.29.,10-11,895.0,2459.0,5046.0
2016.07.29.,11-12,907.0,2553.0,5146.0
2016.07.29.,12-13,994.0,2709.0,5174.0
2016.07.29.,13-14,1057.0,2717.0,5107.0
2016.07.29.,14-15,1036.0,2666.0,5053.0
2016.07.29.,15-16,984.0,2589.0,5052.0
2016.07.29.,16-17,978.0,2524.0,5013.0
2016.07.29.,17-18,919.0,2391.0,4921.0
2016.07.29.,18-19,916.0,2270.0,4798.0
2016.07.29.,19-20,839.0,2093.0,4706.0
2016.07.29.,20-21,888.0,2149.0,4684.0
2016.07.29.,21-22,910.0,2169.0,4705.0
2016.07.29.,22-23,1154.0,2143.0,4444.0
2016.07.29.,23-24,1275.0,2076.0,4251.0
2016.07.30.,0-1,1280.0,1858.0,3944.0
2016.07.30.,1-2,1177.0,1525.0,3700.0
2016.07.30.,2-3,1210.0,1385.0,3477.0
2016.07.30.,3-4,1168.0,1329.0,3397.0
2016.07.30.,4-5,1077.0,1237.0,3402.0
2016.07.30.,5-6,1102.0,1246.0,3355.0
2016.07.30.,6-7,951.0,1363.0,3621.0
2016.07.30.,7-8,911.0,1596.0,3977.0
2016.07.30.,8-9,1021.0,1935.0,4241.0
2016.07.30.,9-10,1052.0,2157.0,4444.0
2016.07.30.,10-11,1057.0,2319.0,4580.0
2016.07.30.,11-12,1082.0,2438.0,4653.0
2016.07.30.,12-13,1098.0,2442.0,4653.0
2016.07.30.,13-14,1123.0,2376.0,4570.0
2016.07.30.,14-15,1139.0,2347.0,4535.0
2016.07.30.,15-16,1151.0,2321.0,4520.0
2016.07.30.,16-17,1167.0,2307.0,4504.0
2016.07.30.,17-18,1138.0,2203.0,4408.0
2016.07.30.,18-19,997.0,2015.0,4353.0
2016.07.30.,19-20,877.0,1879.0,4368.0
2016.07.30.,20-21,903.0,1986.0,4461.0
2016.07.30.,21-22,872.0,1983.0,4511.0
2016.07.30.,22-23,1134.0,1952.0,4172.0
2016.07.30.,23-24,1201.0,1732.0,3889.0
2016.07.31.,0-1,1151.0,1327.0,3607.0
2016.07.31.,1-2,1207.0,1221.0,3433.0
2016.07.31.,2-3,1243.0,1145.0,3283.0
2016.07.31.,3-4,1290.0,1176.0,3230.0
2016.07.31.,4-5,1221.0,1107.0,3204.0
2016.07.31.,5-6,1218.0,1033.0,3110.0
2016.07.31.,6-7,1122.0,1114.0,3300.0
2016.07.31.,7-8,983.0,1257.0,3619.0
2016.07.31.,8-9,996.0,1542.0,3928.0
2016.07.31.,9-10,986.0,1792.0,4185.0
2016.07.31.,10-11,906.0,1897.0,4379.0
2016.07.31.,11-12,956.0,2022.0,4458.0
2016.07.31.,12-13,1030.0,2084.0,4444.0
2016.07.31.,13-14,1005.0,1950.0,4358.0
2016.07.31.,14-15,989.0,1894.0,4338.0
2016.07.31.,15-16,1054.0,1987.0,4307.0
2016.07.31.,16-17,1044.0,1979.0,4297.0
2016.07.31.,17-18,1092.0,1966.0,4261.0
2016.07.31.,18-19,1070.0,1948.0,4255.0
2016.07.31.,19-20,1207.0,2123.0,4291.0
2016.07.31.,20-21,1206.0,2225.0,4470.0
2016.07.31.,21-22,1061.0,2086.0,4478.0
2016.07.31.,22-23,1335.0,2022.0,4118.0
2016.07.31.,23-24,1365.0,1727.0,3812.0
2016.08.01.,0-1,1156.0,1374.0,3525.0
2016.08.01.,1-2,990.0,1280.0,3345.0
2016.08.01.,2-3,937.0,1220.0,3226.0
2016.08.01.,3-4,864.0,1169.0,3199.0
2016.08.01.,4-5,838.0,1226.0,3290.0
2016.08.01.,5-6,849.0,1366.0,3447.0
2016.08.01.,6-7,641.0,1711.0,4039.0
2016.08.01.,7-8,498.0,1963.0,4471.0
2016.08.01.,8-9,505.0,2147.0,4677.0
2016.08.01.,9-10,493.0,2298.0,4834.0
2016.08.01.,10-11,406.0,2337.0,4924.0
2016.08.01.,11-12,370.0,2379.0,5028.0
2016.08.01.,12-13,447.0,2499.0,5088.0
2016.08.01.,13-14,483.0,2502.0,5071.0
2016.08.01.,14-15,444.0,2450.0,5030.0
2016.08.01.,15-16,434.0,2417.0,5023.0
2016.08.01.,16-17,398.0,2277.0,4937.0
2016.08.01.,17-18,356.0,2177.0,4857.0
2016.08.01.,18-19,272.0,2025.0,4752.0
2016.08.01.,19-20,186.0,1863.0,4714.0
2016.08.01.,20-21,193.0,1911.0,4751.0
2016.08.01.,21-22,244.0,1935.0,4688.0
2016.08.01.,22-23,405.0,1795.0,4367.0
2016.08.01.,23-24,822.0,2019.0,4168.0
2016.08.02.,0-1,909.0,1758.0,3857.0
2016.08.02.,1-2,962.0,1608.0,3666.0
2016.08.02.,2-3,953.0,1438.0,3492.0
2016.08.02.,3-4,940.0,1422.0,3436.0
2016.08.02.,4-5,891.0,1477.0,3535.0
2016.08.02.,5-6,783.0,1480.0,3652.0
2016.08.02.,6-7,515.0,1741.0,4154.0
2016.08.02.,7-8,351.0,1955.0,4534.0
2016.08.02.,8-9,256.0,2006.0,4697.0
2016.08.02.,9-10,160.0,2050.0,4818.0
2016.08.02.,10-11,168.0,2135.0,4876.0
2016.08.02.,11-12,120.0,2176.0,4967.0
2016.08.02.,12-13,241.0,2354.0,5009.0
2016.08.02.,13-14,243.0,2324.0,4984.0
2016.08.02.,14-15,192.0,2278.0,4958.0
2016.08.02.,15-16,189.0,2258.0,4968.0
2016.08.02.,16-17,234.0,2176.0,4896.0
2016.08.02.,17-18,246.0,2115.0,4795.0
2016.08.02.,18-19,232.0,1978.0,4712.0
2016.08.02.,19-20,235.0,1917.0,4665.0
2016.08.02.,20-21,307.0,2035.0,4718.0
2016.08.02.,21-22,297.0,1986.0,4698.0
2016.08.02.,22-23,639.0,2024.0,4397.0
2016.08.02.,23-24,649.0,1876.0,4183.0
2016.08.03.,0-1,661.0,1568.0,3866.0
2016.08.03.,1-2,729.0,1430.0,3646.0
2016.08.03.,2-3,656.0,1259.0,3447.0
2016.08.03.,3-4,622.0,1274.0,3386.0
2016.08.03.,4-5,552.0,1332.0,3472.0
2016.08.03.,5-6,563.0,1448.0,3603.0
2016.08.03.,6-7,309.0,1700.0,4130.0
2016.08.03.,7-8,257.0,2031.0,4556.0
2016.08.03.,8-9,223.0,2143.0,4727.0
2016.08.03.,9-10,82.0,2127.0,4865.0
2016.08.03.,10-11,148.0,2300.0,4963.0
2016.08.03.,11-12,216.0,2452.0,5042.0
2016.08.03.,12-13,255.0,2534.0,5092.0
2016.08.03.,13-14,276.0,2554.0,5061.0
2016.08.03.,14-15,300.0,2568.0,5027.0
2016.08.03.,15-16,339.0,2615.0,5008.0
2016.08.03.,16-17,276.0,2481.0,4923.0
2016.08.03.,17-18,272.0,2380.0,4858.0
2016.08.03.,18-19,233.0,2238.0,4761.0
2016.08.03.,19-20,197.0,2124.0,4712.0
2016.08.03.,20-21,230.0,2184.0,4791.0
2016.08.03.,21-22,259.0,2149.0,4761.0
2016.08.03.,22-23,405.0,1995.0,4453.0
2016.08.03.,23-24,479.0,1888.0,4235.0
2016.08.04.,0-1,591.0,1664.0,3926.0
2016.08.04.,1-2,685.0,1539.0,3734.0
2016.08.04.,2-3,769.0,1489.0,3533.0
2016.08.04.,3-4,699.0,1422.0,3496.0
2016.08.04.,4-5,644.0,1443.0,3572.0
2016.08.04.,5-6,640.0,1540.0,3685.0
2016.08.04.,6-7,353.0,1756.0,4189.0
2016.08.04.,7-8,195.0,1948.0,4611.0
2016.08.04.,8-9,193.0,2130.0,4799.0
2016.08.04.,9-10,169.0,2239.0,4974.0
2016.08.04.,10-11,140.0,2343.0,5121.0
2016.08.04.,11-12,143.0,2437.0,5230.0
2016.08.04.,12-13,169.0,2530.0,5301.0
2016.08.04.,13-14,205.0,2542.0,5285.0
2016.08.04.,14-15,198.0,2520.0,5247.0
2016.08.04.,15-16,180.0,2483.0,5256.0
2016.08.04.,16-17,172.0,2404.0,5172.0
2016.08.04.,17-18,159.0,2305.0,5082.0
2016.08.04.,18-19,187.0,2212.0,4950.0
2016.08.04.,19-20,230.0,2155.0,4905.0
2016.08.04.,20-21,227.0,2104.0,4950.0
2016.08.04.,21-22,224.0,1968.0,4913.0
2016.08.04.,22-23,587.0,2035.0,4595.0
2016.08.04.,23-24,800.0,2037.0,4362.0
2016.08.05.,0-1,887.0,1880.0,4043.0
2016.08.05.,1-2,821.0,1577.0,3822.0
2016.08.05.,2-3,672.0,1297.0,3608.0
2016.08.05.,3-4,592.0,1199.0,3557.0
2016.08.05.,4-5,501.0,1176.0,3624.0
2016.08.05.,5-6,504.0,1273.0,3750.0
2016.08.05.,6-7,322.0,1609.0,4251.0
2016.08.05.,7-8,254.0,1913.0,4700.0
2016.08.05.,8-9,182.0,1977.0,4903.0
2016.08.05.,9-10,111.0,2103.0,5081.0
2016.08.05.,10-11,68.0,2192.0,5233.0
2016.08.05.,11-12,100.0,2319.0,5342.0
2016.08.05.,12-13,153.0,2448.0,5383.0
2016.08.05.,13-14,288.0,2522.0,5331.0
2016.08.05.,14-15,381.0,2579.0,5266.0
2016.08.05.,15-16,464.0,2622.0,5257.0
2016.08.05.,16-17,530.0,2595.0,5218.0
2016.08.05.,17-18,500.0,2443.0,5140.0
2016.08.05.,18-19,532.0,2315.0,4997.0
2016.08.05.,19-20,596.0,2265.0,4906.0
2016.08.05.,20-21,580.0,2232.0,4940.0
2016.08.05.,21-22,670.0,2287.0,4817.0
2016.08.05.,22-23,1069.0,2458.0,4519.0
2016.08.05.,23-24,1145.0,2331.0,4291.0
2016.08.06.,0-1,1192.0,2430.0,3993.0
2016.08.06.,1-2,1164.0,2186.0,3773.0
2016.08.06.,2-3,1014.0,1860.0,3560.0
2016.08.06.,3-4,785.0,1562.0,3477.0
2016.08.06.,4-5,610.0,1398.0,3476.0
2016.08.06.,5-6,590.0,1325.0,3425.0
2016.08.06.,6-7,618.0,1585.0,3635.0
2016.08.06.,7-8,610.0,1848.0,3915.0
2016.08.06.,8-9,657.0,2098.0,4142.0
2016.08.06.,9-10,623.0,2267.0,4343.0
2016.08.06.,10-11,471.0,2249.0,4444.0
2016.08.06.,11-12,487.0,2330.0,4479.0
2016.08.06.,12-13,566.0,2425.0,4493.0
2016.08.06.,13-14,590.0,2318.0,4400.0
2016.08.06.,14-15,579.0,2231.0,4363.0
2016.08.06.,15-16,561.0,2200.0,4320.0
2016.08.06.,16-17,643.0,2300.0,4312.0
2016.08.06.,17-18,764.0,2343.0,4244.0
2016.08.06.,18-19,784.0,2348.0,4184.0
2016.08.06.,19-20,699.0,2276.0,4154.0
2016.08.06.,20-21,681.0,2387.0,4325.0
2016.08.06.,21-22,683.0,2291.0,4287.0
2016.08.06.,22-23,949.0,2256.0,3977.0
2016.08.06.,23-24,803.0,1853.0,3732.0
2016.08.07.,0-1,903.0,1667.0,3459.0
2016.08.07.,1-2,952.0,1565.0,3293.0
2016.08.07.,2-3,873.0,1349.0,3163.0
2016.08.07.,3-4,831.0,1288.0,3110.0
2016.08.07.,4-5,729.0,1313.0,3094.0
2016.08.07.,5-6,586.0,1237.0,3051.0
2016.08.07.,6-7,579.0,1471.0,3209.0
2016.08.07.,7-8,530.0,1715.0,3521.0
2016.08.07.,8-9,484.0,1759.0,3772.0
2016.08.07.,9-10,460.0,1801.0,4005.0
2016.08.07.,10-11,422.0,1860.0,4152.0
2016.08.07.,11-12,376.0,1989.0,4207.0
2016.08.07.,12-13,474.0,2059.0,4191.0
2016.08.07.,13-14,553.0,2046.0,4090.0
2016.08.07.,14-15,573.0,2059.0,4071.0
2016.08.07.,15-16,562.0,2060.0,4068.0
2016.08.07.,16-17,523.0,1992.0,4061.0
2016.08.07.,17-18,593.0,2021.0,4008.0
2016.08.07.,18-19,537.0,1959.0,3955.0
2016.08.07.,19-20,424.0,1919.0,4008.0
2016.08.07.,20-21,383.0,2047.0,4241.0
2016.08.07.,21-22,354.0,2000.0,4237.0
2016.08.07.,22-23,404.0,1749.0,3933.0
2016.08.07.,23-24,409.0,1484.0,3659.0
2016.08.08.,0-1,561.0,1456.0,3402.0
2016.08.08.,1-2,605.0,1485.0,3251.0
2016.08.08.,2-3,575.0,1451.0,3134.0
2016.08.08.,3-4,539.0,1414.0,3082.0
2016.08.08.,4-5,516.0,1480.0,3175.0
2016.08.08.,5-6,532.0,1542.0,3355.0
2016.08.08.,6-7,328.0,1783.0,3919.0
2016.08.08.,7-8,115.0,1924.0,4362.0
2016.08.08.,8-9,89.0,2058.0,4569.0
2016.08.08.,9-10,136.0,2226.0,4718.0
2016.08.08.,10-11,163.0,2360.0,4814.0
2016.08.08.,11-12,133.0,2437.0,4916.0
2016.08.08.,12-13,120.0,2520.0,4985.0
2016.08.08.,13-14,150.0,2506.0,4941.0
2016.08.08.,14-15,156.0,2516.0,4934.0
2016.08.08.,15-16,114.0,2445.0,4944.0
2016.08.08.,16-17,145.0,2379.0,4890.0
2016.08.08.,17-18,162.0,2322.0,4790.0
2016.08.08.,18-19,145.0,2182.0,4700.0
2016.08.08.,19-20,114.0,2112.0,4667.0
