date,tick,export,import,system_load
2016.04.15.,7-8,286.0,2579.0,4994.0
2016.04.15.,8-9,192.0,2469.0,4948.0
2016.04.15.,9-10,169.0,2476.0,4940.0
2016.04.15.,10-11,146.0,2470.0,4948.0
2016.04.15.,11-12,246.0,2555.0,4970.0
2016.04.15.,12-13,329.0,2581.0,4962.0
2016.04.15.,13-14,393.0,2501.0,4892.0
2016.04.15.,14-15,353.0,2492.0,4898.0
2016.04.15.,15-16,326.0,2461.0,4909.0
2016.04.15.,16-17,420.0,2526.0,4891.0
2016.04.15.,17-18,518.0,2530.0,4789.0
2016.04.15.,18-19,526.0,2526.0,4733.0
2016.04.15.,19-20,584.0,2683.0,4890.0
2016.04.15.,20-21,691.0,2903.0,5047.0
2016.04.15.,21-22,845.0,2657.0,4761.0
2016.04.15.,22-23,957.0,2521.0,4482.0
2016.04.15.,23-24,1100.0,2523.0,4315.0
2016.04.16.,0-1,1323.0,2601.0,4078.0
2016.04.16.,1-2,1381.0,2465.0,3873.0
2016.04.16.,2-3,1486.0,2394.0,3632.0
2016.04.16.,3-4,1452.0,2293.0,3546.0
2016.04.16.,4-5,1442.0,2311.0,3569.0
2016.04.16.,5-6,1491.0,2417.0,3632.0
2016.04.16.,6-7,1391.0,2508.0,3876.0
2016.04.16.,7-8,1221.0,2622.0,4228.0
2016.04.16.,8-9,1028.0,2638.0,4388.0
2016.04.16.,9-10,900.0,2617.0,4527.0
2016.04.16.,10-11,840.0,2590.0,4580.0
2016.04.16.,11-12,740.0,2483.0,4602.0
2016.04.16.,12-13,734.0,2407.0,4572.0
2016.04.16.,13-14,826.0,2307.0,4426.0
2016.04.16.,14-15,794.0,2212.0,4359.0
2016.04.16.,15-16,723.0,2117.0,4343.0
2016.04.16.,16-17,670.0,2062.0,4333.0
2016.04.16.,17-18,825.0,2194.0,4287.0
2016.04.16.,18-19,777.0,2204.0,4301.0
2016.04.16.,19-20,735.0,2349.0,4436.0
2016.04.16.,20-21,823.0,2567.0,4647.0
2016.04.16.,21-22,895.0,2405.0,4429.0
2016.04.16.,22-23,711.0,1920.0,4115.0
2016.04.16.,23-24,760.0,1767.0,3867.0
2016.04.17.,0-1,829.0,1603.0,3602.0
2016.04.17.,1-2,993.0,1581.0,3429.0
2016.04.17.,2-3,1006.0,1486.0,3280.0
2016.04.17.,3-4,1043.0,1498.0,3197.0
2016.04.17.,4-5,1096.0,1536.0,3180.0
2016.04.17.,5-6,1082.0,1510.0,3202.0
2016.04.17.,6-7,1234.0,1744.0,3337.0
2016.04.17.,7-8,1038.0,1836.0,3692.0
2016.04.17.,8-9,859.0,1875.0,3984.0
2016.04.17.,9-10,785.0,1996.0,4187.0
2016.04.17.,10-11,712.0,2029.0,4314.0
2016.04.17.,11-12,612.0,1939.0,4326.0
2016.04.17.,12-13,707.0,1959.0,4239.0
2016.04.17.,13-14,690.0,1889.0,4082.0
2016.04.17.,14-15,478.0,1637.0,4041.0
2016.04.17.,15-16,505.0,1638.0,4009.0
2016.04.17.,16-17,453.0,1601.0,4013.0
2016.04.17.,17-18,546.0,1736.0,4014.0
2016.04.17.,18-19,641.0,1879.0,4096.0
2016.04.17.,19-20,538.0,2015.0,4319.0
2016.04.17.,20-21,561.0,2234.0,4567.0
2016.04.17.,21-22,721.0,2136.0,4350.0
2016.04.17.,22-23,783.0,1943.0,4061.0
2016.04.17.,23-24,895.0,1867.0,3785.0
2016.04.18.,0-1,854.0,1866.0,3552.0
2016.04.18.,1-2,790.0,1687.0,3427.0
2016.04.18.,2-3,800.0,1581.0,3292.0
2016.04.18.,3-4,763.0,1554.0,3225.0
2016.04.18.,4-5,735.0,1672.0,3335.0
2016.04.18.,5-6,748.0,1971.0,3726.0
2016.04.18.,6-7,263.0,2185.0,4453.0
2016.04.18.,7-8,170.0,2388.0,4810.0
2016.04.18.,8-9,261.0,2541.0,4871.0
2016.04.18.,9-10,325.0,2595.0,4892.0
2016.04.18.,10-11,228.0,2513.0,4911.0
2016.04.18.,11-12,311.0,2591.0,4942.0
2016.04.18.,12-13,331.0,2625.0,4986.0
2016.04.18.,13-14,342.0,2586.0,4937.0
2016.04.18.,14-15,359.0,2654.0,4935.0
2016.04.18.,15-16,357.0,2674.0,4961.0
2016.04.18.,16-17,310.0,2597.0,4912.0
2016.04.18.,17-18,429.0,2665.0,4859.0
2016.04.18.,18-19,387.0,2534.0,4803.0
2016.04.18.,19-20,283.0,2599.0,4943.0
2016.04.18.,20-21,287.0,2741.0,5090.0
2016.04.18.,21-22,345.0,2449.0,4782.0
2016.04.18.,22-23,628.0,2461.0,4425.0
2016.04.18.,23-24,694.0,2386.0,4279.0
2016.04.19.,0-1,870.0,2316.0,4039.0
2016.04.19.,1-2,916.0,2176.0,3859.0
2016.04.19.,2-3,935.0,2005.0,3634.0
2016.04.19.,3-4,922.0,1926.0,3553.0
2016.04.19.,4-5,853.0,1927.0,3640.0
2016.04.19.,5-6,698.0,2035.0,3892.0
2016.04.19.,6-7,383.0,2422.0,4552.0
2016.04.19.,7-8,255.0,2585.0,4900.0
2016.04.19.,8-9,286.0,2479.0,4930.0
2016.04.19.,9-10,320.0,2487.0,4963.0
2016.04.19.,10-11,386.0,2466.0,4968.0
2016.04.19.,11-12,378.0,2448.0,4987.0
2016.04.19.,12-13,422.0,2558.0,5035.0
2016.04.19.,13-14,560.0,2592.0,4953.0
2016.04.19.,14-15,559.0,2601.0,4926.0
2016.04.19.,15-16,568.0,2565.0,4930.0
2016.04.19.,16-17,646.0,2575.0,4877.0
2016.04.19.,17-18,606.0,2455.0,4809.0
2016.04.19.,18-19,596.0,2411.0,4783.0
2016.04.19.,19-20,655.0,2656.0,4902.0
2016.04.19.,20-21,638.0,2841.0,5106.0
2016.04.19.,21-22,654.0,2596.0,4799.0
2016.04.19.,22-23,816.0,2507.0,4489.0
2016.04.19.,23-24,955.0,2469.0,4329.0
2016.04.20.,0-1,892.0,2143.0,4074.0
2016.04.20.,1-2,970.0,2047.0,3886.0
2016.04.20.,2-3,761.0,1620.0,3688.0
2016.04.20.,3-4,780.0,1603.0,3634.0
2016.04.20.,4-5,768.0,1683.0,3720.0
2016.04.20.,5-6,814.0,1997.0,3978.0
2016.04.20.,6-7,404.0,2132.0,4590.0
2016.04.20.,7-8,223.0,2226.0,4956.0
2016.04.20.,8-9,204.0,2160.0,4967.0
2016.04.20.,9-10,284.0,2281.0,5005.0
2016.04.20.,10-11,246.0,2268.0,4995.0
2016.04.20.,11-12,317.0,2341.0,5009.0
2016.04.20.,12-13,363.0,2385.0,5032.0
2016.04.20.,13-14,403.0,2352.0,4946.0
2016.04.20.,14-15,485.0,2454.0,4944.0
2016.04.20.,15-16,536.0,2533.0,4964.0
2016.04.20.,16-17,452.0,2449.0,4914.0
2016.04.20.,17-18,460.0,2402.0,4835.0
2016.04.20.,18-19,370.0,2300.0,4789.0
2016.04.20.,19-20,385.0,2479.0,4920.0
2016.04.20.,20-21,316.0,2587.0,5165.0
2016.04.20.,21-22,321.0,2297.0,4876.0
2016.04.20.,22-23,431.0,2163.0,4565.0
2016.04.20.,23-24,673.0,2264.0,4417.0
2016.04.21.,0-1,641.0,1967.0,4141.0
2016.04.21.,1-2,592.0,1734.0,3960.0
2016.04.21.,2-3,572.0,1526.0,3767.0
2016.04.21.,3-4,511.0,1452.0,3705.0
2016.04.21.,4-5,461.0,1528.0,3806.0
2016.04.21.,5-6,608.0,1927.0,4056.0
2016.04.21.,6-7,355.0,2258.0,4698.0
2016.04.21.,7-8,148.0,2346.0,5009.0
2016.04.21.,8-9,189.0,2373.0,4979.0
2016.04.21.,9-10,148.0,2347.0,4983.0
2016.04.21.,10-11,217.0,2445.0,4996.0
2016.04.21.,11-12,291.0,2521.0,5004.0
2016.04.21.,12-13,369.0,2605.0,5007.0
2016.04.21.,13-14,391.0,2565.0,4957.0
2016.04.21.,14-15,378.0,2570.0,4946.0
2016.04.21.,15-16,376.0,2585.0,4967.0
2016.04.21.,16-17,380.0,2557.0,4909.0
2016.04.21.,17-18,271.0,2370.0,4826.0
2016.04.21.,18-19,206.0,2241.0,4743.0
2016.04.21.,19-20,350.0,2495.0,4874.0
2016.04.21.,20-21,434.0,2726.0,5167.0
2016.04.21.,21-22,544.0,2485.0,4871.0
2016.04.21.,22-23,842.0,2455.0,4580.0
2016.04.21.,23-24,1051.0,2531.0,4405.0
2016.04.22.,0-1,1243.0,2537.0,4169.0
2016.04.22.,1-2,1160.0,2260.0,3973.0
2016.04.22.,2-3,1250.0,2174.0,3734.0
2016.04.22.,3-4,1158.0,2075.0,3690.0
2016.04.22.,4-5,1078.0,2099.0,3787.0
2016.04.22.,5-6,1065.0,2364.0,4030.0
2016.04.22.,6-7,546.0,2446.0,4645.0
2016.04.22.,7-8,337.0,2535.0,4963.0
2016.04.22.,8-9,295.0,2485.0,4938.0
2016.04.22.,9-10,215.0,2425.0,4974.0
2016.04.22.,10-11,248.0,2463.0,4946.0
2016.04.22.,11-12,290.0,2512.0,4977.0
2016.04.22.,12-13,325.0,2540.0,4971.0
2016.04.22.,13-14,384.0,2527.0,4905.0
2016.04.22.,14-15,360.0,2490.0,4882.0
2016.04.22.,15-16,333.0,2475.0,4939.0
2016.04.22.,16-17,238.0,2343.0,4887.0
2016.04.22.,17-18,182.0,2211.0,4789.0
2016.04.22.,18-19,163.0,2158.0,4711.0
2016.04.22.,19-20,161.0,2261.0,4792.0
2016.04.22.,20-21,174.0,2434.0,5031.0
2016.04.22.,21-22,321.0,2287.0,4766.0
2016.04.22.,22-23,535.0,2173.0,4476.0
2016.04.22.,23-24,602.0,2050.0,4316.0
2016.04.23.,0-1,912.0,2176.0,4083.0
2016.04.23.,1-2,1037.0,2091.0,3868.0
2016.04.23.,2-3,1071.0,1905.0,3625.0
2016.04.23.,3-4,963.0,1739.0,3566.0
2016.04.23.,4-5,1042.0,1844.0,3606.0
2016.04.23.,5-6,1223.0,2078.0,3599.0
2016.04.23.,6-7,1109.0,2192.0,3852.0
2016.04.23.,7-8,827.0,2231.0,4183.0
2016.04.23.,8-9,600.0,2189.0,4371.0
2016.04.23.,9-10,434.0,2142.0,4525.0
2016.04.23.,10-11,370.0,2144.0,4569.0
2016.04.23.,11-12,402.0,2207.0,4602.0
2016.04.23.,12-13,532.0,2326.0,4581.0
2016.04.23.,13-14,578.0,2214.0,4437.0
2016.04.23.,14-15,561.0,2145.0,4360.0
2016.04.23.,15-16,550.0,2117.0,4338.0
2016.04.23.,16-17,549.0,2104.0,4314.0
2016.04.23.,17-18,629.0,2146.0,4296.0
2016.04.23.,18-19,699.0,2219.0,4364.0
2016.04.23.,19-20,719.0,2357.0,4481.0
2016.04.23.,20-21,646.0,2465.0,4625.0
2016.04.23.,21-22,901.0,2504.0,4419.0
2016.04.23.,22-23,978.0,2299.0,4133.0
2016.04.23.,23-24,1083.0,2175.0,3886.0
2016.04.24.,0-1,1184.0,2045.0,3623.0
2016.04.24.,1-2,1331.0,2047.0,3472.0
2016.04.24.,2-3,1513.0,2065.0,3330.0
2016.04.24.,3-4,1552.0,1945.0,3228.0
2016.04.24.,4-5,1507.0,1819.0,3233.0
2016.04.24.,5-6,1440.0,1707.0,3229.0
2016.04.24.,6-7,1344.0,1715.0,3389.0
2016.04.24.,7-8,1150.0,1814.0,3729.0
2016.04.24.,8-9,1096.0,2056.0,4053.0
2016.04.24.,9-10,1004.0,2214.0,4353.0
2016.04.24.,10-11,1020.0,2381.0,4524.0
2016.04.24.,11-12,1046.0,2439.0,4573.0
2016.04.24.,12-13,1017.0,2387.0,4469.0
2016.04.24.,13-14,1111.0,2304.0,4311.0
2016.04.24.,14-15,1090.0,2235.0,4268.0
2016.04.24.,15-16,1047.0,2182.0,4253.0
2016.04.24.,16-17,994.0,2129.0,4278.0
2016.04.24.,17-18,1215.0,2293.0,4290.0
2016.04.24.,18-19,1056.0,2207.0,4345.0
2016.04.24.,19-20,895.0,2247.0,4457.0
2016.04.24.,20-21,701.0,2194.0,4557.0
2016.04.24.,21-22,784.0,1996.0,4338.0
2016.04.24.,22-23,946.0,1890.0,4079.0
2016.04.24.,23-24,1498.0,2181.0,3828.0
2016.04.25.,0-1,1461.0,2153.0,3594.0
2016.04.25.,1-2,1509.0,2052.0,3475.0
2016.04.25.,2-3,1527.0,1908.0,3338.0
2016.04.25.,3-4,1435.0,1801.0,3310.0
2016.04.25.,4-5,1501.0,1979.0,3444.0
2016.04.25.,5-6,1399.0,2164.0,3795.0
2016.04.25.,6-7,801.0,2241.0,4562.0
2016.04.25.,7-8,588.0,2388.0,4977.0
2016.04.25.,8-9,583.0,2461.0,5064.0
2016.04.25.,9-10,746.0,2619.0,5138.0
2016.04.25.,10-11,746.0,2623.0,5185.0
2016.04.25.,11-12,640.0,2496.0,5216.0
2016.04.25.,12-13,757.0,2675.0,5247.0
2016.04.25.,13-14,748.0,2663.0,5198.0
2016.04.25.,14-15,799.0,2730.0,5182.0
2016.04.25.,15-16,693.0,2637.0,5164.0
2016.04.25.,16-17,698.0,2609.0,5093.0
2016.04.25.,17-18,752.0,2544.0,4993.0
2016.04.25.,18-19,735.0,2480.0,4942.0
2016.04.25.,19-20,679.0,2569.0,5024.0
2016.04.25.,20-21,566.0,2677.0,5199.0
2016.04.25.,21-22,885.0,2687.0,4912.0
2016.04.25.,22-23,1204.0,2710.0,4592.0
2016.04.25.,23-24,1401.0,2754.0,4448.0
2016.04.26.,0-1,1499.0,2672.0,4172.0
2016.04.26.,1-2,1440.0,2456.0,3983.0
2016.04.26.,2-3,1420.0,2288.0,3780.0
2016.04.26.,3-4,1416.0,2259.0,3704.0
2016.04.26.,4-5,1319.0,2258.0,3807.0
2016.04.26.,5-6,1218.0,2421.0,4071.0
2016.04.26.,6-7,770.0,2616.0,4749.0
2016.04.26.,7-8,593.0,2648.0,5063.0
2016.04.26.,8-9,567.0,2597.0,5026.0
2016.04.26.,9-10,584.0,2594.0,5059.0
2016.04.26.,10-11,607.0,2493.0,5054.0
2016.04.26.,11-12,625.0,2467.0,5045.0
2016.04.26.,12-13,694.0,2699.0,5050.0
2016.04.26.,13-14,807.0,2763.0,4972.0
2016.04.26.,14-15,871.0,2849.0,4960.0
2016.04.26.,15-16,808.0,2782.0,4987.0
2016.04.26.,16-17,827.0,2742.0,4948.0
2016.04.26.,17-18,846.0,2668.0,4882.0
2016.04.26.,18-19,866.0,2655.0,4838.0
2016.04.26.,19-20,756.0,2674.0,4966.0
2016.04.26.,20-21,674.0,2788.0,5202.0
2016.04.26.,21-22,899.0,2700.0,4941.0
2016.04.26.,22-23,1134.0,2688.0,4646.0
2016.04.26.,23-24,1198.0,2644.0,4502.0
2016.04.27.,0-1,1306.0,2469.0,4225.0
2016.04.27.,1-2,1393.0,2395.0,4039.0
2016.04.27.,2-3,1338.0,2165.0,3817.0
2016.04.27.,3-4,1303.0,2130.0,3737.0
2016.04.27.,4-5,1368.0,2259.0,3838.0
2016.04.27.,5-6,1446.0,2540.0,4104.0
2016.04.27.,6-7,898.0,2514.0,4747.0
2016.04.27.,7-8,697.0,2472.0,5112.0
2016.04.27.,8-9,683.0,2362.0,5187.0
2016.04.27.,9-10,654.0,2357.0,5277.0
2016.04.27.,10-11,635.0,2364.0,5312.0
2016.04.27.,11-12,601.0,2350.0,5337.0
2016.04.27.,12-13,606.0,2434.0,5322.0
2016.04.27.,13-14,742.0,2498.0,5280.0
2016.04.27.,14-15,868.0,2663.0,5316.0
2016.04.27.,15-16,932.0,2726.0,5385.0
2016.04.27.,16-17,887.0,2643.0,5366.0
2016.04.27.,17-18,960.0,2649.0,5280.0
2016.04.27.,18-19,907.0,2578.0,5218.0
2016.04.27.,19-20,727.0,2505.0,5222.0
2016.04.27.,20-21,734.0,2662.0,5289.0
2016.04.27.,21-22,663.0,2645.0,5005.0
2016.04.27.,22-23,954.0,2619.0,4693.0
2016.04.27.,23-24,1347.0,2847.0,4518.0
2016.04.28.,0-1,1422.0,2728.0,4265.0
2016.04.28.,1-2,1467.0,2587.0,4085.0
2016.04.28.,2-3,1452.0,2379.0,3867.0
2016.04.28.,3-4,1489.0,2434.0,3811.0
2016.04.28.,4-5,1495.0,2522.0,3898.0
2016.04.28.,5-6,1548.0,2652.0,4150.0
2016.04.28.,6-7,933.0,2510.0,4804.0
2016.04.28.,7-8,698.0,2543.0,5134.0
2016.04.28.,8-9,606.0,2422.0,5117.0
2016.04.28.,9-10,605.0,2447.0,5155.0
2016.04.28.,10-11,805.0,2651.0,5135.0
2016.04.28.,11-12,862.0,2708.0,5139.0
2016.04.28.,12-13,830.0,2762.0,5154.0
2016.04.28.,13-14,890.0,2700.0,5089.0
2016.04.28.,14-15,1029.0,2857.0,5086.0
2016.04.28.,15-16,1006.0,2858.0,5124.0
2016.04.28.,16-17,977.0,2776.0,5108.0
2016.04.28.,17-18,949.0,2697.0,5043.0
2016.04.28.,18-19,861.0,2604.0,5015.0
2016.04.28.,19-20,737.0,2570.0,5098.0
2016.04.28.,20-21,547.0,2560.0,5248.0
2016.04.28.,21-22,602.0,2290.0,4994.0
2016.04.28.,22-23,977.0,2323.0,4673.0
2016.04.28.,23-24,1224.0,2397.0,4503.0
2016.04.29.,0-1,1200.0,2554.0,4277.0
2016.04.29.,1-2,1302.0,2460.0,4106.0
2016.04.29.,2-3,1231.0,2201.0,3882.0
2016.04.29.,3-4,1205.0,2146.0,3810.0
2016.04.29.,4-5,1160.0,2202.0,3889.0
2016.04.29.,5-6,1146.0,2422.0,4117.0
2016.04.29.,6-7,572.0,2436.0,4747.0
2016.04.29.,7-8,335.0,2488.0,5117.0
2016.04.29.,8-9,311.0,2478.0,5139.0
2016.04.29.,9-10,295.0,2516.0,5167.0
2016.04.29.,10-11,309.0,2532.0,5149.0
2016.04.29.,11-12,377.0,2608.0,5142.0
2016.04.29.,12-13,412.0,2645.0,5127.0
2016.04.29.,13-14,456.0,2606.0,5061.0
2016.04.29.,14-15,502.0,2642.0,5033.0
2016.04.29.,15-16,524.0,2634.0,5004.0
2016.04.29.,16-17,541.0,2620.0,4972.0
2016.04.29.,17-18,569.0,2579.0,4884.0
2016.04.29.,18-19,420.0,2385.0,4784.0
2016.04.29.,19-20,271.0,2308.0,4826.0
2016.04.29.,20-21,323.0,2509.0,5007.0
2016.04.29.,21-22,331.0,2256.0,4807.0
2016.04.29.,22-23,468.0,2121.0,4563.0
2016.04.29.,23-24,883.0,2371.0,4419.0
2016.04.30.,0-1,1121.0,2326.0,4182.0
2016.04.30.,1-2,1290.0,2270.0,3939.0
2016.04.30.,2-3,1262.0,2039.0,3709.0
2016.04.30.,3-4,1224.0,1954.0,3610.0
2016.04.30.,4-5,1153.0,1890.0,3593.0
2016.04.30.,5-6,1270.0,2045.0,3612.0
2016.04.30.,6-7,1204.0,2248.0,3882.0
2016.04.30.,7-8,1059.0,2366.0,4209.0
2016.04.30.,8-9,958.0,2423.0,4382.0
2016.04.30.,9-10,795.0,2385.0,4481.0
2016.04.30.,10-11,806.0,2421.0,4491.0
2016.04.30.,11-12,773.0,2409.0,4518.0
2016.04.30.,12-13,873.0,2467.0,4480.0
2016.04.30.,13-14,912.0,2361.0,4311.0
2016.04.30.,14-15,974.0,2398.0,4246.0
2016.04.30.,15-16,944.0,2326.0,4215.0
2016.04.30.,16-17,902.0,2240.0,4173.0
2016.04.30.,17-18,955.0,2250.0,4131.0
2016.04.30.,18-19,958.0,2256.0,4119.0
2016.04.30.,19-20,735.0,2137.0,4181.0
2016.04.30.,20-21,631.0,2290.0,4492.0
2016.04.30.,21-22,813.0,2259.0,4389.0
2016.04.30.,22-23,927.0,2060.0,4112.0
2016.04.30.,23-24,1132.0,2024.0,3858.0
2016.05.01.,0-1,965.0,1673.0,3593.0
2016.05.01.,1-2,1033.0,1622.0,3447.0
2016.05.01.,2-3,929.0,1406.0,3285.0
2016.05.01.,3-4,931.0,1395.0,3195.0
2016.05.01.,4-5,940.0,1412.0,3175.0
2016.05.01.,5-6,930.0,1350.0,3107.0
2016.05.01.,6-7,821.0,1329.0,3249.0
2016.05.01.,7-8,708.0,1437.0,3560.0
2016.05.01.,8-9,634.0,1583.0,3821.0
2016.05.01.,9-10,540.0,1684.0,4015.0
2016.05.01.,10-11,603.0,1812.0,4085.0
2016.05.01.,11-12,639.0,1840.0,4093.0
2016.05.01.,12-13,684.0,1859.0,4010.0
2016.05.01.,13-14,760.0,1796.0,3851.0
2016.05.01.,14-15,653.0,1680.0,3792.0
2016.05.01.,15-16,609.0,1630.0,3797.0
2016.05.01.,16-17,592.0,1607.0,3845.0
2016.05.01.,17-18,583.0,1614.0,3875.0
2016.05.01.,18-19,479.0,1563.0,4006.0
2016.05.01.,19-20,492.0,1747.0,4181.0
2016.05.01.,20-21,428.0,1863.0,4371.0
2016.05.01.,21-22,447.0,1641.0,4216.0
2016.05.01.,22-23,480.0,1367.0,3918.0
2016.05.01.,23-24,643.0,1201.0,3686.0
2016.05.02.,0-1,678.0,993.0,3436.0
2016.05.02.,1-2,632.0,825.0,3318.0
2016.05.02.,2-3,723.0,807.0,3200.0
2016.05.02.,3-4,624.0,732.0,3161.0
2016.05.02.,4-5,612.0,881.0,3297.0
2016.05.02.,5-6,605.0,1209.0,3618.0
2016.05.02.,6-7,292.0,1600.0,4456.0
2016.05.02.,7-8,171.0,1896.0,4921.0
2016.05.02.,8-9,195.0,2009.0,5009.0
2016.05.02.,9-10,279.0,2196.0,5080.0
2016.05.02.,10-11,255.0,2241.0,5118.0
2016.05.02.,11-12,277.0,2316.0,5116.0
2016.05.02.,12-13,368.0,2455.0,5137.0
2016.05.02.,13-14,374.0,2386.0,5044.0
2016.05.02.,14-15,335.0,2346.0,5020.0
2016.05.02.,15-16,333.0,2245.0,5018.0
2016.05.02.,16-17,235.0,2328.0,4968.0
2016.05.02.,17-18,151.0,2113.0,4898.0
2016.05.02.,18-19,124.0,2077.0,4901.0
2016.05.02.,19-20,41.0,2054.0,4962.0
2016.05.02.,20-21,61.0,2253.0,5084.0
2016.05.02.,21-22,94.0,2029.0,4827.0
2016.05.02.,22-23,288.0,1957.0,4505.0
2016.05.02.,23-24,222.0,1542.0,4340.0
2016.05.03.,0-1,220.0,1129.0,4097.0
2016.05.03.,1-2,285.0,1019.0,3907.0
2016.05.03.,2-3,405.0,946.0,3713.0
2016.05.03.,3-4,435.0,971.0,3645.0
2016.05.03.,4-5,371.0,1004.0,3732.0
2016.05.03.,5-6,209.0,1086.0,3949.0
2016.05.03.,6-7,24.0,1479.0,4608.0
2016.05.03.,7-8,199.0,1965.0,4979.0
2016.05.03.,8-9,172.0,1960.0,5035.0
2016.05.03.,9-10,240.0,2087.0,5105.0
2016.05.03.,10-11,301.0,2159.0,5124.0
2016.05.03.,11-12,299.0,2151.0,5134.0
2016.05.03.,12-13,278.0,2141.0,5147.0
2016.05.03.,13-14,284.0,2071.0,5086.0
2016.05.03.,14-15,244.0,2054.0,5099.0
2016.05.03.,15-16,287.0,2120.0,5110.0
2016.05.03.,16-17,359.0,2158.0,5068.0
2016.05.03.,17-18,360.0,2092.0,4992.0
2016.05.03.,18-19,380.0,2073.0,4974.0
2016.05.03.,19-20,465.0,2209.0,5018.0
2016.05.03.,20-21,454.0,2331.0,5114.0
2016.05.03.,21-22,653.0,2280.0,4878.0
2016.05.03.,22-23,707.0,2057.0,4583.0
2016.05.03.,23-24,665.0,1864.0,4419.0
2016.05.04.,0-1,449.0,1375.0,4160.0
2016.05.04.,1-2,418.0,1173.0,3972.0
2016.05.04.,2-3,416.0,967.0,3772.0
2016.05.04.,3-4,452.0,997.0,3713.0
2016.05.04.,4-5,456.0,1093.0,3785.0
2016.05.04.,5-6,426.0,1268.0,4006.0
2016.05.04.,6-7,259.0,1683.0,4685.0
2016.05.04.,7-8,175.0,1902.0,5052.0
2016.05.04.,8-9,149.0,1902.0,5098.0
2016.05.04.,9-10,272.0,2059.0,5144.0
2016.05.04.,10-11,386.0,2177.0,5152.0
2016.05.04.,11-12,395.0,2175.0,5139.0
2016.05.04.,12-13,417.0,2213.0,5132.0
2016.05.04.,13-14,377.0,2093.0,5066.0
2016.05.04.,14-15,362.0,2103.0,5068.0
2016.05.04.,15-16,332.0,2082.0,5120.0
2016.05.04.,16-17,314.0,2005.0,5072.0
2016.05.04.,17-18,287.0,1912.0,4989.0
2016.05.04.,18-19,336.0,1902.0,4943.0
2016.05.04.,19-20,373.0,1969.0,4980.0
2016.05.04.,20-21,365.0,2091.0,5146.0
2016.05.04.,21-22,385.0,1883.0,4931.0
2016.05.04.,22-23,490.0,1726.0,4628.0
2016.05.04.,23-24,424.0,1499.0,4455.0
2016.05.05.,0-1,419.0,1248.0,4177.0
2016.05.05.,1-2,429.0,1061.0,3977.0
2016.05.05.,2-3,448.0,913.0,3758.0
2016.05.05.,3-4,436.0,898.0,3698.0
2016.05.05.,4-5,393.0,963.0,3782.0
2016.05.05.,5-6,333.0,1141.0,4008.0
2016.05.05.,6-7,205.0,1607.0,4674.0
2016.05.05.,7-8,225.0,1926.0,5017.0
2016.05.05.,8-9,285.0,1995.0,5014.0
2016.05.05.,9-10,300.0,2035.0,5044.0
2016.05.05.,10-11,372.0,2135.0,5027.0
2016.05.05.,11-12,506.0,2317.0,5085.0
2016.05.05.,12-13,577.0,2404.0,5096.0
2016.05.05.,13-14,617.0,2398.0,5055.0
2016.05.05.,14-15,638.0,2406.0,5050.0
2016.05.05.,15-16,557.0,2344.0,5065.0
2016.05.05.,16-17,536.0,2314.0,5004.0
2016.05.05.,17-18,578.0,2258.0,4898.0
2016.05.05.,18-19,494.0,2116.0,4834.0
2016.05.05.,19-20,438.0,2134.0,4878.0
2016.05.05.,20-21,461.0,2330.0,5055.0
2016.05.05.,21-22,483.0,2117.0,4890.0
2016.05.05.,22-23,639.0,2040.0,4597.0
2016.05.05.,23-24,647.0,1885.0,4417.0
2016.05.06.,0-1,680.0,1650.0,4118.0
2016.05.06.,1-2,630.0,1449.0,3941.0
2016.05.06.,2-3,593.0,1232.0,3727.0
2016.05.06.,3-4,537.0,1163.0,3640.0
2016.05.06.,4-5,491.0,1189.0,3735.0
2016.05.06.,5-6,546.0,1452.0,3947.0
2016.05.06.,6-7,495.0,1977.0,4567.0
2016.05.06.,7-8,419.0,2161.0,4913.0
2016.05.06.,8-9,474.0,2239.0,4926.0
2016.05.06.,9-10,393.0,2203.0,4975.0
2016.05.06.,10-11,445.0,2263.0,4978.0
2016.05.06.,11-12,480.0,2297.0,4997.0
2016.05.06.,12-13,510.0,2353.0,5031.0
2016.05.06.,13-14,537.0,2302.0,4958.0
2016.05.06.,14-15,514.0,2286.0,4949.0
2016.05.06.,15-16,537.0,2313.0,4972.0
2016.05.06.,16-17,503.0,2236.0,4937.0
2016.05.06.,17-18,423.0,2075.0,4810.0
2016.05.06.,18-19,486.0,2023.0,4693.0
2016.05.06.,19-20,551.0,2147.0,4694.0
2016.05.06.,20-21,550.0,2350.0,4924.0
2016.05.06.,21-22,652.0,2123.0,4792.0
2016.05.06.,22-23,765.0,1964.0,4518.0
2016.05.06.,23-24,785.0,1859.0,4350.0
2016.05.07.,0-1,1103.0,2084.0,4087.0
2016.05.07.,1-2,1051.0,1811.0,3853.0
2016.05.07.,2-3,1050.0,1630.0,3632.0
2016.05.07.,3-4,1043.0,1580.0,3533.0
2016.05.07.,4-5,1028.0,1586.0,3543.0
2016.05.07.,5-6,1077.0,1651.0,3534.0
2016.05.07.,6-7,990.0,1820.0,3835.0
2016.05.07.,7-8,824.0,1959.0,4172.0
2016.05.07.,8-9,842.0,2118.0,4381.0
2016.05.07.,9-10,807.0,2223.0,4530.0
2016.05.07.,10-11,725.0,2199.0,4583.0
2016.05.07.,11-12,787.0,2278.0,4606.0
2016.05.07.,12-13,999.0,2453.0,4582.0
