date,hour_utc,price
2015-02-02,20,46.37
2015-02-02,21,44.04
2015-02-02,22,40.52
2015-02-02,23,30.61
2015-02-03,0,30.4
2015-02-03,1,28.9
2015-02-03,2,27.8
2015-02-03,3,27.5
2015-02-03,4,28.67
2015-02-03,5,33.54
2015-02-03,6,41.21
2015-02-03,7,55.09
2015-02-03,8,55.44
2015-02-03,9,55.09
2015-02-03,10,55.14
2015-02-03,11,53.01
2015-02-03,12,50.44
2015-02-03,13,49.84
2015-02-03,14,48.66
2015-02-03,15,50.75
2015-02-03,16,52.81
2015-02-03,17,63.5
2015-02-03,18,66.65
2015-02-03,19,59.48
2015-02-03,20,50.03
2015-02-03,21,43.72
2015-02-03,22,41.2
2015-02-03,23,34.75
2015-02-04,0,32.87
2015-02-04,1,31.0
2015-02-04,2,30.1
2015-02-04,3,30.61
2015-02-04,4,31.21
2015-02-04,5,38.77
2015-02-04,6,45.12
2015-02-04,7,62.07
2015-02-04,8,62.0
2015-02-04,9,60.8
2015-02-04,10,58.33
2015-02-04,11,57.4
2015-02-04,12,53.08
2015-02-04,13,52.35
2015-02-04,14,51.3
2015-02-04,15,52.67
2015-02-04,16,54.9
2015-02-04,17,63.23
2015-02-04,18,69.34
2015-02-04,19,59.54
2015-02-04,20,50.4
2015-02-04,21,44.22
2015-02-04,22,44.65
2015-02-04,23,32.52
2015-02-05,0,35.03
2015-02-05,1,32.4
2015-02-05,2,31.4
2015-02-05,3,31.1
2015-02-05,4,32.5
2015-02-05,5,36.35
2015-02-05,6,45.39
2015-02-05,7,56.56
2015-02-05,8,63.54
2015-02-05,9,62.42
2015-02-05,10,60.16
2015-02-05,11,57.56
2015-02-05,12,52.53
2015-02-05,13,52.14
2015-02-05,14,48.75
2015-02-05,15,47.49
2015-02-05,16,47.48
2015-02-05,17,54.3
2015-02-05,18,54.81
2015-02-05,19,47.02
2015-02-05,20,42.21
2015-02-05,21,34.8
2015-02-05,22,32.22
2015-02-05,23,28.13
2015-02-06,0,29.66
2015-02-06,1,28.3
2015-02-06,2,26.61
2015-02-06,3,26.3
2015-02-06,4,26.8
2015-02-06,5,29.6
2015-02-06,6,37.52
2015-02-06,7,48.53
2015-02-06,8,50.4
2015-02-06,9,48.7
2015-02-06,10,45.8
2015-02-06,11,44.7
2015-02-06,12,43.07
2015-02-06,13,40.36
2015-02-06,14,38.79
2015-02-06,15,40.3
2015-02-06,16,44.2
2015-02-06,17,50.71
2015-02-06,18,52.74
2015-02-06,19,48.76
2015-02-06,20,44.2
2015-02-06,21,37.7
2015-02-06,22,36.15
2015-02-06,23,31.3
2015-02-07,0,31.39
2015-02-07,1,30.02
2015-02-07,2,28.49
2015-02-07,3,27.3
2015-02-07,4,27.5
2015-02-07,5,27.0
2015-02-07,6,27.5
2015-02-07,7,31.49
2015-02-07,8,33.25
2015-02-07,9,56.01
2015-02-07,10,56.05
2015-02-07,11,56.4
2015-02-07,12,55.03
2015-02-07,13,42.64
2015-02-07,14,44.0
2015-02-07,15,46.27
2015-02-07,16,49.67
2015-02-07,17,61.47
2015-02-07,18,62.38
2015-02-07,19,60.56
2015-02-07,20,55.04
2015-02-07,21,41.73
2015-02-07,22,31.53
2015-02-07,23,11.53
2015-02-08,0,6.57
2015-02-08,1,1.0
2015-02-08,2,0.23
2015-02-08,3,0.23
2015-02-08,4,0.45
2015-02-08,5,1.0
2015-02-08,6,1.0
2015-02-08,7,7.15
2015-02-08,8,9.93
2015-02-08,9,13.69
2015-02-08,10,17.16
2015-02-08,11,20.0
2015-02-08,12,18.94
2015-02-08,13,15.0
2015-02-08,14,16.0
2015-02-08,15,21.97
2015-02-08,16,33.33
2015-02-08,17,49.61
2015-02-08,18,54.14
2015-02-08,19,51.2
2015-02-08,20,45.05
2015-02-08,21,34.07
2015-02-08,22,29.0
2015-02-08,23,20.6
2015-02-09,0,10.0
2015-02-09,1,8.13
2015-02-09,2,6.0
2015-02-09,3,4.81
2015-02-09,4,6.23
2015-02-09,5,10.0
2015-02-09,6,22.21
2015-02-09,7,38.06
2015-02-09,8,44.0
2015-02-09,9,43.95
2015-02-09,10,40.61
2015-02-09,11,40.55
2015-02-09,12,40.55
2015-02-09,13,39.94
2015-02-09,14,40.55
2015-02-09,15,43.95
2015-02-09,16,45.76
2015-02-09,17,55.03
2015-02-09,18,54.14
2015-02-09,19,49.5
2015-02-09,20,46.67
2015-02-09,21,40.55
2015-02-09,22,37.54
2015-02-09,23,23.8
2015-02-10,0,26.26
2015-02-10,1,26.0
2015-02-10,2,24.84
2015-02-10,3,25.83
2015-02-10,4,26.0
2015-02-10,5,28.64
2015-02-10,6,43.95
2015-02-10,7,55.03
2015-02-10,8,56.63
2015-02-10,9,56.18
2015-02-10,10,51.88
2015-02-10,11,49.71
2015-02-10,12,48.61
2015-02-10,13,48.9
2015-02-10,14,46.3
2015-02-10,15,46.3
2015-02-10,16,48.4
2015-02-10,17,56.07
2015-02-10,18,63.82
2015-02-10,19,57.0
2015-02-10,20,50.07
2015-02-10,21,41.15
2015-02-10,22,38.0
2015-02-10,23,31.8
2015-02-11,0,31.6
2015-02-11,1,30.4
2015-02-11,2,28.88
2015-02-11,3,29.0
2015-02-11,4,30.04
2015-02-11,5,33.05
2015-02-11,6,45.89
2015-02-11,7,60.25
2015-02-11,8,58.14
2015-02-11,9,54.9
2015-02-11,10,53.14
2015-02-11,11,53.0
2015-02-11,12,49.7
2015-02-11,13,48.1
2015-02-11,14,46.8
2015-02-11,15,48.6
2015-02-11,16,49.97
2015-02-11,17,61.45
2015-02-11,18,76.15
2015-02-11,19,61.46
2015-02-11,20,53.75
2015-02-11,21,45.9
2015-02-11,22,44.58
2015-02-11,23,36.44
2015-02-12,0,30.6
2015-02-12,1,31.0
2015-02-12,2,30.8
2015-02-12,3,30.4
2015-02-12,4,31.6
2015-02-12,5,32.9
2015-02-12,6,45.09
2015-02-12,7,59.15
2015-02-12,8,57.0
2015-02-12,9,51.61
2015-02-12,10,48.4
2015-02-12,11,46.61
2015-02-12,12,44.62
2015-02-12,13,44.14
2015-02-12,14,43.45
2015-02-12,15,45.46
2015-02-12,16,48.0
2015-02-12,17,61.95
2015-02-12,18,81.98
2015-02-12,19,66.13
2015-02-12,20,55.05
2015-02-12,21,46.68
2015-02-12,22,46.65
2015-02-12,23,34.15
2015-02-13,0,32.91
2015-02-13,1,31.75
2015-02-13,2,31.07
2015-02-13,3,31.1
2015-02-13,4,31.9
2015-02-13,5,37.45
2015-02-13,6,45.2
2015-02-13,7,56.19
2015-02-13,8,58.51
2015-02-13,9,52.12
2015-02-13,10,46.94
2015-02-13,11,45.04
2015-02-13,12,41.02
2015-02-13,13,38.86
2015-02-13,14,38.07
2015-02-13,15,38.26
2015-02-13,16,43.39
2015-02-13,17,50.02
2015-02-13,18,55.61
2015-02-13,19,52.65
2015-02-13,20,49.3
2015-02-13,21,40.52
2015-02-13,22,43.67
2015-02-13,23,34.24
2015-02-14,0,40.39
2015-02-14,1,37.91
2015-02-14,2,28.08
2015-02-14,3,26.83
2015-02-14,4,27.91
2015-02-14,5,28.83
2015-02-14,6,33.58
2015-02-14,7,49.42
2015-02-14,8,54.02
2015-02-14,9,54.05
2015-02-14,10,52.8
2015-02-14,11,53.01
2015-02-14,12,49.42
2015-02-14,13,46.48
2015-02-14,14,45.58
2015-02-14,15,46.48
2015-02-14,16,54.94
2015-02-14,17,56.96
2015-02-14,18,59.59
2015-02-14,19,56.07
2015-02-14,20,55.74
2015-02-14,21,46.03
2015-02-14,22,40.62
2015-02-14,23,31.99
2015-02-15,0,36.42
2015-02-15,1,31.3
2015-02-15,2,24.74
2015-02-15,3,24.27
2015-02-15,4,23.55
2015-02-15,5,23.13
2015-02-15,6,22.12
2015-02-15,7,40.72
2015-02-15,8,44.59
2015-02-15,9,45.49
2015-02-15,10,47.58
2015-02-15,11,48.08
2015-02-15,12,45.09
2015-02-15,13,44.59
2015-02-15,14,43.01
2015-02-15,15,44.59
2015-02-15,16,45.94
2015-02-15,17,56.05
2015-02-15,18,59.67
2015-02-15,19,58.75
2015-02-15,20,55.57
2015-02-15,21,46.39
2015-02-15,22,44.59
2015-02-15,23,40.53
2015-02-16,0,28.17
2015-02-16,1,26.9
2015-02-16,2,25.7
2015-02-16,3,25.0
2015-02-16,4,27.1
2015-02-16,5,31.53
2015-02-16,6,42.33
2015-02-16,7,54.96
2015-02-16,8,50.03
2015-02-16,9,48.69
2015-02-16,10,45.94
2015-02-16,11,44.59
2015-02-16,12,43.69
2015-02-16,13,42.33
2015-02-16,14,41.43
2015-02-16,15,43.69
2015-02-16,16,44.97
2015-02-16,17,56.72
2015-02-16,18,60.66
2015-02-16,19,69.0
2015-02-16,20,90.01
2015-02-16,21,60.02
2015-02-16,22,37.39
2015-02-16,23,31.06
2015-02-17,0,30.53
2015-02-17,1,29.26
2015-02-17,2,26.8
2015-02-17,3,26.62
2015-02-17,4,27.6
2015-02-17,5,31.8
2015-02-17,6,44.55
2015-02-17,7,56.68
2015-02-17,8,59.49
2015-02-17,9,53.98
2015-02-17,10,48.05
2015-02-17,11,47.2
2015-02-17,12,45.29
2015-02-17,13,44.48
2015-02-17,14,44.5
2015-02-17,15,46.0
2015-02-17,16,47.68
2015-02-17,17,55.05
2015-02-17,18,63.79
2015-02-17,19,60.07
2015-02-17,20,51.09
2015-02-17,21,45.27
2015-02-17,22,40.95
2015-02-17,23,32.47
2015-02-18,0,33.0
2015-02-18,1,32.52
2015-02-18,2,31.1
2015-02-18,3,31.1
2015-02-18,4,30.9
2015-02-18,5,33.12
2015-02-18,6,45.5
2015-02-18,7,55.83
2015-02-18,8,57.0
2015-02-18,9,54.26
2015-02-18,10,49.38
2015-02-18,11,46.58
2015-02-18,12,44.59
2015-02-18,13,43.69
2015-02-18,14,43.58
2015-02-18,15,45.01
2015-02-18,16,46.61
2015-02-18,17,57.01
2015-02-18,18,61.03
2015-02-18,19,60.2
2015-02-18,20,55.62
2015-02-18,21,45.49
2015-02-18,22,42.95
2015-02-18,23,40.08
2015-02-19,0,30.94
2015-02-19,1,28.29
2015-02-19,2,26.94
2015-02-19,3,26.54
2015-02-19,4,27.04
2015-02-19,5,35.01
2015-02-19,6,43.62
2015-02-19,7,50.67
2015-02-19,8,50.5
2015-02-19,9,48.63
2015-02-19,10,45.41
2015-02-19,11,44.51
2015-02-19,12,44.51
2015-02-19,13,43.62
2015-02-19,14,43.11
2015-02-19,15,42.98
2015-02-19,16,45.04
2015-02-19,17,56.06
2015-02-19,18,73.02
2015-02-19,19,66.5
2015-02-19,20,57.09
2015-02-19,21,45.02
2015-02-19,22,41.37
2015-02-19,23,40.02
2015-02-20,0,31.23
2015-02-20,1,28.0
2015-02-20,2,25.58
2015-02-20,3,25.26
2015-02-20,4,31.01
2015-02-20,5,40.22
2015-02-20,6,45.09
2015-02-20,7,53.51
2015-02-20,8,54.48
2015-02-20,9,54.0
2015-02-20,10,52.46
2015-02-20,11,49.51
2015-02-20,12,49.21
2015-02-20,13,46.29
2015-02-20,14,45.84
2015-02-20,15,45.84
2015-02-20,16,50.16
2015-02-20,17,60.89
2015-02-20,18,62.92
2015-02-20,19,60.89
2015-02-20,20,55.5
2015-02-20,21,42.23
2015-02-20,22,42.06
2015-02-20,23,42.24
2015-02-21,0,42.01
2015-02-21,1,40.51
2015-02-21,2,35.58
2015-02-21,3,25.62
2015-02-21,4,28.07
2015-02-21,5,31.28
2015-02-21,6,31.28
2015-02-21,7,40.28
2015-02-21,8,41.41
2015-02-21,9,43.66
2015-02-21,10,41.03
2015-02-21,11,40.28
2015-02-21,12,37.81
2015-02-21,13,32.15
2015-02-21,14,26.78
2015-02-21,15,28.55
2015-02-21,16,35.03
2015-02-21,17,47.04
2015-02-21,18,55.92
2015-02-21,19,46.97
2015-02-21,20,43.66
2015-02-21,21,32.41
2015-02-21,22,31.68
2015-02-21,23,28.0
2015-02-22,0,28.54
2015-02-22,1,27.24
2015-02-22,2,26.36
2015-02-22,3,26.29
2015-02-22,4,26.1
2015-02-22,5,26.01
2015-02-22,6,24.98
2015-02-22,7,26.79
2015-02-22,8,29.4
2015-02-22,9,31.6
2015-02-22,10,32.89
2015-02-22,11,38.06
2015-02-22,12,34.02
2015-02-22,13,27.95
2015-02-22,14,26.9
2015-02-22,15,28.28
2015-02-22,16,29.9
2015-02-22,17,38.2
2015-02-22,18,46.07
2015-02-22,19,45.03
2015-02-22,20,40.0
2015-02-22,21,31.24
2015-02-22,22,26.91
2015-02-22,23,20.4
2015-02-23,0,14.8
2015-02-23,1,13.49
2015-02-23,2,10.0
2015-02-23,3,9.01
2015-02-23,4,8.0
2015-02-23,5,12.2
2015-02-23,6,33.26
2015-02-23,7,44.5
2015-02-23,8,45.02
2015-02-23,9,44.5
2015-02-23,10,42.25
2015-02-23,11,41.07
2015-02-23,12,41.09
2015-02-23,13,43.88
2015-02-23,14,43.63
2015-02-23,15,43.51
2015-02-23,16,44.03
2015-02-23,17,48.82
2015-02-23,18,55.93
2015-02-23,19,52.14
2015-02-23,20,57.02
2015-02-23,21,41.18
2015-02-23,22,34.99
2015-02-23,23,31.24
2015-02-24,0,25.44
2015-02-24,1,24.01
2015-02-24,2,22.3
2015-02-24,3,22.03
2015-02-24,4,22.99
2015-02-24,5,31.01
2015-02-24,6,37.75
2015-02-24,7,50.84
2015-02-24,8,49.04
2015-02-24,9,46.97
2015-02-24,10,46.29
2015-02-24,11,45.07
2015-02-24,12,45.4
2015-02-24,13,45.05
2015-02-24,14,43.6
2015-02-24,15,41.35
2015-02-24,16,42.25
2015-02-24,17,46.29
2015-02-24,18,53.71
2015-02-24,19,49.21
2015-02-24,20,44.72
2015-02-24,21,37.01
2015-02-24,22,34.35
2015-02-24,23,31.01
2015-02-25,0,29.21
2015-02-25,1,28.5
2015-02-25,2,27.41
2015-02-25,3,27.25
2015-02-25,4,28.9
2015-02-25,5,31.22
2015-02-25,6,42.23
2015-02-25,7,53.68
2015-02-25,8,52.71
2015-02-25,9,49.42
2015-02-25,10,46.94
2015-02-25,11,45.14
2015-02-25,12,45.06
2015-02-25,13,45.01
2015-02-25,14,45.01
2015-02-25,15,46.17
2015-02-25,16,47.19
2015-02-25,17,53.91
2015-02-25,18,61.7
2015-02-25,19,59.41
2015-02-25,20,52.81
2015-02-25,21,44.45
2015-02-25,22,39.57
2015-02-25,23,32.59
2015-02-26,0,32.42
2015-02-26,1,31.25
2015-02-26,2,29.7
2015-02-26,3,29.41
2015-02-26,4,31.1
2015-02-26,5,35.52
2015-02-26,6,47.63
2015-02-26,7,56.61
2015-02-26,8,57.18
2015-02-26,9,55.59
2015-02-26,10,53.51
2015-02-26,11,49.46
2015-02-26,12,49.24
2015-02-26,13,47.13
2015-02-26,14,45.87
2015-02-26,15,47.51
2015-02-26,16,51.19
2015-02-26,17,57.92
2015-02-26,18,59.09
2015-02-26,19,55.1
2015-02-26,20,53.96
2015-02-26,21,40.47
2015-02-26,22,39.79
2015-02-26,23,31.25
2015-02-27,0,29.77
2015-02-27,1,27.0
2015-02-27,2,26.15
2015-02-27,3,26.61
2015-02-27,4,27.35
2015-02-27,5,38.14
2015-02-27,6,46.14
2015-02-27,7,56.52
2015-02-27,8,56.09
2015-02-27,9,54.35
2015-02-27,10,50.29
2015-02-27,11,49.76
2015-02-27,12,46.99
2015-02-27,13,46.01
2015-02-27,14,41.5
2015-02-27,15,42.96
2015-02-27,16,45.01
2015-02-27,17,50.27
2015-02-27,18,58.31
2015-02-27,19,54.81
2015-02-27,20,45.68
2015-02-27,21,37.76
2015-02-27,22,35.62
2015-02-27,23,32.09
2015-02-28,0,31.19
2015-02-28,1,29.3
2015-02-28,2,27.85
2015-02-28,3,28.0
2015-02-28,4,28.12
2015-02-28,5,29.22
2015-02-28,6,29.61
2015-02-28,7,32.0
2015-02-28,8,40.45
2015-02-28,9,41.7
2015-02-28,10,40.45
2015-02-28,11,40.45
2015-02-28,12,39.32
2015-02-28,13,37.25
2015-02-28,14,33.44
2015-02-28,15,39.32
2015-02-28,16,43.84
2015-02-28,17,54.07
2015-02-28,18,61.24
2015-02-28,19,60.04
2015-02-28,20,51.75
2015-02-28,21,43.84
2015-02-28,22,40.45
2015-02-28,23,30.23
2015-03-01,0,33.35
2015-03-01,1,31.32
2015-03-01,2,27.04
2015-03-01,3,26.81
2015-03-01,4,26.81
2015-03-01,5,26.81
2015-03-01,6,30.19
2015-03-01,7,40.11
2015-03-01,8,43.71
2015-03-01,9,45.29
2015-03-01,10,51.75
2015-03-01,11,53.09
2015-03-01,12,45.06
2015-03-01,13,41.06
2015-03-01,14,40.03
2015-03-01,15,40.11
2015-03-01,16,42.51
2015-03-01,17,51.48
2015-03-01,18,64.54
2015-03-01,19,64.02
2015-03-01,20,56.05
2015-03-01,21,45.05
2015-03-01,22,28.9
2015-03-01,23,19.82
2015-03-02,0,13.05
2015-03-02,1,12.25
2015-03-02,2,11.0
2015-03-02,3,10.41
2015-03-02,4,11.03
2015-03-02,5,18.84
2015-03-02,6,45.38
2015-03-02,7,53.85
2015-03-02,8,59.36
2015-03-02,9,58.58
2015-03-02,10,57.0
2015-03-02,11,55.2
2015-03-02,12,53.85
2015-03-02,13,51.25
2015-03-02,14,49.57
2015-03-02,15,51.6
2015-03-02,16,53.85
2015-03-02,17,60.03
2015-03-02,18,61.06
2015-03-02,19,59.93
2015-03-02,20,49.35
2015-03-02,21,40.56
2015-03-02,22,40.33
2015-03-02,23,24.66
2015-03-03,0,21.03
2015-03-03,1,15.23
2015-03-03,2,12.22
2015-03-03,3,12.61
2015-03-03,4,18.51
2015-03-03,5,39.96
2015-03-03,6,49.35
2015-03-03,7,54.75
2015-03-03,8,55.88
2015-03-03,9,49.57
2015-03-03,10,49.41
2015-03-03,11,47.07
2015-03-03,12,47.01
2015-03-03,13,41.05
2015-03-03,14,40.76
2015-03-03,15,46.09
2015-03-03,16,51.6
2015-03-03,17,56.56
2015-03-03,18,66.03
2015-03-03,19,64.77
2015-03-03,20,58.81
2015-03-03,21,47.3
2015-03-03,22,32.29
2015-03-03,23,25.0
2015-03-04,0,21.72
2015-03-04,1,19.01
2015-03-04,2,17.34
2015-03-04,3,17.3
2015-03-04,4,19.33
2015-03-04,5,26.79
2015-03-04,6,44.57
2015-03-04,7,52.9
2015-03-04,8,54.93
2015-03-04,9,54.02
2015-03-04,10,50.04
2015-03-04,11,51.55
2015-03-04,12,51.77
2015-03-04,13,47.27
2015-03-04,14,47.05
2015-03-04,15,50.38
2015-03-04,16,55.83
2015-03-04,17,55.83
2015-03-04,18,61.0
2015-03-04,19,58.53
2015-03-04,20,47.27
2015-03-04,21,42.56
2015-03-04,22,42.54
2015-03-04,23,40.29
2015-03-05,0,26.31
2015-03-05,1,24.11
2015-03-05,2,22.52
2015-03-05,3,22.96
2015-03-05,4,24.93
2015-03-05,5,35.04
2015-03-05,6,45.06
2015-03-05,7,48.54
2015-03-05,8,51.4
2015-03-05,9,49.16
2015-03-05,10,46.24
2015-03-05,11,44.44
2015-03-05,12,41.08
2015-03-05,13,35.91
2015-03-05,14,35.39
2015-03-05,15,37.56
2015-03-05,16,39.94
2015-03-05,17,47.76
2015-03-05,18,61.38
2015-03-05,19,60.04
2015-03-05,20,50.14
2015-03-05,21,42.55
2015-03-05,22,37.35
2015-03-05,23,31.34
2015-03-06,0,29.52
2015-03-06,1,27.58
2015-03-06,2,26.94
2015-03-06,3,26.32
2015-03-06,4,27.4
2015-03-06,5,30.14
2015-03-06,6,39.12
2015-03-06,7,48.43
2015-03-06,8,49.46
2015-03-06,9,45.83
2015-03-06,10,44.3
2015-03-06,11,42.79
2015-03-06,12,41.06
2015-03-06,13,39.03
2015-03-06,14,33.21
2015-03-06,15,35.63
2015-03-06,16,36.91
2015-03-06,17,45.11
2015-03-06,18,57.85
2015-03-06,19,59.62
2015-03-06,20,45.29
2015-03-06,21,36.8
2015-03-06,22,33.8
2015-03-06,23,28.2
2015-03-07,0,27.0
2015-03-07,1,26.4
2015-03-07,2,24.91
2015-03-07,3,24.26
2015-03-07,4,23.94
2015-03-07,5,24.28
2015-03-07,6,24.02
2015-03-07,7,26.26
2015-03-07,8,30.84
2015-03-07,9,31.16
2015-03-07,10,29.92
2015-03-07,11,27.98
2015-03-07,12,29.27
2015-03-07,13,21.14
2015-03-07,14,20.11
2015-03-07,15,21.4
2015-03-07,16,26.01
2015-03-07,17,34.54
2015-03-07,18,50.03
2015-03-07,19,48.08
2015-03-07,20,40.58
2015-03-07,21,30.99
2015-03-07,22,27.14
2015-03-07,23,20.49
2015-03-08,0,15.98
2015-03-08,1,11.8
2015-03-08,2,12.0
2015-03-08,3,11.94
2015-03-08,4,12.0
2015-03-08,5,12.0
2015-03-08,6,12.0
2015-03-08,7,13.01
2015-03-08,8,13.26
2015-03-08,9,14.01
2015-03-08,10,13.67
2015-03-08,11,15.05
2015-03-08,12,12.48
2015-03-08,13,10.9
2015-03-08,14,11.4
2015-03-08,15,13.83
2015-03-08,16,18.4
2015-03-08,17,28.72
2015-03-08,18,42.12
2015-03-08,19,44.19
2015-03-08,20,38.19
2015-03-08,21,33.76
2015-03-08,22,34.58
2015-03-08,23,26.93
2015-03-09,0,25.0
2015-03-09,1,24.52
2015-03-09,2,23.27
2015-03-09,3,23.0
2015-03-09,4,23.42
2015-03-09,5,29.2
2015-03-09,6,40.46
2015-03-09,7,47.02
2015-03-09,8,51.85
2015-03-09,9,47.0
2015-03-09,10,41.56
2015-03-09,11,38.57
2015-03-09,12,36.29
2015-03-09,13,36.82
2015-03-09,14,37.84
2015-03-09,15,40.89
2015-03-09,16,43.69
2015-03-09,17,48.0
2015-03-09,18,60.0
2015-03-09,19,61.54
2015-03-09,20,49.32
2015-03-09,21,40.05
2015-03-09,22,40.31
2015-03-09,23,33.59
2015-03-10,0,28.5
2015-03-10,1,28.02
2015-03-10,2,26.88
2015-03-10,3,26.8
2015-03-10,4,27.54
2015-03-10,5,34.46
2015-03-10,6,38.93
2015-03-10,7,45.57
2015-03-10,8,47.95
2015-03-10,9,44.59
2015-03-10,10,42.34
2015-03-10,11,44.43
2015-03-10,12,44.59
2015-03-10,13,44.45
2015-03-10,14,44.59
2015-03-10,15,45.37
2015-03-10,16,46.3
2015-03-10,17,51.57
2015-03-10,18,60.44
2015-03-10,19,61.93
2015-03-10,20,52.62
2015-03-10,21,40.54
2015-03-10,22,44.59
2015-03-10,23,38.7
2015-03-11,0,38.74
2015-03-11,1,32.09
2015-03-11,2,26.96
2015-03-11,3,28.13
2015-03-11,4,33.3
2015-03-11,5,40.28
2015-03-11,6,42.95
2015-03-11,7,47.14
2015-03-11,8,47.0
2015-03-11,9,46.52
2015-03-11,10,46.55
2015-03-11,11,44.56
2015-03-11,12,44.32
2015-03-11,13,43.48
2015-03-11,14,40.5
2015-03-11,15,40.28
2015-03-11,16,42.1
2015-03-11,17,46.0
2015-03-11,18,58.27
2015-03-11,19,61.88
2015-03-11,20,50.86
2015-03-11,21,40.5
2015-03-11,22,40.5
2015-03-11,23,37.64
2015-03-12,0,30.9
2015-03-12,1,30.01
2015-03-12,2,29.01
2015-03-12,3,28.95
2015-03-12,4,30.24
2015-03-12,5,35.22
2015-03-12,6,44.7
2015-03-12,7,51.76
2015-03-12,8,50.43
2015-03-12,9,45.93
2015-03-12,10,44.7
2015-03-12,11,43.66
2015-03-12,12,44.26
2015-03-12,13,44.01
2015-03-12,14,43.46
2015-03-12,15,42.31
2015-03-12,16,44.16
2015-03-12,17,46.36
2015-03-12,18,55.81
2015-03-12,19,58.51
2015-03-12,20,46.31
2015-03-12,21,38.63
2015-03-12,22,40.28
2015-03-12,23,30.83
2015-03-13,0,28.38
2015-03-13,1,27.01
2015-03-13,2,26.39
2015-03-13,3,26.14
2015-03-13,4,26.96
2015-03-13,5,30.46
2015-03-13,6,42.3
2015-03-13,7,48.7
2015-03-13,8,49.2
2015-03-13,9,45.64
2015-03-13,10,42.81
2015-03-13,11,40.0
2015-03-13,12,37.8
2015-03-13,13,37.8
2015-03-13,14,35.0
2015-03-13,15,36.69
2015-03-13,16,36.48
2015-03-13,17,42.45
2015-03-13,18,51.15
2015-03-13,19,55.81
2015-03-13,20,42.44
2015-03-13,21,34.4
2015-03-13,22,34.1
2015-03-13,23,30.25
2015-03-14,0,30.96
2015-03-14,1,29.45
2015-03-14,2,27.27
2015-03-14,3,26.9
2015-03-14,4,26.83
2015-03-14,5,26.88
2015-03-14,6,30.88
2015-03-14,7,40.13
2015-03-14,8,40.35
2015-03-14,9,42.11
2015-03-14,10,40.54
2015-03-14,11,39.5
2015-03-14,12,35.14
2015-03-14,13,32.62
2015-03-14,14,30.88
2015-03-14,15,30.88
2015-03-14,16,30.88
2015-03-14,17,38.45
2015-03-14,18,45.31
2015-03-14,19,44.63
2015-03-14,20,39.97
2015-03-14,21,30.88
2015-03-14,22,29.5
2015-03-14,23,24.21
2015-03-15,0,23.28
2015-03-15,1,21.02
2015-03-15,2,20.58
2015-03-15,3,20.0
2015-03-15,4,19.97
2015-03-15,5,19.75
2015-03-15,6,16.01
2015-03-15,7,18.1
2015-03-15,8,19.51
2015-03-15,9,22.56
2015-03-15,10,22.03
2015-03-15,11,22.4
2015-03-15,12,17.6
2015-03-15,13,13.16
2015-03-15,14,11.29
2015-03-15,15,11.6
2015-03-15,16,15.25
2015-03-15,17,26.76
2015-03-15,18,44.52
2015-03-15,19,44.9
2015-03-15,20,40.25
2015-03-15,21,30.81
2015-03-15,22,23.09
2015-03-15,23,17.15
2015-03-16,0,16.95
2015-03-16,1,17.0
2015-03-16,2,15.8
2015-03-16,3,15.64
2015-03-16,4,17.0
2015-03-16,5,24.0
2015-03-16,6,34.76
2015-03-16,7,44.52
2015-03-16,8,44.66
2015-03-16,9,44.52
2015-03-16,10,40.03
2015-03-16,11,33.5
2015-03-16,12,35.98
2015-03-16,13,33.5
2015-03-16,14,33.5
2015-03-16,15,37.78
2015-03-16,16,40.25
2015-03-16,17,46.32
2015-03-16,18,57.98
2015-03-16,19,57.07
2015-03-16,20,55.99
2015-03-16,21,34.95
2015-03-16,22,32.67
2015-03-16,23,26.0
2015-03-17,0,25.59
2015-03-17,1,24.77
2015-03-17,2,23.53
2015-03-17,3,24.23
2015-03-17,4,25.44
2015-03-17,5,28.2
2015-03-17,6,39.52
2015-03-17,7,47.89
2015-03-17,8,45.84
2015-03-17,9,38.35
2015-03-17,10,33.6
2015-03-17,11,31.81
2015-03-17,12,30.81
2015-03-17,13,29.01
2015-03-17,14,28.64
2015-03-17,15,31.21
2015-03-17,16,35.81
2015-03-17,17,45.42
2015-03-17,18,60.94
2015-03-17,19,64.95
2015-03-17,20,56.44
2015-03-17,21,40.47
2015-03-17,22,38.14
2015-03-17,23,27.99
2015-03-18,0,26.91
2015-03-18,1,25.86
2015-03-18,2,24.9
2015-03-18,3,24.79
2015-03-18,4,26.0
2015-03-18,5,29.8
2015-03-18,6,38.81
2015-03-18,7,46.35
2015-03-18,8,45.01
2015-03-18,9,35.28
2015-03-18,10,32.4
2015-03-18,11,30.56
2015-03-18,12,30.39
2015-03-18,13,29.88
2015-03-18,14,29.86
2015-03-18,15,32.84
2015-03-18,16,36.2
2015-03-18,17,44.43
2015-03-18,18,54.99
2015-03-18,19,59.55
2015-03-18,20,47.96
2015-03-18,21,39.0
2015-03-18,22,36.0
2015-03-18,23,29.8
2015-03-19,0,28.52
2015-03-19,1,28.3
2015-03-19,2,28.07
2015-03-19,3,28.0
2015-03-19,4,29.1
2015-03-19,5,31.53
2015-03-19,6,42.51
2015-03-19,7,52.95
2015-03-19,8,53.61
2015-03-19,9,49.34
2015-03-19,10,46.41
2015-03-19,11,44.61
2015-03-19,12,44.61
2015-03-19,13,42.13
2015-03-19,14,40.33
2015-03-19,15,40.33
