date,hour_utc,price
2013-12-07,2,12.13
2013-12-07,3,12.31
2013-12-07,4,13.02
2013-12-07,5,14.76
2013-12-07,6,17.4
2013-12-07,7,24.62
2013-12-07,8,32.19
2013-12-07,9,36.0
2013-12-07,10,38.6
2013-12-07,11,39.69
2013-12-07,12,38.64
2013-12-07,13,38.48
2013-12-07,14,38.6
2013-12-07,15,42.77
2013-12-07,16,47.91
2013-12-07,17,67.0
2013-12-07,18,65.1
2013-12-07,19,51.68
2013-12-07,20,43.75
2013-12-07,21,38.9
2013-12-07,22,38.4
2013-12-07,23,33.14
2013-12-08,0,30.06
2013-12-08,1,26.33
2013-12-08,2,24.45
2013-12-08,3,23.55
2013-12-08,4,23.85
2013-12-08,5,22.0
2013-12-08,6,21.11
2013-12-08,7,21.86
2013-12-08,8,25.7
2013-12-08,9,34.0
2013-12-08,10,36.0
2013-12-08,11,36.86
2013-12-08,12,34.0
2013-12-08,13,30.9
2013-12-08,14,27.75
2013-12-08,15,27.09
2013-12-08,16,45.05
2013-12-08,17,50.09
2013-12-08,18,45.07
2013-12-08,19,45.08
2013-12-08,20,31.1
2013-12-08,21,26.1
2013-12-08,22,23.9
2013-12-08,23,17.71
2013-12-09,0,9.06
2013-12-09,1,6.28
2013-12-09,2,5.0
2013-12-09,3,4.83
2013-12-09,4,7.03
2013-12-09,5,22.27
2013-12-09,6,39.92
2013-12-09,7,54.74
2013-12-09,8,54.51
2013-12-09,9,50.38
2013-12-09,10,51.0
2013-12-09,11,50.5
2013-12-09,12,49.25
2013-12-09,13,51.5
2013-12-09,14,56.35
2013-12-09,15,63.45
2013-12-09,16,78.03
2013-12-09,17,115.52
2013-12-09,18,103.2
2013-12-09,19,76.5
2013-12-09,20,65.3
2013-12-09,21,51.63
2013-12-09,22,48.79
2013-12-09,23,41.06
2013-12-10,0,36.33
2013-12-10,1,33.83
2013-12-10,2,32.05
2013-12-10,3,32.37
2013-12-10,4,33.0
2013-12-10,5,36.09
2013-12-10,6,53.82
2013-12-10,7,73.12
2013-12-10,8,78.03
2013-12-10,9,72.8
2013-12-10,10,63.7
2013-12-10,11,62.08
2013-12-10,12,59.93
2013-12-10,13,62.0
2013-12-10,14,64.45
2013-12-10,15,71.71
2013-12-10,16,81.17
2013-12-10,17,112.0
2013-12-10,18,107.0
2013-12-10,19,80.2
2013-12-10,20,67.5
2013-12-10,21,54.6
2013-12-10,22,69.05
2013-12-10,23,35.1
2013-12-11,0,36.07
2013-12-11,1,34.15
2013-12-11,2,33.31
2013-12-11,3,33.0
2013-12-11,4,33.91
2013-12-11,5,41.55
2013-12-11,6,62.96
2013-12-11,7,81.12
2013-12-11,8,81.61
2013-12-11,9,78.0
2013-12-11,10,72.83
2013-12-11,11,71.76
2013-12-11,12,66.51
2013-12-11,13,66.75
2013-12-11,14,65.75
2013-12-11,15,68.5
2013-12-11,16,78.9
2013-12-11,17,106.2
2013-12-11,18,98.4
2013-12-11,19,79.1
2013-12-11,20,69.5
2013-12-11,21,58.59
2013-12-11,22,74.02
2013-12-11,23,45.05
2013-12-12,0,45.09
2013-12-12,1,38.57
2013-12-12,2,34.63
2013-12-12,3,34.21
2013-12-12,4,35.75
2013-12-12,5,46.15
2013-12-12,6,59.38
2013-12-12,7,77.83
2013-12-12,8,86.1
2013-12-12,9,85.87
2013-12-12,10,81.01
2013-12-12,11,77.04
2013-12-12,12,69.92
2013-12-12,13,71.29
2013-12-12,14,70.56
2013-12-12,15,72.25
2013-12-12,16,78.65
2013-12-12,17,96.05
2013-12-12,18,95.45
2013-12-12,19,82.05
2013-12-12,20,69.35
2013-12-12,21,55.87
2013-12-12,22,53.09
2013-12-12,23,52.06
2013-12-13,0,43.97
2013-12-13,1,31.65
2013-12-13,2,30.67
2013-12-13,3,30.0
2013-12-13,4,32.34
2013-12-13,5,41.98
2013-12-13,6,57.66
2013-12-13,7,79.0
2013-12-13,8,81.51
2013-12-13,9,78.82
2013-12-13,10,75.01
2013-12-13,11,71.79
2013-12-13,12,64.9
2013-12-13,13,63.3
2013-12-13,14,63.5
2013-12-13,15,68.0
2013-12-13,16,74.1
2013-12-13,17,93.06
2013-12-13,18,90.3
2013-12-13,19,74.09
2013-12-13,20,65.61
2013-12-13,21,55.51
2013-12-13,22,47.78
2013-12-13,23,44.52
2013-12-14,0,38.0
2013-12-14,1,33.73
2013-12-14,2,33.0
2013-12-14,3,32.0
2013-12-14,4,32.25
2013-12-14,5,32.8
2013-12-14,6,30.59
2013-12-14,7,42.04
2013-12-14,8,54.98
2013-12-14,9,54.99
2013-12-14,10,81.02
2013-12-14,11,77.05
2013-12-14,12,75.07
2013-12-14,13,54.95
2013-12-14,14,54.93
2013-12-14,15,50.09
2013-12-14,16,85.09
2013-12-14,17,82.96
2013-12-14,18,65.04
2013-12-14,19,79.99
2013-12-14,20,50.01
2013-12-14,21,80.05
2013-12-14,22,75.18
2013-12-14,23,30.07
2013-12-15,0,25.28
2013-12-15,1,18.0
2013-12-15,2,15.0
2013-12-15,3,12.8
2013-12-15,4,13.3
2013-12-15,5,12.56
2013-12-15,6,13.0
2013-12-15,7,15.88
2013-12-15,8,73.07
2013-12-15,9,81.06
2013-12-15,10,69.03
2013-12-15,11,76.02
2013-12-15,12,66.0
2013-12-15,13,58.08
2013-12-15,14,69.01
2013-12-15,15,50.09
2013-12-15,16,84.05
2013-12-15,17,82.92
2013-12-15,18,50.08
2013-12-15,19,50.09
2013-12-15,20,50.09
2013-12-15,21,36.8
2013-12-15,22,50.0
2013-12-15,23,30.39
2013-12-16,0,50.07
2013-12-16,1,18.3
2013-12-16,2,14.42
2013-12-16,3,14.02
2013-12-16,4,19.03
2013-12-16,5,57.52
2013-12-16,6,79.99
2013-12-16,7,55.07
2013-12-16,8,54.38
2013-12-16,9,52.09
2013-12-16,10,74.0
2013-12-16,11,73.09
2013-12-16,12,74.06
2013-12-16,13,74.71
2013-12-16,14,76.04
2013-12-16,15,76.01
2013-12-16,16,79.07
2013-12-16,17,76.56
2013-12-16,18,67.81
2013-12-16,19,58.31
2013-12-16,20,55.02
2013-12-16,21,44.06
2013-12-16,22,69.09
2013-12-16,23,66.07
2013-12-17,0,64.08
2013-12-17,1,36.68
2013-12-17,2,32.02
2013-12-17,3,29.08
2013-12-17,4,32.06
2013-12-17,5,55.04
2013-12-17,6,73.02
2013-12-17,7,70.2
2013-12-17,8,66.0
2013-12-17,9,74.98
2013-12-17,10,64.96
2013-12-17,11,66.75
2013-12-17,12,59.72
2013-12-17,13,58.79
2013-12-17,14,76.51
2013-12-17,15,92.9
2013-12-17,16,111.04
2013-12-17,17,101.07
2013-12-17,18,97.0
2013-12-17,19,85.52
2013-12-17,20,83.08
2013-12-17,21,79.05
2013-12-17,22,71.1
2013-12-17,23,66.09
2013-12-18,0,51.07
2013-12-18,1,45.04
2013-12-18,2,37.06
2013-12-18,3,29.59
2013-12-18,4,32.09
2013-12-18,5,61.65
2013-12-18,6,54.76
2013-12-18,7,64.08
2013-12-18,8,75.0
2013-12-18,9,61.03
2013-12-18,10,58.09
2013-12-18,11,55.0
2013-12-18,12,54.77
2013-12-18,13,56.67
2013-12-18,14,54.14
2013-12-18,15,57.47
2013-12-18,16,61.87
2013-12-18,17,77.35
2013-12-18,18,65.22
2013-12-18,19,58.84
2013-12-18,20,49.85
2013-12-18,21,37.84
2013-12-18,22,40.6
2013-12-18,23,47.78
2013-12-19,0,48.01
2013-12-19,1,23.04
2013-12-19,2,15.4
2013-12-19,3,14.8
2013-12-19,4,17.0
2013-12-19,5,35.51
2013-12-19,6,65.07
2013-12-19,7,80.36
2013-12-19,8,80.01
2013-12-19,9,73.1
2013-12-19,10,72.07
2013-12-19,11,71.07
2013-12-19,12,61.08
2013-12-19,13,66.08
2013-12-19,14,74.94
2013-12-19,15,79.93
2013-12-19,16,85.19
2013-12-19,17,85.14
2013-12-19,18,77.1
2013-12-19,19,74.99
2013-12-19,20,70.08
2013-12-19,21,75.67
2013-12-19,22,74.0
2013-12-19,23,60.06
2013-12-20,0,35.03
2013-12-20,1,30.3
2013-12-20,2,30.0
2013-12-20,3,28.5
2013-12-20,4,28.4
2013-12-20,5,51.03
2013-12-20,6,71.08
2013-12-20,7,64.15
2013-12-20,8,69.07
2013-12-20,9,86.05
2013-12-20,10,76.01
2013-12-20,11,75.09
2013-12-20,12,71.85
2013-12-20,13,67.03
2013-12-20,14,66.48
2013-12-20,15,80.11
2013-12-20,16,87.0
2013-12-20,17,77.06
2013-12-20,18,63.97
2013-12-20,19,66.1
2013-12-20,20,62.08
2013-12-20,21,59.95
2013-12-20,22,69.04
2013-12-20,23,54.75
2013-12-21,0,49.05
2013-12-21,1,31.04
2013-12-21,2,23.15
2013-12-21,3,20.2
2013-12-21,4,19.58
2013-12-21,5,23.01
2013-12-21,6,22.1
2013-12-21,7,22.54
2013-12-21,8,76.03
2013-12-21,9,79.05
2013-12-21,10,73.02
2013-12-21,11,71.07
2013-12-21,12,66.06
2013-12-21,13,71.03
2013-12-21,14,75.06
2013-12-21,15,84.79
2013-12-21,16,63.04
2013-12-21,17,88.09
2013-12-21,18,67.05
2013-12-21,19,61.15
2013-12-21,20,66.97
2013-12-21,21,44.01
2013-12-21,22,53.99
2013-12-21,23,59.01
2013-12-22,0,58.05
2013-12-22,1,20.15
2013-12-22,2,4.55
2013-12-22,3,3.41
2013-12-22,4,2.22
2013-12-22,5,5.5
2013-12-22,6,-1.71
2013-12-22,7,4.0
2013-12-22,8,50.06
2013-12-22,9,70.08
2013-12-22,10,77.09
2013-12-22,11,76.04
2013-12-22,12,70.1
2013-12-22,13,70.05
2013-12-22,14,73.03
2013-12-22,15,80.08
2013-12-22,16,90.02
2013-12-22,17,114.0
2013-12-22,18,107.01
2013-12-22,19,117.01
2013-12-22,20,116.06
2013-12-22,21,106.06
2013-12-22,22,114.02
2013-12-22,23,73.02
2013-12-23,0,80.25
2013-12-23,1,61.97
2013-12-23,2,42.03
2013-12-23,3,33.08
2013-12-23,4,42.03
2013-12-23,5,63.77
2013-12-23,6,21.95
2013-12-23,7,30.07
2013-12-23,8,37.45
2013-12-23,9,80.09
2013-12-23,10,84.96
2013-12-23,11,84.97
2013-12-23,12,84.97
2013-12-23,13,84.94
2013-12-23,14,92.03
2013-12-23,15,95.01
2013-12-23,16,128.81
2013-12-23,17,117.87
2013-12-23,18,106.55
2013-12-23,19,117.22
2013-12-23,20,95.04
2013-12-23,21,95.01
2013-12-23,22,160.22
2013-12-23,23,117.29
2013-12-24,0,45.1
2013-12-24,1,30.08
2013-12-24,2,9.92
2013-12-24,3,1.53
2013-12-24,4,0.1
2013-12-24,5,3.0
2013-12-24,6,-0.69
2013-12-24,7,0.14
2013-12-24,8,4.43
2013-12-24,9,9.26
2013-12-24,10,17.05
2013-12-24,11,18.86
2013-12-24,12,34.72
2013-12-24,13,10.11
2013-12-24,14,3.86
2013-12-24,15,38.02
2013-12-24,16,43.05
2013-12-24,17,43.05
2013-12-24,18,17.66
2013-12-24,19,13.69
2013-12-24,20,20.55
2013-12-24,21,11.74
2013-12-24,22,20.17
2013-12-24,23,49.01
2013-12-25,0,40.07
2013-12-25,1,0.09
2013-12-25,2,0.01
2013-12-25,3,0.03
2013-12-25,4,0.02
2013-12-25,5,0.09
2013-12-25,6,-0.41
2013-12-25,7,1.8
2013-12-25,8,6.0
2013-12-25,9,37.11
2013-12-25,10,37.13
2013-12-25,11,51.98
2013-12-25,12,21.74
2013-12-25,13,20.08
2013-12-25,14,17.79
2013-12-25,15,23.33
2013-12-25,16,22.97
2013-12-25,17,37.16
2013-12-25,18,37.16
2013-12-25,19,37.12
2013-12-25,20,74.03
2013-12-25,21,72.04
2013-12-25,22,68.04
2013-12-25,23,41.08
2013-12-26,0,16.0
2013-12-26,1,12.0
2013-12-26,2,10.17
2013-12-26,3,9.0
2013-12-26,4,8.7
2013-12-26,5,10.1
2013-12-26,6,8.0
2013-12-26,7,15.0
2013-12-26,8,19.0
2013-12-26,9,25.07
2013-12-26,10,29.27
2013-12-26,11,33.03
2013-12-26,12,54.95
2013-12-26,13,33.71
2013-12-26,14,31.12
2013-12-26,15,30.03
2013-12-26,16,32.0
2013-12-26,17,46.81
2013-12-26,18,37.48
2013-12-26,19,35.92
2013-12-26,20,34.21
2013-12-26,21,30.31
2013-12-26,22,33.86
2013-12-26,23,24.0
2013-12-27,0,27.8
2013-12-27,1,14.73
2013-12-27,2,10.37
2013-12-27,3,6.0
2013-12-27,4,6.0
2013-12-27,5,8.46
2013-12-27,6,14.79
2013-12-27,7,20.78
2013-12-27,8,24.82
2013-12-27,9,24.06
2013-12-27,10,23.04
2013-12-27,11,27.94
2013-12-27,12,30.01
2013-12-27,13,16.84
2013-12-27,14,15.88
2013-12-27,15,18.45
2013-12-27,16,79.92
2013-12-27,17,100.07
2013-12-27,18,85.06
2013-12-27,19,79.99
2013-12-27,20,57.93
2013-12-27,21,57.91
2013-12-27,22,74.06
2013-12-27,23,11.43
2013-12-28,0,8.0
2013-12-28,1,5.0
2013-12-28,2,2.39
2013-12-28,3,3.2
2013-12-28,4,3.27
2013-12-28,5,6.06
2013-12-28,6,10.0
2013-12-28,7,20.34
2013-12-28,8,50.04
2013-12-28,9,79.91
2013-12-28,10,87.1
2013-12-28,11,100.13
2013-12-28,12,100.05
2013-12-28,13,79.9
2013-12-28,14,70.07
2013-12-28,15,44.07
2013-12-28,16,115.11
2013-12-28,17,130.06
2013-12-28,18,117.25
2013-12-28,19,117.23
2013-12-28,20,78.06
2013-12-28,21,35.99
2013-12-28,22,29.46
2013-12-28,23,25.22
2013-12-29,0,20.99
2013-12-29,1,13.84
2013-12-29,2,10.24
2013-12-29,3,8.0
2013-12-29,4,9.0
2013-12-29,5,11.32
2013-12-29,6,12.64
2013-12-29,7,13.58
2013-12-29,8,17.66
2013-12-29,9,70.0
2013-12-29,10,70.01
2013-12-29,11,70.08
2013-12-29,12,70.03
2013-12-29,13,55.05
2013-12-29,14,50.06
2013-12-29,15,70.01
2013-12-29,16,114.02
2013-12-29,17,130.04
2013-12-29,18,114.09
2013-12-29,19,114.09
2013-12-29,20,87.06
2013-12-29,21,79.91
2013-12-29,22,50.06
2013-12-29,23,25.62
2013-12-30,0,16.21
2013-12-30,1,13.0
2013-12-30,2,12.0
2013-12-30,3,11.0
2013-12-30,4,12.0
2013-12-30,5,15.05
2013-12-30,6,26.15
2013-12-30,7,30.41
2013-12-30,8,36.07
2013-12-30,9,36.59
2013-12-30,10,37.8
2013-12-30,11,36.08
2013-12-30,12,34.59
2013-12-30,13,36.73
2013-12-30,14,37.91
2013-12-30,15,37.0
2013-12-30,16,41.86
2013-12-30,17,48.25
2013-12-30,18,46.04
2013-12-30,19,41.67
2013-12-30,20,37.14
2013-12-30,21,33.0
2013-12-30,22,40.05
2013-12-30,23,25.12
2013-12-31,0,25.26
2013-12-31,1,17.87
2013-12-31,2,16.0
2013-12-31,3,13.0
2013-12-31,4,13.0
2013-12-31,5,17.57
2013-12-31,6,22.09
2013-12-31,7,27.0
2013-12-31,8,37.44
2013-12-31,9,50.21
2013-12-31,10,58.05
2013-12-31,11,69.92
2013-12-31,12,69.98
2013-12-31,13,58.1
2013-12-31,14,58.09
2013-12-31,15,58.08
2013-12-31,16,130.0
2013-12-31,17,130.04
2013-12-31,18,79.93
2013-12-31,19,69.93
2013-12-31,20,43.39
2013-12-31,21,42.1
2013-12-31,22,58.02
2013-12-31,23,49.04
2014-01-01,0,26.95
2014-01-01,1,26.95
2014-01-01,2,14.57
2014-01-01,3,10.75
2014-01-01,4,9.41
2014-01-01,5,8.15
2014-01-01,6,2.8
2014-01-01,7,4.0
2014-01-01,8,1.0
2014-01-01,9,10.02
2014-01-01,10,15.4
2014-01-01,11,19.55
2014-01-01,12,20.89
2014-01-01,13,19.83
2014-01-01,14,21.28
2014-01-01,15,22.0
2014-01-01,16,25.18
2014-01-01,17,36.21
2014-01-01,18,34.93
2014-01-01,19,33.99
2014-01-01,20,33.68
2014-01-01,21,30.44
2014-01-01,22,31.74
2014-01-01,23,23.73
2014-01-02,0,25.1
2014-01-02,1,10.46
2014-01-02,2,8.38
2014-01-02,3,5.55
2014-01-02,4,6.0
2014-01-02,5,11.95
2014-01-02,6,25.1
2014-01-02,7,29.0
2014-01-02,8,34.1
2014-01-02,9,79.03
2014-01-02,10,87.06
2014-01-02,11,75.0
2014-01-02,12,74.09
2014-01-02,13,73.06
2014-01-02,14,68.06
2014-01-02,15,75.08
2014-01-02,16,130.07
2014-01-02,17,130.09
2014-01-02,18,130.08
2014-01-02,19,130.04
2014-01-02,20,130.02
2014-01-02,21,86.84
2014-01-02,22,160.02
2014-01-02,23,67.01
2014-01-03,0,34.05
2014-01-03,1,26.07
2014-01-03,2,18.84
2014-01-03,3,17.32
2014-01-03,4,17.54
2014-01-03,5,28.01
2014-01-03,6,37.09
2014-01-03,7,43.05
2014-01-03,8,47.1
2014-01-03,9,50.01
2014-01-03,10,50.02
2014-01-03,11,57.97
2014-01-03,12,57.98
2014-01-03,13,54.97
2014-01-03,14,50.07
2014-01-03,15,40.04
2014-01-03,16,82.0
2014-01-03,17,83.06
2014-01-03,18,70.04
2014-01-03,19,57.94
2014-01-03,20,57.94
2014-01-03,21,40.03
2014-01-03,22,54.96
2014-01-03,23,36.09
2014-01-04,0,6.0
2014-01-04,1,4.5
2014-01-04,2,1.0
2014-01-04,3,1.0
2014-01-04,4,2.55
2014-01-04,5,6.2
2014-01-04,6,11.05
2014-01-04,7,19.07
2014-01-04,8,21.05
2014-01-04,9,31.1
2014-01-04,10,31.81
2014-01-04,11,34.06
2014-01-04,12,32.74
2014-01-04,13,32.18
2014-01-04,14,31.2
2014-01-04,15,30.64
2014-01-04,16,32.0
2014-01-04,17,43.76
2014-01-04,18,43.36
2014-01-04,19,41.93
2014-01-04,20,33.88
2014-01-04,21,27.8
2014-01-04,22,26.93
2014-01-04,23,23.0
2014-01-05,0,16.91
2014-01-05,1,14.0
2014-01-05,2,12.0
2014-01-05,3,10.0
2014-01-05,4,9.1
2014-01-05,5,9.04
2014-01-05,6,9.7
2014-01-05,7,12.51
2014-01-05,8,18.2
2014-01-05,9,26.34
2014-01-05,10,30.0
2014-01-05,11,33.0
2014-01-05,12,32.0
2014-01-05,13,30.01
2014-01-05,14,29.1
2014-01-05,15,30.29
2014-01-05,16,35.92
2014-01-05,17,38.62
2014-01-05,18,39.74
2014-01-05,19,39.04
2014-01-05,20,33.16
2014-01-05,21,29.0
2014-01-05,22,26.04
2014-01-05,23,16.8
2014-01-06,0,15.89
2014-01-06,1,12.19
2014-01-06,2,9.91
2014-01-06,3,6.11
2014-01-06,4,8.0
2014-01-06,5,13.23
2014-01-06,6,24.1
2014-01-06,7,33.49
2014-01-06,8,36.92
2014-01-06,9,44.98
2014-01-06,10,64.02
2014-01-06,11,63.08
2014-01-06,12,64.96
2014-01-06,13,58.05
2014-01-06,14,50.09
2014-01-06,15,57.99
2014-01-06,16,77.08
2014-01-06,17,90.91
2014-01-06,18,86.0
2014-01-06,19,83.03
2014-01-06,20,70.05
2014-01-06,21,33.0
2014-01-06,22,36.93
2014-01-06,23,24.53
2014-01-07,0,37.05
2014-01-07,1,12.93
2014-01-07,2,10.5
2014-01-07,3,8.43
2014-01-07,4,11.0
2014-01-07,5,65.06
2014-01-07,6,81.04
2014-01-07,7,80.01
2014-01-07,8,93.01
2014-01-07,9,80.1
2014-01-07,10,75.02
2014-01-07,11,71.07
2014-01-07,12,70.08
2014-01-07,13,70.06
2014-01-07,14,70.01
2014-01-07,15,74.05
2014-01-07,16,72.03
2014-01-07,17,81.2
2014-01-07,18,69.97
2014-01-07,19,69.05
2014-01-07,20,64.02
2014-01-07,21,60.04
2014-01-07,22,57.94
2014-01-07,23,58.05
2014-01-08,0,19.51
2014-01-08,1,25.05
2014-01-08,2,13.07
2014-01-08,3,11.85
2014-01-08,4,15.08
2014-01-08,5,45.08
2014-01-08,6,33.47
2014-01-08,7,64.02
2014-01-08,8,41.6
2014-01-08,9,40.56
2014-01-08,10,64.03
2014-01-08,11,60.64
2014-01-08,12,57.98
2014-01-08,13,57.97
2014-01-08,14,57.94
2014-01-08,15,57.97
2014-01-08,16,69.93
2014-01-08,17,78.0
2014-01-08,18,70.07
2014-01-08,19,69.99
2014-01-08,20,70.05
2014-01-08,21,46.05
2014-01-08,22,50.09
2014-01-08,23,49.07
2014-01-09,0,32.51
2014-01-09,1,29.0
2014-01-09,2,25.28
2014-01-09,3,24.2
2014-01-09,4,26.98
2014-01-09,5,34.95
2014-01-09,6,50.52
2014-01-09,7,53.63
2014-01-09,8,53.08
2014-01-09,9,45.09
2014-01-09,10,41.91
2014-01-09,11,70.01
2014-01-09,12,65.11
2014-01-09,13,57.98
2014-01-09,14,68.44
2014-01-09,15,40.08
2014-01-09,16,70.04
2014-01-09,17,81.91
2014-01-09,18,70.06
2014-01-09,19,77.09
2014-01-09,20,70.02
2014-01-09,21,57.95
2014-01-09,22,37.57
2014-01-09,23,36.01
2014-01-10,0,45.02
2014-01-10,1,9.9
2014-01-10,2,1.0
2014-01-10,3,1.4
2014-01-10,4,4.97
2014-01-10,5,37.09
2014-01-10,6,65.02
2014-01-10,7,71.3
2014-01-10,8,50.09
2014-01-10,9,55.0
2014-01-10,10,57.95
2014-01-10,11,67.35
2014-01-10,12,62.06
2014-01-10,13,62.09
2014-01-10,14,57.99
2014-01-10,15,39.55
2014-01-10,16,72.25
2014-01-10,17,78.93
2014-01-10,18,70.02
2014-01-10,19,57.94
2014-01-10,20,70.04
2014-01-10,21,59.79
2014-01-10,22,57.98
2014-01-10,23,37.53
2014-01-11,0,27.9
2014-01-11,1,25.09
2014-01-11,2,24.0
2014-01-11,3,22.4
2014-01-11,4,21.0
2014-01-11,5,23.0
2014-01-11,6,24.0
2014-01-11,7,30.6
2014-01-11,8,32.3
2014-01-11,9,50.04
2014-01-11,10,57.96
2014-01-11,11,57.91
2014-01-11,12,57.96
2014-01-11,13,40.01
2014-01-11,14,57.93
2014-01-11,15,57.94
2014-01-11,16,63.95
2014-01-11,17,80.01
2014-01-11,18,67.05
2014-01-11,19,57.93
2014-01-11,20,37.05
2014-01-11,21,30.89
2014-01-11,22,21.93
2014-01-11,23,13.82
2014-01-12,0,5.05
2014-01-12,1,6.26
2014-01-12,2,5.56
2014-01-12,3,4.9
2014-01-12,4,7.03
2014-01-12,5,6.0
2014-01-12,6,3.0
2014-01-12,7,5.21
2014-01-12,8,10.68
2014-01-12,9,22.6
2014-01-12,10,23.6
2014-01-12,11,24.78
2014-01-12,12,21.55
2014-01-12,13,24.83
2014-01-12,14,26.91
2014-01-12,15,29.21
2014-01-12,16,32.66
2014-01-12,17,57.94
2014-01-12,18,50.06
2014-01-12,19,57.91
2014-01-12,20,41.54
2014-01-12,21,35.24
2014-01-12,22,34.42
2014-01-12,23,28.54
2014-01-13,0,26.0
2014-01-13,1,25.44
2014-01-13,2,23.75
2014-01-13,3,21.86
2014-01-13,4,23.08
2014-01-13,5,30.06
2014-01-13,6,39.43
2014-01-13,7,61.0
2014-01-13,8,57.58
2014-01-13,9,52.3
2014-01-13,10,48.86
2014-01-13,11,48.1
2014-01-13,12,49.08
2014-01-13,13,52.09
2014-01-13,14,52.19
2014-01-13,15,52.1
2014-01-13,16,57.6
2014-01-13,17,65.24
2014-01-13,18,65.32
2014-01-13,19,59.0
2014-01-13,20,57.97
2014-01-13,21,52.64
2014-01-13,22,65.03
2014-01-13,23,45.02
2014-01-14,0,37.1
2014-01-14,1,37.0
2014-01-14,2,31.3
2014-01-14,3,29.3
2014-01-14,4,30.5
2014-01-14,5,33.8
2014-01-14,6,48.2
2014-01-14,7,66.0
2014-01-14,8,64.0
2014-01-14,9,63.9
2014-01-14,10,59.5
2014-01-14,11,61.4
2014-01-14,12,59.9
2014-01-14,13,59.7
2014-01-14,14,58.0
2014-01-14,15,57.9
2014-01-14,16,63.9
2014-01-14,17,74.0
2014-01-14,18,73.9
2014-01-14,19,64.9
2014-01-14,20,57.1
2014-01-14,21,48.0
2014-01-14,22,45.4
2014-01-14,23,36.4
2014-01-15,0,32.01
2014-01-15,1,30.02
2014-01-15,2,29.0
2014-01-15,3,27.92
2014-01-15,4,28.0
2014-01-15,5,30.48
2014-01-15,6,39.7
2014-01-15,7,70.03
2014-01-15,8,61.5
2014-01-15,9,60.09
2014-01-15,10,58.55
2014-01-15,11,58.34
2014-01-15,12,56.1
2014-01-15,13,52.9
2014-01-15,14,50.91
2014-01-15,15,51.02
2014-01-15,16,53.76
2014-01-15,17,61.6
2014-01-15,18,60.9
2014-01-15,19,52.16
2014-01-15,20,59.97
2014-01-15,21,41.53
2014-01-15,22,36.47
2014-01-15,23,28.88
2014-01-16,0,26.6
2014-01-16,1,25.56
2014-01-16,2,23.0
2014-01-16,3,19.05
2014-01-16,4,20.06
2014-01-16,5,25.56
2014-01-16,6,50.05
2014-01-16,7,76.09
2014-01-16,8,57.9
2014-01-16,9,70.09
2014-01-16,10,70.0
2014-01-16,11,59.57
2014-01-16,12,59.6
2014-01-16,13,59.53
2014-01-16,14,57.98
2014-01-16,15,46.9
2014-01-16,16,80.0
2014-01-16,17,87.0
2014-01-16,18,74.49
2014-01-16,19,72.03
2014-01-16,20,67.03
2014-01-16,21,44.92
2014-01-16,22,47.83
2014-01-16,23,28.29
2014-01-17,0,26.4
2014-01-17,1,25.7
2014-01-17,2,23.0
2014-01-17,3,19.0
2014-01-17,4,23.05
2014-01-17,5,26.15
2014-01-17,6,34.6
2014-01-17,7,49.57
2014-01-17,8,49.63
2014-01-17,9,49.28
2014-01-17,10,48.3
2014-01-17,11,48.03
2014-01-17,12,46.5
2014-01-17,13,45.09
2014-01-17,14,44.15
2014-01-17,15,43.5
2014-01-17,16,45.9
2014-01-17,17,48.62
2014-01-17,18,51.15
2014-01-17,19,46.4
2014-01-17,20,39.55
2014-01-17,21,31.9
2014-01-17,22,31.1
2014-01-17,23,26.39
2014-01-18,0,30.35
2014-01-18,1,27.5
2014-01-18,2,27.0
2014-01-18,3,26.0
2014-01-18,4,27.3
2014-01-18,5,27.99
2014-01-18,6,28.64
2014-01-18,7,30.37
2014-01-18,8,32.5
2014-01-18,9,35.93
2014-01-18,10,37.01
2014-01-18,11,36.69
2014-01-18,12,37.09
2014-01-18,13,34.0
2014-01-18,14,31.0
2014-01-18,15,31.74
2014-01-18,16,46.01
2014-01-18,17,56.46
2014-01-18,18,46.08
2014-01-18,19,46.02
2014-01-18,20,34.07
2014-01-18,21,28.36
2014-01-18,22,26.03
2014-01-18,23,19.9
2014-01-19,0,14.4
2014-01-19,1,8.54
2014-01-19,2,7.29
2014-01-19,3,7.0
2014-01-19,4,7.0
2014-01-19,5,5.75
2014-01-19,6,4.76
2014-01-19,7,6.7
2014-01-19,8,12.36
2014-01-19,9,20.0
2014-01-19,10,24.52
2014-01-19,11,31.09
2014-01-19,12,28.33
2014-01-19,13,23.07
2014-01-19,14,25.31
2014-01-19,15,25.97
2014-01-19,16,31.07
2014-01-19,17,37.68
2014-01-19,18,41.02
2014-01-19,19,40.14
2014-01-19,20,35.5
2014-01-19,21,32.8
2014-01-19,22,32.18
2014-01-19,23,24.78
2014-01-20,0,16.02
2014-01-20,1,19.24
2014-01-20,2,13.3
2014-01-20,3,14.91
2014-01-20,4,15.0
2014-01-20,5,21.01
2014-01-20,6,33.62
2014-01-20,7,52.4
2014-01-20,8,51.08
2014-01-20,9,50.98
2014-01-20,10,52.0
2014-01-20,11,53.0
2014-01-20,12,53.78
2014-01-20,13,53.0
2014-01-20,14,50.09
2014-01-20,15,50.5
2014-01-20,16,53.6
2014-01-20,17,60.32
2014-01-20,18,60.5
2014-01-20,19,56.61
2014-01-20,20,62.08
