date_utc,hour_utc,system_vertical_load_MW
2013-05-11,23,3572
2013-05-12,0,3392
2013-05-12,1,3309
2013-05-12,2,3294
2013-05-12,3,3239
2013-05-12,4,3485
2013-05-12,5,3819
2013-05-12,6,4078
2013-05-12,7,4305
2013-05-12,8,4447
2013-05-12,9,4509
2013-05-12,10,4475
2013-05-12,11,4377
2013-05-12,12,4297
2013-05-12,13,4240
2013-05-12,14,4225
2013-05-12,15,4183
2013-05-12,16,4178
2013-05-12,17,4309
2013-05-12,18,4562
2013-05-12,19,4488
2013-05-12,20,4149
2013-05-12,21,3919
2013-05-12,22,3701
2013-05-12,23,3521
2013-05-13,0,3359
2013-05-13,1,3303
2013-05-13,2,3412
2013-05-13,3,3660
2013-05-13,4,4454
2013-05-13,5,4877
2013-05-13,6,4957
2013-05-13,7,5042
2013-05-13,8,5100
2013-05-13,9,5126
2013-05-13,10,5157
2013-05-13,11,5099
2013-05-13,12,5042
2013-05-13,13,5023
2013-05-13,14,4963
2013-05-13,15,4857
2013-05-13,16,4770
2013-05-13,17,4835
2013-05-13,18,4973
2013-05-13,19,4924
2013-05-13,20,4636
2013-05-13,21,4419
2013-05-13,22,4112
2013-05-13,23,3903
2013-05-14,0,3677
2013-05-14,1,3611
2013-05-14,2,3704
2013-05-14,3,3866
2013-05-14,4,4547
2013-05-14,5,4914
2013-05-14,6,4954
2013-05-14,7,5000
2013-05-14,8,5007
2013-05-14,9,5060
2013-05-14,10,5109
2013-05-14,11,5081
2013-05-14,12,5063
2013-05-14,13,5064
2013-05-14,14,5004
2013-05-14,15,4889
2013-05-14,16,4788
2013-05-14,17,4851
2013-05-14,18,5011
2013-05-14,19,4967
2013-05-14,20,4691
2013-05-14,21,4462
2013-05-14,22,4157
2013-05-14,23,3936
2013-05-15,0,3701
2013-05-15,1,3638
2013-05-15,2,3720
2013-05-15,3,3882
2013-05-15,4,4581
2013-05-15,5,4953
2013-05-15,6,4992
2013-05-15,7,5060
2013-05-15,8,5085
2013-05-15,9,5134
2013-05-15,10,5156
2013-05-15,11,5120
2013-05-15,12,5101
2013-05-15,13,5096
2013-05-15,14,5025
2013-05-15,15,4904
2013-05-15,16,4801
2013-05-15,17,4839
2013-05-15,18,5025
2013-05-15,19,5034
2013-05-15,20,4771
2013-05-15,21,4551
2013-05-15,22,4211
2013-05-15,23,3984
2013-05-16,0,3744
2013-05-16,1,3660
2013-05-16,2,3716
2013-05-16,3,3879
2013-05-16,4,4613
2013-05-16,5,4980
2013-05-16,6,5003
2013-05-16,7,5075
2013-05-16,8,5159
2013-05-16,9,5204
2013-05-16,10,5227
2013-05-16,11,5214
2013-05-16,12,5178
2013-05-16,13,5171
2013-05-16,14,5119
2013-05-16,15,5009
2013-05-16,16,4916
2013-05-16,17,4968
2013-05-16,18,5134
2013-05-16,19,5086
2013-05-16,20,4790
2013-05-16,21,4605
2013-05-16,22,4259
2013-05-16,23,4033
2013-05-17,0,3796
2013-05-17,1,3715
2013-05-17,2,3772
2013-05-17,3,3945
2013-05-17,4,4601
2013-05-17,5,4988
2013-05-17,6,5056
2013-05-17,7,5133
2013-05-17,8,5194
2013-05-17,9,5206
2013-05-17,10,5222
2013-05-17,11,5178
2013-05-17,12,5137
2013-05-17,13,5112
2013-05-17,14,5066
2013-05-17,15,4938
2013-05-17,16,4836
2013-05-17,17,4885
2013-05-17,18,4982
2013-05-17,19,4904
2013-05-17,20,4633
2013-05-17,21,4419
2013-05-17,22,4113
2013-05-17,23,3883
2013-05-18,0,3648
2013-05-18,1,3545
2013-05-18,2,3528
2013-05-18,3,3507
2013-05-18,4,3825
2013-05-18,5,4164
2013-05-18,6,4375
2013-05-18,7,4528
2013-05-18,8,4623
2013-05-18,9,4677
2013-05-18,10,4681
2013-05-18,11,4596
2013-05-18,12,4523
2013-05-18,13,4454
2013-05-18,14,4421
2013-05-18,15,4280
2013-05-18,16,4210
2013-05-18,17,4259
2013-05-18,18,4476
2013-05-18,19,4558
2013-05-18,20,4229
2013-05-18,21,4014
2013-05-18,22,3731
2013-05-18,23,3545
2013-05-19,0,3339
2013-05-19,1,3229
2013-05-19,2,3162
2013-05-19,3,3056
2013-05-19,4,3250
2013-05-19,5,3538
2013-05-19,6,3788
2013-05-19,7,4000
2013-05-19,8,4121
2013-05-19,9,4164
2013-05-19,10,4136
2013-05-19,11,4036
2013-05-19,12,3979
2013-05-19,13,3927
2013-05-19,14,3909
2013-05-19,15,3834
2013-05-19,16,3821
2013-05-19,17,3914
2013-05-19,18,4183
2013-05-19,19,4234
2013-05-19,20,3947
2013-05-19,21,3707
2013-05-19,22,3446
2013-05-19,23,3296
2013-05-20,0,3126
2013-05-20,1,3015
2013-05-20,2,2990
2013-05-20,3,2930
2013-05-20,4,3135
2013-05-20,5,3414
2013-05-20,6,3685
2013-05-20,7,3878
2013-05-20,8,3994
2013-05-20,9,4048
2013-05-20,10,4065
2013-05-20,11,3968
2013-05-20,12,3929
2013-05-20,13,3880
2013-05-20,14,3860
2013-05-20,15,3822
2013-05-20,16,3838
2013-05-20,17,3971
2013-05-20,18,4224
2013-05-20,19,4268
2013-05-20,20,3956
2013-05-20,21,3704
2013-05-20,22,3493
2013-05-20,23,3331
2013-05-21,0,3127
2013-05-21,1,3075
2013-05-21,2,3166
2013-05-21,3,3438
2013-05-21,4,4275
2013-05-21,5,4723
2013-05-21,6,4825
2013-05-21,7,4909
2013-05-21,8,4982
2013-05-21,9,5042
2013-05-21,10,5103
2013-05-21,11,5078
2013-05-21,12,5049
2013-05-21,13,5018
2013-05-21,14,4958
2013-05-21,15,4833
2013-05-21,16,4737
2013-05-21,17,4803
2013-05-21,18,4910
2013-05-21,19,4943
2013-05-21,20,4665
2013-05-21,21,4441
2013-05-21,22,4137
2013-05-21,23,3917
2013-05-22,0,3705
2013-05-22,1,3620
2013-05-22,2,3684
2013-05-22,3,3861
2013-05-22,4,4538
2013-05-22,5,4916
2013-05-22,6,4984
2013-05-22,7,5063
2013-05-22,8,5108
2013-05-22,9,5144
2013-05-22,10,5173
2013-05-22,11,5137
2013-05-22,12,5119
2013-05-22,13,5065
2013-05-22,14,4983
2013-05-22,15,4884
2013-05-22,16,4779
2013-05-22,17,4822
2013-05-22,18,4909
2013-05-22,19,4958
2013-05-22,20,4676
2013-05-22,21,4454
2013-05-22,22,4145
2013-05-22,23,3927
2013-05-23,0,3702
2013-05-23,1,3627
2013-05-23,2,3672
2013-05-23,3,3851
2013-05-23,4,4542
2013-05-23,5,4905
2013-05-23,6,4959
2013-05-23,7,5048
2013-05-23,8,5097
2013-05-23,9,5127
2013-05-23,10,5175
2013-05-23,11,5132
2013-05-23,12,5091
2013-05-23,13,5066
2013-05-23,14,5004
2013-05-23,15,4911
2013-05-23,16,4820
2013-05-23,17,4891
2013-05-23,18,4969
2013-05-23,19,4962
2013-05-23,20,4714
2013-05-23,21,4494
2013-05-23,22,4207
2013-05-23,23,3984
2013-05-24,0,3759
2013-05-24,1,3683
2013-05-24,2,3749
2013-05-24,3,3931
2013-05-24,4,4604
2013-05-24,5,4957
2013-05-24,6,5021
2013-05-24,7,5071
2013-05-24,8,5123
2013-05-24,9,5144
2013-05-24,10,5165
2013-05-24,11,5100
2013-05-24,12,5034
2013-05-24,13,5000
2013-05-24,14,4966
2013-05-24,15,4855
2013-05-24,16,4725
2013-05-24,17,4759
2013-05-24,18,4863
2013-05-24,19,4908
2013-05-24,20,4683
2013-05-24,21,4472
2013-05-24,22,4132
2013-05-24,23,3926
2013-05-25,0,3696
2013-05-25,1,3575
2013-05-25,2,3551
2013-05-25,3,3544
2013-05-25,4,3866
2013-05-25,5,4194
2013-05-25,6,4405
2013-05-25,7,4580
2013-05-25,8,4670
2013-05-25,9,4713
2013-05-25,10,4712
2013-05-25,11,4590
2013-05-25,12,4495
2013-05-25,13,4425
2013-05-25,14,4376
2013-05-25,15,4294
2013-05-25,16,4291
2013-05-25,17,4382
2013-05-25,18,4527
2013-05-25,19,4554
2013-05-25,20,4224
2013-05-25,21,4016
2013-05-25,22,3746
2013-05-25,23,3587
2013-05-26,0,3383
2013-05-26,1,3296
2013-05-26,2,3264
2013-05-26,3,3205
2013-05-26,4,3441
2013-05-26,5,3767
2013-05-26,6,4046
2013-05-26,7,4278
2013-05-26,8,4443
2013-05-26,9,4516
2013-05-26,10,4481
2013-05-26,11,4349
2013-05-26,12,4314
2013-05-26,13,4260
2013-05-26,14,4277
2013-05-26,15,4218
2013-05-26,16,4220
2013-05-26,17,4346
2013-05-26,18,4517
2013-05-26,19,4549
2013-05-26,20,4178
2013-05-26,21,3907
2013-05-26,22,3685
2013-05-26,23,3522
2013-05-27,0,3354
2013-05-27,1,3296
2013-05-27,2,3370
2013-05-27,3,3625
2013-05-27,4,4434
2013-05-27,5,4889
2013-05-27,6,4993
2013-05-27,7,5084
2013-05-27,8,5127
2013-05-27,9,5183
2013-05-27,10,5236
2013-05-27,11,5178
2013-05-27,12,5121
2013-05-27,13,5088
2013-05-27,14,5025
2013-05-27,15,4944
2013-05-27,16,4880
2013-05-27,17,4957
2013-05-27,18,4999
2013-05-27,19,4973
2013-05-27,20,4692
2013-05-27,21,4478
2013-05-27,22,4173
2013-05-27,23,3941
2013-05-28,0,3726
2013-05-28,1,3646
2013-05-28,2,3714
2013-05-28,3,3903
2013-05-28,4,4616
2013-05-28,5,4999
2013-05-28,6,5051
2013-05-28,7,5120
2013-05-28,8,5189
2013-05-28,9,5191
2013-05-28,10,5219
2013-05-28,11,5171
2013-05-28,12,5143
2013-05-28,13,5110
2013-05-28,14,5055
2013-05-28,15,4954
2013-05-28,16,4852
2013-05-28,17,4900
2013-05-28,18,4983
2013-05-28,19,5010
2013-05-28,20,4748
2013-05-28,21,4502
2013-05-28,22,4185
2013-05-28,23,3959
2013-05-29,0,3719
2013-05-29,1,3625
2013-05-29,2,3659
2013-05-29,3,3872
2013-05-29,4,4586
2013-05-29,5,4951
2013-05-29,6,4988
2013-05-29,7,5040
2013-05-29,8,5082
2013-05-29,9,5120
2013-05-29,10,5159
2013-05-29,11,5146
2013-05-29,12,5113
2013-05-29,13,5079
2013-05-29,14,5013
2013-05-29,15,4901
2013-05-29,16,4791
2013-05-29,17,4859
2013-05-29,18,4975
2013-05-29,19,5041
2013-05-29,20,4770
2013-05-29,21,4557
2013-05-29,22,4255
2013-05-29,23,4008
2013-05-30,0,3766
2013-05-30,1,3659
2013-05-30,2,3718
2013-05-30,3,3931
2013-05-30,4,4634
2013-05-30,5,5047
2013-05-30,6,5160
2013-05-30,7,5290
2013-05-30,8,5396
2013-05-30,9,5433
2013-05-30,10,5467
2013-05-30,11,5337
2013-05-30,12,5248
2013-05-30,13,5235
2013-05-30,14,5167
2013-05-30,15,5081
2013-05-30,16,4970
2013-05-30,17,5010
2013-05-30,18,5058
2013-05-30,19,5001
2013-05-30,20,4715
2013-05-30,21,4447
2013-05-30,22,4093
2013-05-30,23,3852
2013-05-31,0,3651
2013-05-31,1,3561
2013-05-31,2,3594
2013-05-31,3,3794
2013-05-31,4,4492
2013-05-31,5,4902
2013-05-31,6,4979
2013-05-31,7,5085
2013-05-31,8,5149
2013-05-31,9,5178
2013-05-31,10,5163
2013-05-31,11,5093
2013-05-31,12,5052
2013-05-31,13,5035
2013-05-31,14,4970
2013-05-31,15,4856
2013-05-31,16,4757
2013-05-31,17,4772
2013-05-31,18,4825
2013-05-31,19,4905
2013-05-31,20,4682
2013-05-31,21,4482
2013-05-31,22,4148
2013-05-31,23,3898
2013-06-01,0,3653
2013-06-01,1,3533
2013-06-01,2,3483
2013-06-01,3,3474
2013-06-01,4,3796
2013-06-01,5,4127
2013-06-01,6,4347
2013-06-01,7,4518
2013-06-01,8,4635
2013-06-01,9,4687
2013-06-01,10,4667
2013-06-01,11,4559
2013-06-01,12,4467
2013-06-01,13,4411
2013-06-01,14,4397
2013-06-01,15,4309
2013-06-01,16,4277
2013-06-01,17,4348
2013-06-01,18,4456
2013-06-01,19,4521
2013-06-01,20,4224
2013-06-01,21,3982
2013-06-01,22,3720
2013-06-01,23,3526
2013-06-02,0,3341
2013-06-02,1,3223
2013-06-02,2,3158
2013-06-02,3,3137
2013-06-02,4,3379
2013-06-02,5,3709
2013-06-02,6,3991
2013-06-02,7,4235
2013-06-02,8,4387
2013-06-02,9,4446
2013-06-02,10,4415
2013-06-02,11,4310
2013-06-02,12,4240
2013-06-02,13,4180
2013-06-02,14,4147
2013-06-02,15,4078
2013-06-02,16,4110
2013-06-02,17,4234
2013-06-02,18,4407
2013-06-02,19,4503
2013-06-02,20,4149
2013-06-02,21,3889
2013-06-02,22,3670
2013-06-02,23,3506
2013-06-03,0,3338
2013-06-03,1,3273
2013-06-03,2,3311
2013-06-03,3,3577
2013-06-03,4,4377
2013-06-03,5,4801
2013-06-03,6,4908
2013-06-03,7,5016
2013-06-03,8,5068
2013-06-03,9,5150
2013-06-03,10,5218
2013-06-03,11,5145
2013-06-03,12,5057
2013-06-03,13,5019
2013-06-03,14,4948
2013-06-03,15,4870
2013-06-03,16,4798
2013-06-03,17,4864
2013-06-03,18,4934
2013-06-03,19,4937
2013-06-03,20,4685
2013-06-03,21,4484
2013-06-03,22,4161
2013-06-03,23,3922
2013-06-04,0,3704
2013-06-04,1,3633
2013-06-04,2,3658
2013-06-04,3,3866
2013-06-04,4,4617
2013-06-04,5,5028
2013-06-04,6,5123
2013-06-04,7,5198
2013-06-04,8,5249
2013-06-04,9,5275
2013-06-04,10,5292
2013-06-04,11,5233
2013-06-04,12,5224
2013-06-04,13,5208
2013-06-04,14,5143
2013-06-04,15,5050
2013-06-04,16,4965
2013-06-04,17,4995
2013-06-04,18,5035
2013-06-04,19,5017
2013-06-04,20,4732
2013-06-04,21,4520
2013-06-04,22,4218
2013-06-04,23,3994
2013-06-05,0,3754
2013-06-05,1,3679
2013-06-05,2,3730
2013-06-05,3,3929
2013-06-05,4,4636
2013-06-05,5,5019
2013-06-05,6,5082
2013-06-05,7,5169
2013-06-05,8,5238
2013-06-05,9,5266
2013-06-05,10,5282
2013-06-05,11,5229
2013-06-05,12,5185
2013-06-05,13,5156
2013-06-05,14,5092
2013-06-05,15,4983
2013-06-05,16,4870
2013-06-05,17,4892
2013-06-05,18,4955
2013-06-05,19,5049
2013-06-05,20,4833
2013-06-05,21,4604
2013-06-05,22,4274
2013-06-05,23,4036
2013-06-06,0,3802
2013-06-06,1,3709
2013-06-06,2,3720
2013-06-06,3,3945
2013-06-06,4,4649
2013-06-06,5,5024
2013-06-06,6,5079
2013-06-06,7,5182
2013-06-06,8,5222
2013-06-06,9,5267
2013-06-06,10,5298
2013-06-06,11,5249
2013-06-06,12,5226
2013-06-06,13,5177
2013-06-06,14,5113
2013-06-06,15,4992
2013-06-06,16,4895
2013-06-06,17,4918
2013-06-06,18,4957
2013-06-06,19,5052
2013-06-06,20,4799
2013-06-06,21,4577
2013-06-06,22,4249
2013-06-06,23,4001
2013-06-07,0,3789
2013-06-07,1,3696
2013-06-07,2,3720
2013-06-07,3,3922
2013-06-07,4,4606
2013-06-07,5,4974
2013-06-07,6,5036
2013-06-07,7,5114
2013-06-07,8,5161
2013-06-07,9,5224
2013-06-07,10,5239
2013-06-07,11,5234
2013-06-07,12,5177
2013-06-07,13,5136
2013-06-07,14,5073
2013-06-07,15,4930
2013-06-07,16,4780
2013-06-07,17,4754
2013-06-07,18,4788
2013-06-07,19,4924
2013-06-07,20,4707
2013-06-07,21,4511
2013-06-07,22,4171
2013-06-07,23,3920
2013-06-08,0,3683
2013-06-08,1,3563
2013-06-08,2,3515
2013-06-08,3,3525
2013-06-08,4,3862
2013-06-08,5,4223
2013-06-08,6,4470
2013-06-08,7,4636
2013-06-08,8,4741
2013-06-08,9,4800
2013-06-08,10,4813
2013-06-08,11,4701
2013-06-08,12,4597
2013-06-08,13,4557
2013-06-08,14,4487
2013-06-08,15,4382
2013-06-08,16,4299
2013-06-08,17,4336
2013-06-08,18,4406
2013-06-08,19,4589
2013-06-08,20,4326
2013-06-08,21,4068
2013-06-08,22,3771
2013-06-08,23,3599
2013-06-09,0,3406
2013-06-09,1,3297
2013-06-09,2,3228
2013-06-09,3,3229
2013-06-09,4,3474
2013-06-09,5,3839
2013-06-09,6,4138
2013-06-09,7,4394
2013-06-09,8,4530
2013-06-09,9,4622
2013-06-09,10,4580
2013-06-09,11,4487
2013-06-09,12,4421
2013-06-09,13,4367
2013-06-09,14,4343
2013-06-09,15,4248
2013-06-09,16,4213
2013-06-09,17,4265
2013-06-09,18,4427
2013-06-09,19,4592
2013-06-09,20,4273
2013-06-09,21,3998
2013-06-09,22,3766
2013-06-09,23,3598
2013-06-10,0,3402
2013-06-10,1,3323
2013-06-10,2,3370
2013-06-10,3,3634
2013-06-10,4,4420
2013-06-10,5,4849
2013-06-10,6,4952
2013-06-10,7,5080
2013-06-10,8,5186
2013-06-10,9,5257
2013-06-10,10,5299
2013-06-10,11,5276
2013-06-10,12,5239
2013-06-10,13,5248
2013-06-10,14,5214
2013-06-10,15,5130
2013-06-10,16,4976
2013-06-10,17,4928
2013-06-10,18,4870
2013-06-10,19,4874
2013-06-10,20,4627
2013-06-10,21,4441
2013-06-10,22,4145
2013-06-10,23,3909
2013-06-11,0,3694
2013-06-11,1,3619
2013-06-11,2,3655
2013-06-11,3,3859
2013-06-11,4,4547
2013-06-11,5,4933
2013-06-11,6,5029
2013-06-11,7,5112
2013-06-11,8,5176
2013-06-11,9,5237
2013-06-11,10,5265
2013-06-11,11,5226
2013-06-11,12,5205
2013-06-11,13,5184
2013-06-11,14,5089
2013-06-11,15,4982
2013-06-11,16,4867
2013-06-11,17,4860
2013-06-11,18,4885
2013-06-11,19,4955
2013-06-11,20,4739
2013-06-11,21,4542
2013-06-11,22,4217
2013-06-11,23,3968
2013-06-12,0,3740
2013-06-12,1,3655
2013-06-12,2,3674
2013-06-12,3,3875
2013-06-12,4,4547
2013-06-12,5,4919
2013-06-12,6,4975
2013-06-12,7,5057
2013-06-12,8,5110
2013-06-12,9,5180
2013-06-12,10,5251
2013-06-12,11,5230
2013-06-12,12,5210
2013-06-12,13,5204
2013-06-12,14,5127
2013-06-12,15,5016
2013-06-12,16,4893
2013-06-12,17,4880
2013-06-12,18,4881
2013-06-12,19,4976
2013-06-12,20,4793
2013-06-12,21,4593
2013-06-12,22,4247
2013-06-12,23,4001
2013-06-13,0,3748
2013-06-13,1,3656
2013-06-13,2,3663
2013-06-13,3,3871
2013-06-13,4,4569
2013-06-13,5,4971
2013-06-13,6,5043
2013-06-13,7,5138
2013-06-13,8,5228
2013-06-13,9,5301
2013-06-13,10,5385
2013-06-13,11,5359
2013-06-13,12,5300
2013-06-13,13,5294
2013-06-13,14,5226
2013-06-13,15,5117
2013-06-13,16,4979
2013-06-13,17,4942
2013-06-13,18,4953
2013-06-13,19,5101
2013-06-13,20,4873
2013-06-13,21,4665
2013-06-13,22,4328
2013-06-13,23,4061
2013-06-14,0,3817
2013-06-14,1,3720
2013-06-14,2,3725
2013-06-14,3,3932
2013-06-14,4,4623
2013-06-14,5,5018
2013-06-14,6,5133
2013-06-14,7,5262
2013-06-14,8,5333
2013-06-14,9,5421
2013-06-14,10,5459
2013-06-14,11,5412
2013-06-14,12,5360
2013-06-14,13,5336
2013-06-14,14,5244
2013-06-14,15,5104
2013-06-14,16,4965
2013-06-14,17,4904
2013-06-14,18,4895
2013-06-14,19,5052
2013-06-14,20,4887
2013-06-14,21,4659
2013-06-14,22,4297
2013-06-14,23,4054
2013-06-15,0,3801
2013-06-15,1,3681
2013-06-15,2,3610
2013-06-15,3,3640
2013-06-15,4,3979
2013-06-15,5,4362
2013-06-15,6,4596
2013-06-15,7,4723
2013-06-15,8,4829
2013-06-15,9,4917
2013-06-15,10,4928
2013-06-15,11,4849
2013-06-15,12,4756
2013-06-15,13,4710
2013-06-15,14,4654
2013-06-15,15,4579
2013-06-15,16,4501
2013-06-15,17,4512
2013-06-15,18,4559
2013-06-15,19,4755
2013-06-15,20,4477
2013-06-15,21,4228
2013-06-15,22,3929
2013-06-15,23,3734
2013-06-16,0,3561
2013-06-16,1,3427
2013-06-16,2,3362
2013-06-16,3,3362
2013-06-16,4,3635
2013-06-16,5,3979
2013-06-16,6,4289
2013-06-16,7,4518
2013-06-16,8,4695
2013-06-16,9,4769
2013-06-16,10,4750
2013-06-16,11,4669
2013-06-16,12,4610
2013-06-16,13,4564
2013-06-16,14,4542
2013-06-16,15,4476
2013-06-16,16,4456
2013-06-16,17,4506
2013-06-16,18,4583
2013-06-16,19,4791
2013-06-16,20,4547
2013-06-16,21,4246
2013-06-16,22,3965
2013-06-16,23,3755
2013-06-17,0,3593
2013-06-17,1,3531
2013-06-17,2,3556
2013-06-17,3,3830
2013-06-17,4,4580
2013-06-17,5,5060
2013-06-17,6,5282
2013-06-17,7,5487
2013-06-17,8,5641
2013-06-17,9,5738
2013-06-17,10,5787
2013-06-17,11,5758
2013-06-17,12,5708
2013-06-17,13,5681
2013-06-17,14,5613
2013-06-17,15,5488
2013-06-17,16,5341
2013-06-17,17,5313
2013-06-17,18,5307
2013-06-17,19,5439
2013-06-17,20,5195
2013-06-17,21,4900
2013-06-17,22,4507
2013-06-17,23,4212
2013-06-18,0,3990
2013-06-18,1,3928
2013-06-18,2,3924
2013-06-18,3,4128
2013-06-18,4,4805
2013-06-18,5,5286
2013-06-18,6,5482
2013-06-18,7,5665
2013-06-18,8,5797
2013-06-18,9,5896
2013-06-18,10,5945
2013-06-18,11,5926
2013-06-18,12,5898
2013-06-18,13,5872
2013-06-18,14,5780
2013-06-18,15,5649
2013-06-18,16,5505
2013-06-18,17,5467
2013-06-18,18,5446
2013-06-18,19,5543
2013-06-18,20,5284
2013-06-18,21,4990
2013-06-18,22,4588
2013-06-18,23,4294
2013-06-19,0,4054
2013-06-19,1,3989
2013-06-19,2,4003
2013-06-19,3,4209
2013-06-19,4,4889
2013-06-19,5,5341
2013-06-19,6,5564
2013-06-19,7,5782
2013-06-19,8,5922
2013-06-19,9,6023
2013-06-19,10,6087
2013-06-19,11,6039
2013-06-19,12,5997
2013-06-19,13,5974
2013-06-19,14,5881
2013-06-19,15,5748
2013-06-19,16,5633
2013-06-19,17,5623
2013-06-19,18,5595
2013-06-19,19,5701
2013-06-19,20,5472
2013-06-19,21,5173
2013-06-19,22,4735
2013-06-19,23,4437
2013-06-20,0,4191
2013-06-20,1,4097
2013-06-20,2,4118
2013-06-20,3,4313
2013-06-20,4,4985
2013-06-20,5,5449
2013-06-20,6,5668
2013-06-20,7,5863
2013-06-20,8,5998
2013-06-20,9,6130
2013-06-20,10,6186
2013-06-20,11,6144
2013-06-20,12,6112
2013-06-20,13,6077
2013-06-20,14,5980
2013-06-20,15,5830
2013-06-20,16,5701
2013-06-20,17,5663
2013-06-20,18,5624
2013-06-20,19,5728
2013-06-20,20,5492
2013-06-20,21,5204
2013-06-20,22,4809
2013-06-20,23,4504
2013-06-21,0,4265
2013-06-21,1,4188
2013-06-21,2,4190
2013-06-21,3,4384
2013-06-21,4,5039
2013-06-21,5,5477
2013-06-21,6,5709
2013-06-21,7,5915
2013-06-21,8,6035
2013-06-21,9,6097
2013-06-21,10,6134
2013-06-21,11,6099
2013-06-21,12,6029
2013-06-21,13,6010
2013-06-21,14,5922
2013-06-21,15,5776
2013-06-21,16,5623
2013-06-21,17,5564
2013-06-21,18,5518
2013-06-21,19,5624
2013-06-21,20,5410
2013-06-21,21,5115
2013-06-21,22,4723
2013-06-21,23,4420
2013-06-22,0,4178
2013-06-22,1,4068
2013-06-22,2,4010
2013-06-22,3,4034
2013-06-22,4,4369
2013-06-22,5,4706
2013-06-22,6,4944
2013-06-22,7,5127
2013-06-22,8,5294
2013-06-22,9,5408
2013-06-22,10,5452
2013-06-22,11,5347
2013-06-22,12,5240
2013-06-22,13,5166
2013-06-22,14,5118
2013-06-22,15,4980
2013-06-22,16,4901
2013-06-22,17,4895
2013-06-22,18,4907
2013-06-22,19,5005
2013-06-22,20,4716
2013-06-22,21,4465
2013-06-22,22,4136
2013-06-22,23,3928
2013-06-23,0,3734
2013-06-23,1,3642
2013-06-23,2,3607
2013-06-23,3,3576
2013-06-23,4,3764
2013-06-23,5,4016
2013-06-23,6,4225
2013-06-23,7,4499
2013-06-23,8,4701
2013-06-23,9,4822
2013-06-23,10,4845
2013-06-23,11,4791
2013-06-23,12,4736
2013-06-23,13,4705
2013-06-23,14,4705
2013-06-23,15,4643
2013-06-23,16,4563
2013-06-23,17,4576
2013-06-23,18,4670
2013-06-23,19,4876
2013-06-23,20,4648
2013-06-23,21,4379
2013-06-23,22,4074
2013-06-23,23,3854
2013-06-24,0,3687
2013-06-24,1,3631
2013-06-24,2,3659
2013-06-24,3,3863
2013-06-24,4,4556
2013-06-24,5,4997
2013-06-24,6,5158
2013-06-24,7,5300
2013-06-24,8,5436
2013-06-24,9,5533
2013-06-24,10,5607
2013-06-24,11,5589
2013-06-24,12,5544
2013-06-24,13,5494
2013-06-24,14,5388
2013-06-24,15,5225
2013-06-24,16,5090
2013-06-24,17,5047
2013-06-24,18,5017
2013-06-24,19,5003
2013-06-24,20,4774
2013-06-24,21,4537
2013-06-24,22,4212
2013-06-24,23,3978
2013-06-25,0,3799
2013-06-25,1,3730
2013-06-25,2,3764
2013-06-25,3,3918
2013-06-25,4,4494
2013-06-25,5,4876
2013-06-25,6,4985
2013-06-25,7,5094
2013-06-25,8,5185
2013-06-25,9,5246
2013-06-25,10,5263
2013-06-25,11,5213
2013-06-25,12,5149
2013-06-25,13,5124
2013-06-25,14,5055
2013-06-25,15,4993
2013-06-25,16,4898
2013-06-25,17,4915
2013-06-25,18,4880
2013-06-25,19,4919
2013-06-25,20,4721
2013-06-25,21,4538
2013-06-25,22,4219
2013-06-25,23,3990
2013-06-26,0,3770
2013-06-26,1,3707
2013-06-26,2,3708
2013-06-26,3,3905
2013-06-26,4,4508
2013-06-26,5,4870
2013-06-26,6,4973
2013-06-26,7,5072
2013-06-26,8,5142
2013-06-26,9,5212
2013-06-26,10,5246
2013-06-26,11,5215
2013-06-26,12,5148
2013-06-26,13,5130
2013-06-26,14,5057
2013-06-26,15,4938
2013-06-26,16,4825
2013-06-26,17,4820
2013-06-26,18,4855
2013-06-26,19,4967
2013-06-26,20,4800
2013-06-26,21,4620
2013-06-26,22,4270
2013-06-26,23,4019
2013-06-27,0,3793
2013-06-27,1,3729
2013-06-27,2,3743
2013-06-27,3,3894
2013-06-27,4,4518
2013-06-27,5,4872
2013-06-27,6,4978
2013-06-27,7,5086
2013-06-27,8,5161
2013-06-27,9,5237
2013-06-27,10,5272
2013-06-27,11,5239
2013-06-27,12,5205
2013-06-27,13,5156
2013-06-27,14,5078
2013-06-27,15,4987
2013-06-27,16,4862
2013-06-27,17,4857
2013-06-27,18,4869
2013-06-27,19,4985
2013-06-27,20,4801
2013-06-27,21,4634
2013-06-27,22,4290
2013-06-27,23,4025
2013-06-28,0,3807
2013-06-28,1,3738
2013-06-28,2,3754
2013-06-28,3,3907
2013-06-28,4,4492
2013-06-28,5,4859
2013-06-28,6,4956
2013-06-28,7,5058
2013-06-28,8,5130
2013-06-28,9,5187
2013-06-28,10,5220
2013-06-28,11,5164
2013-06-28,12,5112
2013-06-28,13,5105
2013-06-28,14,5046
2013-06-28,15,4939
2013-06-28,16,4799
2013-06-28,17,4773
2013-06-28,18,4767
2013-06-28,19,4850
2013-06-28,20,4743
2013-06-28,21,4560
2013-06-28,22,4184
2013-06-28,23,3956
2013-06-29,0,3749
2013-06-29,1,3638
2013-06-29,2,3605
2013-06-29,3,3601
2013-06-29,4,3906
2013-06-29,5,4216
2013-06-29,6,4443
2013-06-29,7,4623
2013-06-29,8,4733
2013-06-29,9,4795
2013-06-29,10,4807
