date_utc,hour_utc,system_vertical_load_MW
2014-01-28,1,4374
2014-01-28,2,4277
2014-01-28,3,4371
2014-01-28,4,4759
2014-01-28,5,5574
2014-01-28,6,5839
2014-01-28,7,5880
2014-01-28,8,5919
2014-01-28,9,5965
2014-01-28,10,5962
2014-01-28,11,5966
2014-01-28,12,5929
2014-01-28,13,5917
2014-01-28,14,5980
2014-01-28,15,6036
2014-01-28,16,6189
2014-01-28,17,6120
2014-01-28,18,6040
2014-01-28,19,5836
2014-01-28,20,5605
2014-01-28,21,5395
2014-01-28,22,5127
2014-01-28,23,4781
2014-01-29,0,4545
2014-01-29,1,4325
2014-01-29,2,4266
2014-01-29,3,4373
2014-01-29,4,4738
2014-01-29,5,5550
2014-01-29,6,5843
2014-01-29,7,5884
2014-01-29,8,5908
2014-01-29,9,5946
2014-01-29,10,5967
2014-01-29,11,5979
2014-01-29,12,5926
2014-01-29,13,5921
2014-01-29,14,5963
2014-01-29,15,5995
2014-01-29,16,6186
2014-01-29,17,6130
2014-01-29,18,6041
2014-01-29,19,5855
2014-01-29,20,5623
2014-01-29,21,5422
2014-01-29,22,5146
2014-01-29,23,4805
2014-01-30,0,4580
2014-01-30,1,4365
2014-01-30,2,4307
2014-01-30,3,4418
2014-01-30,4,4806
2014-01-30,5,5615
2014-01-30,6,5862
2014-01-30,7,5916
2014-01-30,8,5958
2014-01-30,9,5953
2014-01-30,10,5939
2014-01-30,11,5908
2014-01-30,12,5878
2014-01-30,13,5883
2014-01-30,14,5908
2014-01-30,15,5956
2014-01-30,16,6152
2014-01-30,17,6084
2014-01-30,18,6002
2014-01-30,19,5823
2014-01-30,20,5587
2014-01-30,21,5390
2014-01-30,22,5112
2014-01-30,23,4796
2014-01-31,0,4561
2014-01-31,1,4327
2014-01-31,2,4263
2014-01-31,3,4366
2014-01-31,4,4751
2014-01-31,5,5517
2014-01-31,6,5791
2014-01-31,7,5840
2014-01-31,8,5844
2014-01-31,9,5866
2014-01-31,10,5875
2014-01-31,11,5874
2014-01-31,12,5815
2014-01-31,13,5828
2014-01-31,14,5825
2014-01-31,15,5894
2014-01-31,16,6131
2014-01-31,17,6037
2014-01-31,18,5933
2014-01-31,19,5745
2014-01-31,20,5570
2014-01-31,21,5385
2014-01-31,22,5130
2014-01-31,23,4756
2014-02-01,0,4554
2014-02-01,1,4324
2014-02-01,2,4225
2014-02-01,3,4225
2014-02-01,4,4370
2014-02-01,5,4680
2014-02-01,6,4960
2014-02-01,7,5217
2014-02-01,8,5427
2014-02-01,9,5549
2014-02-01,10,5595
2014-02-01,11,5565
2014-02-01,12,5385
2014-02-01,13,5338
2014-02-01,14,5326
2014-02-01,15,5410
2014-02-01,16,5645
2014-02-01,17,5596
2014-02-01,18,5547
2014-02-01,19,5359
2014-02-01,20,5118
2014-02-01,21,4870
2014-02-01,22,4701
2014-02-01,23,4414
2014-02-02,0,4283
2014-02-02,1,4065
2014-02-02,2,3953
2014-02-02,3,3937
2014-02-02,4,4037
2014-02-02,5,4236
2014-02-02,6,4513
2014-02-02,7,4815
2014-02-02,8,5124
2014-02-02,9,5295
2014-02-02,10,5344
2014-02-02,11,5281
2014-02-02,12,5154
2014-02-02,13,5092
2014-02-02,14,5072
2014-02-02,15,5189
2014-02-02,16,5462
2014-02-02,17,5482
2014-02-02,18,5474
2014-02-02,19,5302
2014-02-02,20,5001
2014-02-02,21,4769
2014-02-02,22,4573
2014-02-02,23,4376
2014-02-03,0,4243
2014-02-03,1,4055
2014-02-03,2,3990
2014-02-03,3,4104
2014-02-03,4,4539
2014-02-03,5,5443
2014-02-03,6,5703
2014-02-03,7,5759
2014-02-03,8,5774
2014-02-03,9,5786
2014-02-03,10,5777
2014-02-03,11,5768
2014-02-03,12,5743
2014-02-03,13,5727
2014-02-03,14,5758
2014-02-03,15,5744
2014-02-03,16,6058
2014-02-03,17,6068
2014-02-03,18,6017
2014-02-03,19,5815
2014-02-03,20,5571
2014-02-03,21,5369
2014-02-03,22,5092
2014-02-03,23,4706
2014-02-04,0,4491
2014-02-04,1,4306
2014-02-04,2,4256
2014-02-04,3,4370
2014-02-04,4,4743
2014-02-04,5,5540
2014-02-04,6,5754
2014-02-04,7,5757
2014-02-04,8,5768
2014-02-04,9,5773
2014-02-04,10,5759
2014-02-04,11,5776
2014-02-04,12,5750
2014-02-04,13,5757
2014-02-04,14,5784
2014-02-04,15,5800
2014-02-04,16,6099
2014-02-04,17,6108
2014-02-04,18,6059
2014-02-04,19,5887
2014-02-04,20,5621
2014-02-04,21,5403
2014-02-04,22,5130
2014-02-04,23,4799
2014-02-05,0,4571
2014-02-05,1,4379
2014-02-05,2,4322
2014-02-05,3,4428
2014-02-05,4,4799
2014-02-05,5,5623
2014-02-05,6,5841
2014-02-05,7,5870
2014-02-05,8,5892
2014-02-05,9,5898
2014-02-05,10,5876
2014-02-05,11,5847
2014-02-05,12,5764
2014-02-05,13,5746
2014-02-05,14,5814
2014-02-05,15,5815
2014-02-05,16,6096
2014-02-05,17,6078
2014-02-05,18,6032
2014-02-05,19,5848
2014-02-05,20,5608
2014-02-05,21,5402
2014-02-05,22,5145
2014-02-05,23,4789
2014-02-06,0,4530
2014-02-06,1,4326
2014-02-06,2,4243
2014-02-06,3,4352
2014-02-06,4,4759
2014-02-06,5,5549
2014-02-06,6,5807
2014-02-06,7,5862
2014-02-06,8,5903
2014-02-06,9,5963
2014-02-06,10,5965
2014-02-06,11,5963
2014-02-06,12,5893
2014-02-06,13,5861
2014-02-06,14,5900
2014-02-06,15,5859
2014-02-06,16,6046
2014-02-06,17,6042
2014-02-06,18,5972
2014-02-06,19,5785
2014-02-06,20,5565
2014-02-06,21,5350
2014-02-06,22,5070
2014-02-06,23,4739
2014-02-07,0,4515
2014-02-07,1,4280
2014-02-07,2,4219
2014-02-07,3,4320
2014-02-07,4,4699
2014-02-07,5,5487
2014-02-07,6,5768
2014-02-07,7,5793
2014-02-07,8,5808
2014-02-07,9,5838
2014-02-07,10,5867
2014-02-07,11,5880
2014-02-07,12,5821
2014-02-07,13,5800
2014-02-07,14,5823
2014-02-07,15,5787
2014-02-07,16,5951
2014-02-07,17,5910
2014-02-07,18,5813
2014-02-07,19,5645
2014-02-07,20,5453
2014-02-07,21,5266
2014-02-07,22,4993
2014-02-07,23,4634
2014-02-08,0,4434
2014-02-08,1,4173
2014-02-08,2,4059
2014-02-08,3,4070
2014-02-08,4,4205
2014-02-08,5,4525
2014-02-08,6,4798
2014-02-08,7,5054
2014-02-08,8,5248
2014-02-08,9,5367
2014-02-08,10,5436
2014-02-08,11,5389
2014-02-08,12,5275
2014-02-08,13,5204
2014-02-08,14,5185
2014-02-08,15,5240
2014-02-08,16,5422
2014-02-08,17,5379
2014-02-08,18,5301
2014-02-08,19,5162
2014-02-08,20,4920
2014-02-08,21,4693
2014-02-08,22,4476
2014-02-08,23,4209
2014-02-09,0,4051
2014-02-09,1,3828
2014-02-09,2,3710
2014-02-09,3,3717
2014-02-09,4,3828
2014-02-09,5,4037
2014-02-09,6,4299
2014-02-09,7,4606
2014-02-09,8,4867
2014-02-09,9,5030
2014-02-09,10,5118
2014-02-09,11,5053
2014-02-09,12,4932
2014-02-09,13,4892
2014-02-09,14,4898
2014-02-09,15,4987
2014-02-09,16,5243
2014-02-09,17,5283
2014-02-09,18,5298
2014-02-09,19,5130
2014-02-09,20,4883
2014-02-09,21,4665
2014-02-09,22,4450
2014-02-09,23,4213
2014-02-10,0,4054
2014-02-10,1,3858
2014-02-10,2,3797
2014-02-10,3,3910
2014-02-10,4,4368
2014-02-10,5,5271
2014-02-10,6,5512
2014-02-10,7,5539
2014-02-10,8,5554
2014-02-10,9,5571
2014-02-10,10,5575
2014-02-10,11,5611
2014-02-10,12,5564
2014-02-10,13,5552
2014-02-10,14,5585
2014-02-10,15,5564
2014-02-10,16,5864
2014-02-10,17,5889
2014-02-10,18,5832
2014-02-10,19,5642
2014-02-10,20,5403
2014-02-10,21,5185
2014-02-10,22,4904
2014-02-10,23,4574
2014-02-11,0,4356
2014-02-11,1,4134
2014-02-11,2,4080
2014-02-11,3,4194
2014-02-11,4,4599
2014-02-11,5,5367
2014-02-11,6,5621
2014-02-11,7,5688
2014-02-11,8,5790
2014-02-11,9,5875
2014-02-11,10,5873
2014-02-11,11,5890
2014-02-11,12,5889
2014-02-11,13,5860
2014-02-11,14,5901
2014-02-11,15,5834
2014-02-11,16,5969
2014-02-11,17,5995
2014-02-11,18,5901
2014-02-11,19,5695
2014-02-11,20,5470
2014-02-11,21,5259
2014-02-11,22,4957
2014-02-11,23,4624
2014-02-12,0,4400
2014-02-12,1,4149
2014-02-12,2,4094
2014-02-12,3,4210
2014-02-12,4,4597
2014-02-12,5,5347
2014-02-12,6,5626
2014-02-12,7,5673
2014-02-12,8,5735
2014-02-12,9,5781
2014-02-12,10,5778
2014-02-12,11,5792
2014-02-12,12,5789
2014-02-12,13,5787
2014-02-12,14,5806
2014-02-12,15,5776
2014-02-12,16,5964
2014-02-12,17,5976
2014-02-12,18,5904
2014-02-12,19,5730
2014-02-12,20,5512
2014-02-12,21,5305
2014-02-12,22,5021
2014-02-12,23,4656
2014-02-13,0,4425
2014-02-13,1,4223
2014-02-13,2,4155
2014-02-13,3,4249
2014-02-13,4,4650
2014-02-13,5,5392
2014-02-13,6,5639
2014-02-13,7,5662
2014-02-13,8,5649
2014-02-13,9,5685
2014-02-13,10,5671
2014-02-13,11,5662
2014-02-13,12,5635
2014-02-13,13,5606
2014-02-13,14,5611
2014-02-13,15,5553
2014-02-13,16,5824
2014-02-13,17,5928
2014-02-13,18,5868
2014-02-13,19,5708
2014-02-13,20,5487
2014-02-13,21,5264
2014-02-13,22,4973
2014-02-13,23,4636
2014-02-14,0,4426
2014-02-14,1,4201
2014-02-14,2,4134
2014-02-14,3,4231
2014-02-14,4,4593
2014-02-14,5,5337
2014-02-14,6,5608
2014-02-14,7,5664
2014-02-14,8,5696
2014-02-14,9,5748
2014-02-14,10,5729
2014-02-14,11,5721
2014-02-14,12,5668
2014-02-14,13,5635
2014-02-14,14,5641
2014-02-14,15,5565
2014-02-14,16,5760
2014-02-14,17,5825
2014-02-14,18,5759
2014-02-14,19,5603
2014-02-14,20,5405
2014-02-14,21,5246
2014-02-14,22,4952
2014-02-14,23,4601
2014-02-15,0,4382
2014-02-15,1,4134
2014-02-15,2,4024
2014-02-15,3,4035
2014-02-15,4,4175
2014-02-15,5,4422
2014-02-15,6,4735
2014-02-15,7,4933
2014-02-15,8,5135
2014-02-15,9,5218
2014-02-15,10,5221
2014-02-15,11,5169
2014-02-15,12,5034
2014-02-15,13,4986
2014-02-15,14,4953
2014-02-15,15,4968
2014-02-15,16,5216
2014-02-15,17,5358
2014-02-15,18,5287
2014-02-15,19,5104
2014-02-15,20,4866
2014-02-15,21,4641
2014-02-15,22,4443
2014-02-15,23,4172
2014-02-16,0,4042
2014-02-16,1,3837
2014-02-16,2,3740
2014-02-16,3,3748
2014-02-16,4,3846
2014-02-16,5,4012
2014-02-16,6,4265
2014-02-16,7,4570
2014-02-16,8,4804
2014-02-16,9,4909
2014-02-16,10,4935
2014-02-16,11,4855
2014-02-16,12,4753
2014-02-16,13,4745
2014-02-16,14,4730
2014-02-16,15,4764
2014-02-16,16,5054
2014-02-16,17,5179
2014-02-16,18,5200
2014-02-16,19,5051
2014-02-16,20,4776
2014-02-16,21,4560
2014-02-16,22,4360
2014-02-16,23,4143
2014-02-17,0,3982
2014-02-17,1,3799
2014-02-17,2,3715
2014-02-17,3,3842
2014-02-17,4,4291
2014-02-17,5,5166
2014-02-17,6,5490
2014-02-17,7,5611
2014-02-17,8,5707
2014-02-17,9,5772
2014-02-17,10,5766
2014-02-17,11,5761
2014-02-17,12,5718
2014-02-17,13,5704
2014-02-17,14,5724
2014-02-17,15,5659
2014-02-17,16,5811
2014-02-17,17,5857
2014-02-17,18,5814
2014-02-17,19,5629
2014-02-17,20,5384
2014-02-17,21,5159
2014-02-17,22,4868
2014-02-17,23,4531
2014-02-18,0,4306
2014-02-18,1,4090
2014-02-18,2,4032
2014-02-18,3,4146
2014-02-18,4,4531
2014-02-18,5,5280
2014-02-18,6,5529
2014-02-18,7,5553
2014-02-18,8,5582
2014-02-18,9,5593
2014-02-18,10,5611
2014-02-18,11,5613
2014-02-18,12,5576
2014-02-18,13,5597
2014-02-18,14,5625
2014-02-18,15,5581
2014-02-18,16,5819
2014-02-18,17,5904
2014-02-18,18,5834
2014-02-18,19,5644
2014-02-18,20,5415
2014-02-18,21,5189
2014-02-18,22,4900
2014-02-18,23,4553
2014-02-19,0,4334
2014-02-19,1,4129
2014-02-19,2,4084
2014-02-19,3,4192
2014-02-19,4,4570
2014-02-19,5,5313
2014-02-19,6,5597
2014-02-19,7,5642
2014-02-19,8,5698
2014-02-19,9,5855
2014-02-19,10,5750
2014-02-19,11,5753
2014-02-19,12,5717
2014-02-19,13,5668
2014-02-19,14,5718
2014-02-19,15,5699
2014-02-19,16,5864
2014-02-19,17,5937
2014-02-19,18,5874
2014-02-19,19,5669
2014-02-19,20,5433
2014-02-19,21,5221
2014-02-19,22,4950
2014-02-19,23,4586
2014-02-20,0,4358
2014-02-20,1,4141
2014-02-20,2,4083
2014-02-20,3,4182
2014-02-20,4,4562
2014-02-20,5,5315
2014-02-20,6,5615
2014-02-20,7,5645
2014-02-20,8,5679
2014-02-20,9,5719
2014-02-20,10,5689
2014-02-20,11,5668
2014-02-20,12,5632
2014-02-20,13,5594
2014-02-20,14,5606
2014-02-20,15,5560
2014-02-20,16,5786
2014-02-20,17,5942
2014-02-20,18,5899
2014-02-20,19,5703
2014-02-20,20,5470
2014-02-20,21,5270
2014-02-20,22,4977
2014-02-20,23,4639
2014-02-21,0,4392
2014-02-21,1,4156
2014-02-21,2,4111
2014-02-21,3,4215
2014-02-21,4,4591
2014-02-21,5,5281
2014-02-21,6,5596
2014-02-21,7,5700
2014-02-21,8,5800
2014-02-21,9,5876
2014-02-21,10,5880
2014-02-21,11,5862
2014-02-21,12,5814
2014-02-21,13,5773
2014-02-21,14,5770
2014-02-21,15,5721
2014-02-21,16,5836
2014-02-21,17,5871
2014-02-21,18,5761
2014-02-21,19,5581
2014-02-21,20,5392
2014-02-21,21,5213
2014-02-21,22,4927
2014-02-21,23,4580
2014-02-22,0,4372
2014-02-22,1,4130
2014-02-22,2,4046
2014-02-22,3,4061
2014-02-22,4,4199
2014-02-22,5,4415
2014-02-22,6,4744
2014-02-22,7,4978
2014-02-22,8,5202
2014-02-22,9,5325
2014-02-22,10,5368
2014-02-22,11,5336
2014-02-22,12,5219
2014-02-22,13,5123
2014-02-22,14,5079
2014-02-22,15,5110
2014-02-22,16,5230
2014-02-22,17,5339
2014-02-22,18,5293
2014-02-22,19,5123
2014-02-22,20,4880
2014-02-22,21,4634
2014-02-22,22,4467
2014-02-22,23,4204
2014-02-23,0,4045
2014-02-23,1,3818
2014-02-23,2,3718
2014-02-23,3,3733
2014-02-23,4,3842
2014-02-23,5,3981
2014-02-23,6,4297
2014-02-23,7,4595
2014-02-23,8,4840
2014-02-23,9,5020
2014-02-23,10,5053
2014-02-23,11,4984
2014-02-23,12,4864
2014-02-23,13,4813
2014-02-23,14,4780
2014-02-23,15,4788
2014-02-23,16,4959
2014-02-23,17,5220
2014-02-23,18,5233
2014-02-23,19,5078
2014-02-23,20,4824
2014-02-23,21,4584
2014-02-23,22,4374
2014-02-23,23,4185
2014-02-24,0,4036
2014-02-24,1,3828
2014-02-24,2,3783
2014-02-24,3,3911
2014-02-24,4,4347
2014-02-24,5,5125
2014-02-24,6,5420
2014-02-24,7,5480
2014-02-24,8,5477
2014-02-24,9,5503
2014-02-24,10,5511
2014-02-24,11,5550
2014-02-24,12,5550
2014-02-24,13,5533
2014-02-24,14,5561
2014-02-24,15,5499
2014-02-24,16,5664
2014-02-24,17,5861
2014-02-24,18,5827
2014-02-24,19,5637
2014-02-24,20,5413
2014-02-24,21,5167
2014-02-24,22,4880
2014-02-24,23,4530
2014-02-25,0,4305
2014-02-25,1,4077
2014-02-25,2,4011
2014-02-25,3,4122
2014-02-25,4,4498
2014-02-25,5,5215
2014-02-25,6,5499
2014-02-25,7,5568
2014-02-25,8,5615
2014-02-25,9,5661
2014-02-25,10,5679
2014-02-25,11,5695
2014-02-25,12,5656
2014-02-25,13,5636
2014-02-25,14,5658
2014-02-25,15,5587
2014-02-25,16,5711
2014-02-25,17,5905
2014-02-25,18,5844
2014-02-25,19,5649
2014-02-25,20,5399
2014-02-25,21,5179
2014-02-25,22,4872
2014-02-25,23,4545
2014-02-26,0,4334
2014-02-26,1,4108
2014-02-26,2,4057
2014-02-26,3,4180
2014-02-26,4,4572
2014-02-26,5,5249
2014-02-26,6,5509
2014-02-26,7,5492
2014-02-26,8,5498
2014-02-26,9,5507
2014-02-26,10,5488
2014-02-26,11,5475
2014-02-26,12,5450
2014-02-26,13,5432
2014-02-26,14,5466
2014-02-26,15,5426
2014-02-26,16,5633
2014-02-26,17,5857
2014-02-26,18,5813
2014-02-26,19,5631
2014-02-26,20,5411
2014-02-26,21,5199
2014-02-26,22,4909
2014-02-26,23,4559
2014-02-27,0,4332
2014-02-27,1,4120
2014-02-27,2,4046
2014-02-27,3,4158
2014-02-27,4,4548
2014-02-27,5,5189
2014-02-27,6,5477
2014-02-27,7,5540
2014-02-27,8,5586
2014-02-27,9,5626
2014-02-27,10,5601
2014-02-27,11,5621
2014-02-27,12,5559
2014-02-27,13,5530
2014-02-27,14,5570
2014-02-27,15,5515
2014-02-27,16,5638
2014-02-27,17,5839
2014-02-27,18,5794
2014-02-27,19,5596
2014-02-27,20,5369
2014-02-27,21,5124
2014-02-27,22,4852
2014-02-27,23,4560
2014-02-28,0,4342
2014-02-28,1,4103
2014-02-28,2,4060
2014-02-28,3,4139
2014-02-28,4,4543
2014-02-28,5,5195
2014-02-28,6,5459
2014-02-28,7,5499
2014-02-28,8,5526
2014-02-28,9,5532
2014-02-28,10,5588
2014-02-28,11,5640
2014-02-28,12,5610
2014-02-28,13,5562
2014-02-28,14,5594
2014-02-28,15,5527
2014-02-28,16,5612
2014-02-28,17,5786
2014-02-28,18,5703
2014-02-28,19,5530
2014-02-28,20,5298
2014-02-28,21,5108
2014-02-28,22,4845
2014-02-28,23,4486
2014-03-01,0,4271
2014-03-01,1,4041
2014-03-01,2,3935
2014-03-01,3,3969
2014-03-01,4,4120
2014-03-01,5,4341
2014-03-01,6,4680
2014-03-01,7,4916
2014-03-01,8,5027
2014-03-01,9,5102
2014-03-01,10,5107
2014-03-01,11,5054
2014-03-01,12,4907
2014-03-01,13,4813
2014-03-01,14,4757
2014-03-01,15,4746
2014-03-01,16,4962
2014-03-01,17,5298
2014-03-01,18,5259
2014-03-01,19,5090
2014-03-01,20,4832
2014-03-01,21,4555
2014-03-01,22,4370
2014-03-01,23,4119
2014-03-02,0,3971
2014-03-02,1,3760
2014-03-02,2,3663
2014-03-02,3,3663
2014-03-02,4,3784
2014-03-02,5,3924
2014-03-02,6,4271
2014-03-02,7,4543
2014-03-02,8,4753
2014-03-02,9,4879
2014-03-02,10,4894
2014-03-02,11,4821
2014-03-02,12,4700
2014-03-02,13,4652
2014-03-02,14,4619
2014-03-02,15,4690
2014-03-02,16,4910
2014-03-02,17,5175
2014-03-02,18,5168
2014-03-02,19,5013
2014-03-02,20,4759
2014-03-02,21,4512
2014-03-02,22,4293
2014-03-02,23,4114
2014-03-03,0,3977
2014-03-03,1,3775
2014-03-03,2,3689
2014-03-03,3,3797
2014-03-03,4,4252
2014-03-03,5,5027
2014-03-03,6,5374
2014-03-03,7,5446
2014-03-03,8,5543
2014-03-03,9,5595
2014-03-03,10,5628
2014-03-03,11,5676
2014-03-03,12,5649
2014-03-03,13,5624
2014-03-03,14,5659
2014-03-03,15,5598
2014-03-03,16,5647
2014-03-03,17,5810
2014-03-03,18,5760
2014-03-03,19,5578
2014-03-03,20,5341
2014-03-03,21,5111
2014-03-03,22,4821
2014-03-03,23,4499
2014-03-04,0,4289
2014-03-04,1,4069
2014-03-04,2,4017
2014-03-04,3,4140
2014-03-04,4,4518
2014-03-04,5,5172
2014-03-04,6,5471
2014-03-04,7,5520
2014-03-04,8,5532
2014-03-04,9,5556
2014-03-04,10,5562
2014-03-04,11,5540
2014-03-04,12,5552
2014-03-04,13,5581
2014-03-04,14,5575
2014-03-04,15,5488
2014-03-04,16,5554
2014-03-04,17,5827
2014-03-04,18,5805
2014-03-04,19,5620
2014-03-04,20,5375
2014-03-04,21,5173
2014-03-04,22,4898
2014-03-04,23,4549
2014-03-05,0,4312
2014-03-05,1,4086
2014-03-05,2,4015
2014-03-05,3,4141
2014-03-05,4,4520
2014-03-05,5,5173
2014-03-05,6,5457
2014-03-05,7,5512
2014-03-05,8,5532
2014-03-05,9,5543
2014-03-05,10,5527
2014-03-05,11,5521
2014-03-05,12,5513
2014-03-05,13,5510
2014-03-05,14,5545
2014-03-05,15,5535
2014-03-05,16,5661
2014-03-05,17,5850
2014-03-05,18,5808
2014-03-05,19,5626
2014-03-05,20,5391
2014-03-05,21,5167
2014-03-05,22,4859
2014-03-05,23,4532
2014-03-06,0,4305
2014-03-06,1,4096
2014-03-06,2,4035
2014-03-06,3,4154
2014-03-06,4,4545
2014-03-06,5,5160
2014-03-06,6,5472
2014-03-06,7,5531
2014-03-06,8,5555
2014-03-06,9,5594
2014-03-06,10,5586
2014-03-06,11,5559
2014-03-06,12,5503
2014-03-06,13,5483
2014-03-06,14,5503
2014-03-06,15,5429
2014-03-06,16,5502
2014-03-06,17,5833
2014-03-06,18,5800
2014-03-06,19,5645
2014-03-06,20,5410
2014-03-06,21,5201
2014-03-06,22,4910
2014-03-06,23,4584
2014-03-07,0,4348
2014-03-07,1,4115
2014-03-07,2,4051
2014-03-07,3,4159
2014-03-07,4,4548
2014-03-07,5,5196
2014-03-07,6,5491
2014-03-07,7,5535
2014-03-07,8,5557
2014-03-07,9,5603
2014-03-07,10,5590
2014-03-07,11,5618
2014-03-07,12,5584
2014-03-07,13,5564
2014-03-07,14,5566
2014-03-07,15,5500
2014-03-07,16,5564
2014-03-07,17,5772
2014-03-07,18,5735
2014-03-07,19,5568
2014-03-07,20,5347
2014-03-07,21,5168
2014-03-07,22,4889
2014-03-07,23,4496
2014-03-08,0,4294
2014-03-08,1,4039
2014-03-08,2,3952
2014-03-08,3,3999
2014-03-08,4,4134
2014-03-08,5,4328
2014-03-08,6,4710
2014-03-08,7,4870
2014-03-08,8,4984
2014-03-08,9,5052
2014-03-08,10,5061
2014-03-08,11,5042
2014-03-08,12,4896
2014-03-08,13,4800
2014-03-08,14,4744
2014-03-08,15,4741
2014-03-08,16,4842
2014-03-08,17,5271
2014-03-08,18,5260
2014-03-08,19,5077
2014-03-08,20,4836
2014-03-08,21,4590
2014-03-08,22,4389
2014-03-08,23,
2014-03-09,0,
2014-03-09,1,
2014-03-09,2,
2014-03-09,3,
2014-03-09,4,
2014-03-09,5,
2014-03-09,6,
2014-03-09,7,
2014-03-09,8,
2014-03-09,9,
2014-03-09,10,
2014-03-09,11,
2014-03-09,12,
2014-03-09,13,
2014-03-09,14,
2014-03-09,15,
2014-03-09,16,
2014-03-09,17,
2014-03-09,18,
2014-03-09,19,
2014-03-09,20,
2014-03-09,21,
2014-03-09,22,
2014-03-09,23,4155
2014-03-10,0,3983
2014-03-10,1,3805
2014-03-10,2,3738
2014-03-10,3,3878
2014-03-10,4,4304
2014-03-10,5,5013
2014-03-10,6,5316
2014-03-10,7,5365
2014-03-10,8,5387
2014-03-10,9,5396
2014-03-10,10,5395
2014-03-10,11,5392
2014-03-10,12,5339
2014-03-10,13,5326
2014-03-10,14,5340
2014-03-10,15,5287
2014-03-10,16,5393
2014-03-10,17,5758
2014-03-10,18,5768
2014-03-10,19,5576
2014-03-10,20,5307
2014-03-10,21,5068
2014-03-10,22,4824
2014-03-10,23,4490
2014-03-11,0,4277
2014-03-11,1,4072
2014-03-11,2,4032
2014-03-11,3,4155
2014-03-11,4,4504
2014-03-11,5,5144
2014-03-11,6,5410
2014-03-11,7,5403
2014-03-11,8,5377
2014-03-11,9,5375
2014-03-11,10,5353
2014-03-11,11,5369
2014-03-11,12,5337
2014-03-11,13,5322
2014-03-11,14,5321
2014-03-11,15,5233
2014-03-11,16,5278
2014-03-11,17,5753
2014-03-11,18,5803
2014-03-11,19,5615
2014-03-11,20,5364
2014-03-11,21,5143
2014-03-11,22,4851
2014-03-11,23,4478
2014-03-12,0,4267
2014-03-12,1,4058
2014-03-12,2,4005
2014-03-12,3,4148
2014-03-12,4,4521
2014-03-12,5,5117
2014-03-12,6,5362
2014-03-12,7,5343
2014-03-12,8,5331
2014-03-12,9,5356
2014-03-12,10,5349
2014-03-12,11,5331
2014-03-12,12,5283
2014-03-12,13,5283
2014-03-12,14,5300
2014-03-12,15,5206
2014-03-12,16,5272
2014-03-12,17,5722
2014-03-12,18,5781
2014-03-12,19,5595
2014-03-12,20,5336
2014-03-12,21,5136
2014-03-12,22,4863
2014-03-12,23,4511
2014-03-13,0,4257
2014-03-13,1,4038
2014-03-13,2,3992
2014-03-13,3,4112
2014-03-13,4,4476
2014-03-13,5,5079
2014-03-13,6,5332
2014-03-13,7,5302
2014-03-13,8,5281
2014-03-13,9,5288
2014-03-13,10,5290
2014-03-13,11,5305
2014-03-13,12,5281
2014-03-13,13,5228
2014-03-13,14,5230
2014-03-13,15,5147
2014-03-13,16,5180
2014-03-13,17,5655
2014-03-13,18,5714
2014-03-13,19,5537
2014-03-13,20,5285
2014-03-13,21,5084
2014-03-13,22,4811
2014-03-13,23,4471
2014-03-14,0,4252
2014-03-14,1,4035
2014-03-14,2,3970
2014-03-14,3,4109
2014-03-14,4,4462
2014-03-14,5,5047
2014-03-14,6,5291
2014-03-14,7,5266
2014-03-14,8,5275
2014-03-14,9,5268
2014-03-14,10,5269
2014-03-14,11,5251
2014-03-14,12,5210
2014-03-14,13,5180
2014-03-14,14,5159
2014-03-14,15,5083
2014-03-14,16,5071
2014-03-14,17,5488
2014-03-14,18,5525
2014-03-14,19,5346
2014-03-14,20,5111
2014-03-14,21,4930
2014-03-14,22,4652
2014-03-14,23,4271
2014-03-15,0,4067
2014-03-15,1,3829
2014-03-15,2,3781
2014-03-15,3,3785
2014-03-15,4,3735
2014-03-15,5,3794
2014-03-15,6,4136
2014-03-15,7,4324
2014-03-15,8,4436
2014-03-15,9,4465
2014-03-15,10,4461
2014-03-15,11,4476
2014-03-15,12,4400
2014-03-15,13,4392
2014-03-15,14,4438
2014-03-15,15,4546
2014-03-15,16,4611
2014-03-15,17,4834
2014-03-15,18,4799
2014-03-15,19,4622
2014-03-15,20,4395
2014-03-15,21,4170
2014-03-15,22,4008
2014-03-15,23,3781
2014-03-16,0,3654
2014-03-16,1,3475
2014-03-16,2,3385
2014-03-16,3,3411
2014-03-16,4,3536
2014-03-16,5,3781
2014-03-16,6,4198
2014-03-16,7,4502
2014-03-16,8,4723
2014-03-16,9,4864
2014-03-16,10,4889
2014-03-16,11,4782
2014-03-16,12,4619
2014-03-16,13,4569
2014-03-16,14,4535
2014-03-16,15,4565
2014-03-16,16,4659
2014-03-16,17,5051
2014-03-16,18,5132
2014-03-16,19,4938
2014-03-16,20,4650
2014-03-16,21,4405
2014-03-16,22,4214
2014-03-16,23,3998
2014-03-17,0,3829
2014-03-17,1,3647
2014-03-17,2,3607
2014-03-17,3,3719
2014-03-17,4,4131
2014-03-17,5,4846
2014-03-17,6,5154
2014-03-17,7,5201
2014-03-17,8,5241
2014-03-17,9,5286
2014-03-17,10,5312
2014-03-17,11,5331
2014-03-17,12,5305
2014-03-17,13,5285
2014-03-17,14,5275
2014-03-17,15,5167
2014-03-17,16,5168
