date,tick,export,import,system_load
2016.03.08.,20-21,608,2511,5393
2016.03.08.,21-22,622,2337,5191
2016.03.08.,22-23,582,2119,4895
2016.03.08.,23-24,621,1921,4645
2016.03.09.,0-1,884,1887,4340
2016.03.09.,1-2,834,1669,4146
2016.03.09.,2-3,827,1485,3947
2016.03.09.,3-4,708,1308,3879
2016.03.09.,4-5,591,1331,4015
2016.03.09.,5-6,730,1777,4356
2016.03.09.,6-7,500,2110,4980
2016.03.09.,7-8,435,2252,5257
2016.03.09.,8-9,565,2423,5262
2016.03.09.,9-10,637,2519,5271
2016.03.09.,10-11,759,2657,5269
2016.03.09.,11-12,785,2763,5303
2016.03.09.,12-13,717,2743,5291
2016.03.09.,13-14,714,2671,5227
2016.03.09.,14-15,644,2599,5193
2016.03.09.,15-16,518,2465,5201
2016.03.09.,16-17,479,2364,5151
2016.03.09.,17-18,335,2300,5235
2016.03.09.,18-19,302,2405,5625
2016.03.09.,19-20,300,2364,5603
2016.03.09.,20-21,366,2399,5414
2016.03.09.,21-22,501,2311,5173
2016.03.09.,22-23,613,2256,4934
2016.03.09.,23-24,724,2091,4660
2016.03.10.,0-1,954,2036,4345
2016.03.10.,1-2,1006,1947,4139
2016.03.10.,2-3,1109,1807,3947
2016.03.10.,3-4,1119,1768,3865
2016.03.10.,4-5,1053,1786,4001
2016.03.10.,5-6,910,1928,4347
2016.03.10.,6-7,703,2291,4978
2016.03.10.,7-8,508,2265,5260
2016.03.10.,8-9,422,2266,5283
2016.03.10.,9-10,349,2288,5276
2016.03.10.,10-11,422,2401,5263
2016.03.10.,11-12,435,2480,5300
2016.03.10.,12-13,407,2460,5327
2016.03.10.,13-14,433,2398,5264
2016.03.10.,14-15,399,2341,5233
2016.03.10.,15-16,341,2279,5252
2016.03.10.,16-17,284,2073,5197
2016.03.10.,17-18,167,2024,5272
2016.03.10.,18-19,135,2082,5559
2016.03.10.,19-20,151,2045,5550
2016.03.10.,20-21,193,1961,5358
2016.03.10.,21-22,302,1949,5119
2016.03.10.,22-23,407,1870,4878
2016.03.10.,23-24,464,1689,4623
2016.03.11.,0-1,483,1565,4314
2016.03.11.,1-2,496,1405,4121
2016.03.11.,2-3,536,1275,3903
2016.03.11.,3-4,518,1179,3831
2016.03.11.,4-5,543,1316,3943
2016.03.11.,5-6,574,1635,4295
2016.03.11.,6-7,513,2024,4905
2016.03.11.,7-8,359,2009,5202
2016.03.11.,8-9,405,2052,5189
2016.03.11.,9-10,422,2140,5197
2016.03.11.,10-11,423,2187,5210
2016.03.11.,11-12,452,2296,5223
2016.03.11.,12-13,524,2457,5251
2016.03.11.,13-14,499,2328,5220
2016.03.11.,14-15,449,2261,5183
2016.03.11.,15-16,450,2177,5186
2016.03.11.,16-17,407,2085,5140
2016.03.11.,17-18,478,2185,5215
2016.03.11.,18-19,577,2489,5482
2016.03.11.,19-20,665,2514,5428
2016.03.11.,20-21,619,2381,5242
2016.03.11.,21-22,702,2293,5026
2016.03.11.,22-23,617,2164,4801
2016.03.11.,23-24,695,2014,4546
2016.03.12.,0-1,602,1696,4226
2016.03.12.,1-2,618,1578,4018
2016.03.12.,2-3,623,1385,3811
2016.03.12.,3-4,652,1316,3705
2016.03.12.,4-5,630,1344,3723
2016.03.12.,5-6,643,1440,3823
2016.03.12.,6-7,529,1592,4081
2016.03.12.,7-8,497,1854,4449
2016.03.12.,8-9,427,1986,4650
2016.03.12.,9-10,396,2045,4768
2016.03.12.,10-11,301,2009,4830
2016.03.12.,11-12,359,2119,4899
2016.03.12.,12-13,481,2234,4887
2016.03.12.,13-14,524,2162,4773
2016.03.12.,14-15,455,2037,4705
2016.03.12.,15-16,432,1965,4675
2016.03.12.,16-17,430,1933,4693
2016.03.12.,17-18,471,2127,4782
2016.03.12.,18-19,426,2307,4996
2016.03.12.,19-20,418,2293,4979
2016.03.12.,20-21,455,2179,4801
2016.03.12.,21-22,466,1964,4577
2016.03.12.,22-23,404,1645,4285
2016.03.12.,23-24,552,1574,4061
2016.03.13.,0-1,698,1457,3786
2016.03.13.,1-2,778,1399,3662
2016.03.13.,2-3,818,1297,3496
2016.03.13.,3-4,784,1152,3402
2016.03.13.,4-5,710,1097,3418
2016.03.13.,5-6,741,1166,3455
2016.03.13.,6-7,684,1248,3603
2016.03.13.,7-8,650,1477,3948
2016.03.13.,8-9,480,1601,4204
2016.03.13.,9-10,391,1720,4391
2016.03.13.,10-11,344,1751,4470
2016.03.13.,11-12,370,1824,4512
2016.03.13.,12-13,421,1734,4431
2016.03.13.,13-14,405,1559,4269
2016.03.13.,14-15,394,1477,4207
2016.03.13.,15-16,379,1458,4191
2016.03.13.,16-17,403,1477,4219
2016.03.13.,17-18,513,1750,4293
2016.03.13.,18-19,515,2026,4641
2016.03.13.,19-20,388,1929,4655
2016.03.13.,20-21,280,1702,4533
2016.03.13.,21-22,408,1613,4348
2016.03.13.,22-23,579,1581,4137
2016.03.13.,23-24,795,1487,3916
2016.03.14.,0-1,949,1367,3671
2016.03.14.,1-2,948,1267,3566
2016.03.14.,2-3,899,1077,3401
2016.03.14.,3-4,927,1037,3324
2016.03.14.,4-5,960,1129,3387
2016.03.14.,5-6,970,1262,3510
2016.03.14.,6-7,859,1315,3749
2016.03.14.,7-8,847,1521,4076
2016.03.14.,8-9,769,1720,4265
2016.03.14.,9-10,807,1922,4362
2016.03.14.,10-11,814,2013,4380
2016.03.14.,11-12,800,2081,4425
2016.03.14.,12-13,763,1999,4419
2016.03.14.,13-14,782,1876,4288
2016.03.14.,14-15,757,1801,4199
2016.03.14.,15-16,699,1727,4164
2016.03.14.,16-17,631,1666,4167
2016.03.14.,17-18,495,1578,4270
2016.03.14.,18-19,426,1757,4714
2016.03.14.,19-20,461,1755,4757
2016.03.14.,20-21,555,1671,4594
2016.03.14.,21-22,726,1678,4374
2016.03.14.,22-23,748,1527,4141
2016.03.14.,23-24,862,1437,3908
2016.03.15.,0-1,959,1357,3626
2016.03.15.,1-2,938,1238,3511
2016.03.15.,2-3,963,1117,3339
2016.03.15.,3-4,994,1018,3226
2016.03.15.,4-5,970,1004,3232
2016.03.15.,5-6,1017,1134,3295
2016.03.15.,6-7,990,1176,3412
2016.03.15.,7-8,847,1216,3733
2016.03.15.,8-9,793,1417,4037
2016.03.15.,9-10,734,1560,4294
2016.03.15.,10-11,724,1658,4432
2016.03.15.,11-12,768,1752,4509
2016.03.15.,12-13,901,1756,4486
2016.03.15.,13-14,985,1708,4353
2016.03.15.,14-15,1052,1698,4287
2016.03.15.,15-16,1140,1743,4262
2016.03.15.,16-17,1155,1680,4279
2016.03.15.,17-18,1065,1724,4373
2016.03.15.,18-19,802,1804,4695
2016.03.15.,19-20,667,1756,4732
2016.03.15.,20-21,841,1808,4574
2016.03.15.,21-22,906,1802,4351
2016.03.15.,22-23,972,1790,4117
2016.03.15.,23-24,1013,1629,3871
2016.03.16.,0-1,993,1412,3601
2016.03.16.,1-2,996,1361,3516
2016.03.16.,2-3,1021,1244,3371
2016.03.16.,3-4,1017,1173,3288
2016.03.16.,4-5,912,1290,3475
2016.03.16.,5-6,865,1638,3919
2016.03.16.,6-7,633,2108,4739
2016.03.16.,7-8,511,2245,5102
2016.03.16.,8-9,465,2264,5187
2016.03.16.,9-10,588,2401,5210
2016.03.16.,10-11,623,2453,5205
2016.03.16.,11-12,621,2481,5253
2016.03.16.,12-13,695,2602,5313
2016.03.16.,13-14,707,2513,5269
2016.03.16.,14-15,681,2456,5241
2016.03.16.,15-16,644,2345,5286
2016.03.16.,16-17,597,2230,5193
2016.03.16.,17-18,647,2373,5213
2016.03.16.,18-19,482,2491,5546
2016.03.16.,19-20,412,2408,5575
2016.03.16.,20-21,509,2332,5382
2016.03.16.,21-22,531,2294,5168
2016.03.16.,22-23,608,2120,4909
2016.03.16.,23-24,649,2007,4652
2016.03.17.,0-1,743,1825,4334
2016.03.17.,1-2,660,1555,4132
2016.03.17.,2-3,629,1327,3949
2016.03.17.,3-4,670,1269,3885
2016.03.17.,4-5,619,1379,4001
2016.03.17.,5-6,659,1646,4313
2016.03.17.,6-7,446,2018,4945
2016.03.17.,7-8,471,2262,5212
2016.03.17.,8-9,550,2307,5186
2016.03.17.,9-10,628,2387,5185
2016.03.17.,10-11,714,2489,5193
2016.03.17.,11-12,706,2533,5234
2016.03.17.,12-13,701,2561,5278
2016.03.17.,13-14,711,2506,5207
2016.03.17.,14-15,679,2470,5169
2016.03.17.,15-16,754,2545,5143
2016.03.17.,16-17,741,2465,5064
2016.03.17.,17-18,527,2328,5110
2016.03.17.,18-19,330,2449,5524
2016.03.17.,19-20,352,2451,5573
2016.03.17.,20-21,343,2264,5397
2016.03.17.,21-22,641,2357,5161
2016.03.17.,22-23,799,2365,4887
2016.03.17.,23-24,903,2241,4641
2016.03.18.,0-1,972,1985,4337
2016.03.18.,1-2,1043,1882,4162
2016.03.18.,2-3,1105,1776,3961
2016.03.18.,3-4,1093,1702,3888
2016.03.18.,4-5,1054,1767,4001
2016.03.18.,5-6,1080,2061,4320
2016.03.18.,6-7,864,2363,4949
2016.03.18.,7-8,659,2345,5201
2016.03.18.,8-9,805,2483,5181
2016.03.18.,9-10,766,2434,5172
2016.03.18.,10-11,751,2414,5182
2016.03.18.,11-12,748,2492,5208
2016.03.18.,12-13,634,2435,5226
2016.03.18.,13-14,688,2371,5131
2016.03.18.,14-15,652,2308,5093
2016.03.18.,15-16,586,2200,5073
2016.03.18.,16-17,563,2153,5024
2016.03.18.,17-18,461,2076,5038
2016.03.18.,18-19,409,2292,5408
2016.03.18.,19-20,371,2183,5434
2016.03.18.,20-21,456,2106,5252
2016.03.18.,21-22,573,2077,5054
2016.03.18.,22-23,665,2005,4834
2016.03.18.,23-24,706,1829,4599
2016.03.19.,0-1,764,1788,4294
2016.03.19.,1-2,836,1677,4072
2016.03.19.,2-3,768,1419,3855
2016.03.19.,3-4,762,1337,3764
2016.03.19.,4-5,745,1387,3825
2016.03.19.,5-6,902,1648,3911
2016.03.19.,6-7,767,1807,4215
2016.03.19.,7-8,745,2097,4572
2016.03.19.,8-9,585,2145,4725
2016.03.19.,9-10,420,2087,4815
2016.03.19.,10-11,394,2117,4905
2016.03.19.,11-12,578,2321,4967
2016.03.19.,12-13,648,2391,4948
2016.03.19.,13-14,681,2233,4776
2016.03.19.,14-15,666,2168,4667
2016.03.19.,15-16,676,2116,4626
2016.03.19.,16-17,726,2158,4614
2016.03.19.,17-18,914,2418,4642
2016.03.19.,18-19,798,2551,5010
2016.03.19.,19-20,725,2527,5080
2016.03.19.,20-21,841,2492,4943
2016.03.19.,21-22,942,2381,4675
2016.03.19.,22-23,923,2117,4387
2016.03.19.,23-24,1013,1992,4143
2016.03.20.,0-1,1106,1839,3845
2016.03.20.,1-2,1129,1873,3748
2016.03.20.,2-3,1091,1776,3590
2016.03.20.,3-4,1084,1729,3479
2016.03.20.,4-5,1058,1722,3483
2016.03.20.,5-6,1110,1786,3516
2016.03.20.,6-7,1013,1832,3715
2016.03.20.,7-8,861,1870,4053
2016.03.20.,8-9,715,1873,4271
2016.03.20.,9-10,544,1857,4451
2016.03.20.,10-11,500,1900,4531
2016.03.20.,11-12,461,1897,4570
2016.03.20.,12-13,509,1888,4482
2016.03.20.,13-14,568,1887,4307
2016.03.20.,14-15,570,1862,4217
2016.03.20.,15-16,631,1820,4207
2016.03.20.,16-17,678,1801,4208
2016.03.20.,17-18,614,1935,4311
2016.03.20.,18-19,623,2273,4810
2016.03.20.,19-20,494,2227,4947
2016.03.20.,20-21,643,2157,4805
2016.03.20.,21-22,702,1968,4551
2016.03.20.,22-23,830,1883,4302
2016.03.20.,23-24,962,1854,4077
2016.03.21.,0-1,1100,1765,3805
2016.03.21.,1-2,1107,1727,3708
2016.03.21.,2-3,1146,1682,3539
2016.03.21.,3-4,1134,1643,3482
2016.03.21.,4-5,1097,1719,3619
2016.03.21.,5-6,1039,1956,4009
2016.03.21.,6-7,843,2332,4802
2016.03.21.,7-8,751,2500,5127
2016.03.21.,8-9,747,2530,5152
2016.03.21.,9-10,749,2537,5164
2016.03.21.,10-11,784,2570,5167
2016.03.21.,11-12,710,2536,5225
2016.03.21.,12-13,624,2509,5276
2016.03.21.,13-14,635,2460,5171
2016.03.21.,14-15,662,2491,5153
2016.03.21.,15-16,725,2590,5159
2016.03.21.,16-17,778,2557,5073
2016.03.21.,17-18,875,2635,5071
2016.03.21.,18-19,574,2724,5453
2016.03.21.,19-20,452,2600,5513
2016.03.21.,20-21,662,2629,5310
2016.03.21.,21-22,777,2548,5068
2016.03.21.,22-23,807,2349,4794
2016.03.21.,23-24,997,2184,4540
2016.03.22.,0-1,1066,1883,4230
2016.03.22.,1-2,1081,1748,4033
2016.03.22.,2-3,1117,1616,3853
2016.03.22.,3-4,1157,1592,3777
2016.03.22.,4-5,1320,1886,3922
2016.03.22.,5-6,1470,2277,4225
2016.03.22.,6-7,1330,2598,4892
2016.03.22.,7-8,1205,2724,5190
2016.03.22.,8-9,1101,2600,5184
2016.03.22.,9-10,1166,2675,5192
2016.03.22.,10-11,1182,2685,5208
2016.03.22.,11-12,1125,2657,5265
2016.03.22.,12-13,1189,2768,5291
2016.03.22.,13-14,1181,2705,5234
2016.03.22.,14-15,1140,2670,5203
2016.03.22.,15-16,1145,2689,5200
2016.03.22.,16-17,1106,2639,5109
2016.03.22.,17-18,1066,2548,5115
2016.03.22.,18-19,839,2659,5467
2016.03.22.,19-20,677,2522,5523
2016.03.22.,20-21,968,2649,5343
2016.03.22.,21-22,969,2410,5105
2016.03.22.,22-23,1008,2385,4839
2016.03.22.,23-24,1089,2239,4575
2016.03.23.,0-1,1023,1894,4252
2016.03.23.,1-2,998,1690,4054
2016.03.23.,2-3,1059,1597,3893
2016.03.23.,3-4,1131,1604,3814
2016.03.23.,4-5,1149,1757,3954
2016.03.23.,5-6,1320,2178,4253
2016.03.23.,6-7,1044,2411,4896
2016.03.23.,7-8,986,2554,5227
2016.03.23.,8-9,970,2560,5289
2016.03.23.,9-10,1059,2693,5343
2016.03.23.,10-11,1026,2720,5403
2016.03.23.,11-12,890,2615,5458
2016.03.23.,12-13,840,2660,5472
2016.03.23.,13-14,814,2585,5413
2016.03.23.,14-15,771,2531,5394
2016.03.23.,15-16,762,2509,5426
2016.03.23.,16-17,719,2409,5325
2016.03.23.,17-18,632,2305,5281
2016.03.23.,18-19,438,2330,5521
2016.03.23.,19-20,322,2093,5522
2016.03.23.,20-21,297,1966,5350
2016.03.23.,21-22,484,1997,5111
2016.03.23.,22-23,646,1958,4850
2016.03.23.,23-24,829,1881,4587
2016.03.24.,0-1,961,1699,4276
2016.03.24.,1-2,1022,1575,4085
2016.03.24.,2-3,974,1354,3893
2016.03.24.,3-4,899,1212,3807
2016.03.24.,4-5,759,1182,3937
2016.03.24.,5-6,842,1534,4212
2016.03.24.,6-7,770,1976,4817
2016.03.24.,7-8,611,1942,5140
2016.03.24.,8-9,849,2159,5210
2016.03.24.,9-10,955,2309,5248
2016.03.24.,10-11,1023,2431,5298
2016.03.24.,11-12,1044,2479,5365
2016.03.24.,12-13,1062,2573,5384
2016.03.24.,13-14,1016,2471,5291
2016.03.24.,14-15,887,2345,5253
2016.03.24.,15-16,751,2211,5247
2016.03.24.,16-17,576,1978,5163
2016.03.24.,17-18,499,1939,5087
2016.03.24.,18-19,300,2000,5409
2016.03.24.,19-20,303,1943,5500
2016.03.24.,20-21,388,1952,5325
2016.03.24.,21-22,642,2105,5129
2016.03.24.,22-23,802,2119,4893
2016.03.24.,23-24,905,1983,4629
2016.03.25.,0-1,771,1797,4316
2016.03.25.,1-2,764,1705,4119
2016.03.25.,2-3,766,1654,3926
2016.03.25.,3-4,797,1668,3853
2016.03.25.,4-5,725,1717,3973
2016.03.25.,5-6,831,2052,4184
2016.03.25.,6-7,831,2617,4763
2016.03.25.,7-8,734,2772,5091
2016.03.25.,8-9,647,2692,5154
2016.03.25.,9-10,566,2637,5173
2016.03.25.,10-11,470,2556,5207
2016.03.25.,11-12,399,2502,5256
2016.03.25.,12-13,453,2581,5278
2016.03.25.,13-14,470,2504,5221
2016.03.25.,14-15,436,2453,5206
2016.03.25.,15-16,598,2581,5190
2016.03.25.,16-17,683,2598,5130
2016.03.25.,17-18,746,2626,5079
2016.03.25.,18-19,706,2844,5370
2016.03.25.,19-20,701,2859,5396
2016.03.25.,20-21,670,2686,5221
2016.03.25.,21-22,692,2528,5034
2016.03.25.,22-23,623,2259,4809
2016.03.25.,23-24,684,2099,4558
2016.03.26.,0-1,850,2104,4249
2016.03.26.,1-2,897,1977,4028
2016.03.26.,2-3,876,1781,3802
2016.03.26.,3-4,924,1720,3665
2016.03.26.,4-5,908,1719,3685
2016.03.26.,5-6,935,1777,3731
2016.03.26.,6-7,953,2016,4016
2016.03.26.,7-8,930,2264,4381
2016.03.26.,8-9,868,2403,4596
2016.03.26.,9-10,747,2379,4771
2016.03.26.,10-11,667,2344,4877
2016.03.26.,11-12,672,2429,4928
2016.03.26.,12-13,609,2320,4908
2016.03.26.,13-14,631,2195,4774
2016.03.26.,14-15,699,2247,4704
2016.03.26.,15-16,759,2282,4687
2016.03.26.,16-17,770,2230,4655
2016.03.26.,17-18,795,2292,4664
2016.03.26.,18-19,743,2461,4872
2016.03.26.,19-20,749,2506,4944
2016.03.26.,20-21,867,2480,4791
2016.03.26.,21-22,973,2353,4578
2016.03.26.,22-23,960,2085,4291
2016.03.26.,23-24,1015,1924,4027
2016.03.27.,0-1,1057,1884,3741
2016.03.27.,1-2,1133,1891,3596
2016.03.27.,2-3,N/A,N/A,N/A
2016.03.27.,3-4,1017,1727,3414
2016.03.27.,4-5,1058,1775,3344
2016.03.27.,5-6,1050,1780,3341
2016.03.27.,6-7,1027,1900,3353
2016.03.27.,7-8,910,1916,3607
2016.03.27.,8-9,935,2088,3845
2016.03.27.,9-10,874,2203,4062
2016.03.27.,10-11,764,2191,4183
2016.03.27.,11-12,780,2198,4176
2016.03.27.,12-13,834,2180,4098
2016.03.27.,13-14,910,2168,3913
2016.03.27.,14-15,928,2200,3894
2016.03.27.,15-16,883,2074,3876
2016.03.27.,16-17,833,1900,3841
2016.03.27.,17-18,967,1883,3819
2016.03.27.,18-19,803,1802,3886
2016.03.27.,19-20,802,2061,4272
2016.03.27.,20-21,662,1983,4377
2016.03.27.,21-22,752,1899,4224
2016.03.27.,22-23,805,1712,4012
2016.03.27.,23-24,1003,1627,3822
2016.03.28.,0-1,854,1342,3540
2016.03.28.,1-2,865,1263,3378
2016.03.28.,2-3,839,1138,3205
2016.03.28.,3-4,915,1175,3127
2016.03.28.,4-5,944,1249,3118
2016.03.28.,5-6,1087,1409,3166
2016.03.28.,6-7,1234,1558,3241
2016.03.28.,7-8,1171,1771,3502
2016.03.28.,8-9,1715,2557,3756
2016.03.28.,9-10,1887,2821,3913
2016.03.28.,10-11,1908,2899,3921
2016.03.28.,11-12,1934,2925,3883
2016.03.28.,12-13,1839,2858,3864
2016.03.28.,13-14,1808,2843,3751
2016.03.28.,14-15,1746,2831,3787
2016.03.28.,15-16,1726,2779,3802
2016.03.28.,16-17,1385,2414,3821
2016.03.28.,17-18,1329,2193,3846
2016.03.28.,18-19,1309,2307,3970
2016.03.28.,19-20,1123,2407,4321
2016.03.28.,20-21,1148,2488,4403
2016.03.28.,21-22,1060,2229,4195
2016.03.28.,22-23,931,1834,3950
2016.03.28.,23-24,900,1581,3746
2016.03.29.,0-1,1010,1497,3491
2016.03.29.,1-2,1024,1476,3368
2016.03.29.,2-3,929,1264,3215
2016.03.29.,3-4,930,1249,3180
2016.03.29.,4-5,941,1414,3322
2016.03.29.,5-6,1025,1825,3721
2016.03.29.,6-7,894,2327,4460
2016.03.29.,7-8,1063,2834,4906
2016.03.29.,8-9,1168,3003,5036
2016.03.29.,9-10,1303,3197,5125
2016.03.29.,10-11,1340,3264,5127
2016.03.29.,11-12,1292,3279,5128
2016.03.29.,12-13,1200,3247,5199
2016.03.29.,13-14,1083,3043,5171
2016.03.29.,14-15,1123,3134,5179
2016.03.29.,15-16,1100,3172,5279
2016.03.29.,16-17,1126,3185,5255
2016.03.29.,17-18,676,2610,5180
2016.03.29.,18-19,677,2540,5103
2016.03.29.,19-20,440,2449,5289
2016.03.29.,20-21,316,2292,5260
2016.03.29.,21-22,596,2332,4925
2016.03.29.,22-23,761,2318,4640
2016.03.29.,23-24,724,2066,4506
2016.03.30.,0-1,792,1831,4231
2016.03.30.,1-2,821,1692,4055
2016.03.30.,2-3,815,1511,3841
2016.03.30.,3-4,819,1492,3770
2016.03.30.,4-5,777,1553,3838
2016.03.30.,5-6,911,1984,4167
2016.03.30.,6-7,1149,2755,4821
2016.03.30.,7-8,997,2880,5137
2016.03.30.,8-9,982,2916,5131
2016.03.30.,9-10,878,2887,5198
2016.03.30.,10-11,911,2917,5181
2016.03.30.,11-12,959,2950,5183
2016.03.30.,12-13,933,2902,5180
2016.03.30.,13-14,950,2833,5107
2016.03.30.,14-15,862,2850,5102
2016.03.30.,15-16,873,2888,5116
2016.03.30.,16-17,725,2705,5089
2016.03.30.,17-18,592,2472,5026
2016.03.30.,18-19,456,2320,5020
2016.03.30.,19-20,450,2481,5284
2016.03.30.,20-21,406,2378,5314
2016.03.30.,21-22,492,2202,4985
2016.03.30.,22-23,602,2093,4686
2016.03.30.,23-24,722,2045,4540
2016.03.31.,0-1,758,1871,4280
2016.03.31.,1-2,706,1645,4095
2016.03.31.,2-3,750,1493,3868
2016.03.31.,3-4,768,1477,3788
2016.03.31.,4-5,775,1572,3880
2016.03.31.,5-6,756,1854,4202
2016.03.31.,6-7,765,2371,4813
2016.03.31.,7-8,574,2438,5111
2016.03.31.,8-9,506,2364,5082
2016.03.31.,9-10,439,2348,5079
2016.03.31.,10-11,391,2281,5055
2016.03.31.,11-12,369,2258,5034
2016.03.31.,12-13,416,2308,5037
2016.03.31.,13-14,498,2322,4972
2016.03.31.,14-15,566,2436,4989
2016.03.31.,15-16,569,2432,4991
2016.03.31.,16-17,553,2321,4943
2016.03.31.,17-18,405,2086,4868
2016.03.31.,18-19,310,1993,4856
2016.03.31.,19-20,395,2260,5165
2016.03.31.,20-21,579,2444,5230
2016.03.31.,21-22,612,2190,4874
2016.03.31.,22-23,535,1929,4590
2016.03.31.,23-24,576,1787,4430
2016.04.01.,0-1,715,1666,4174
2016.04.01.,1-2,667,1409,3999
2016.04.01.,2-3,747,1259,3758
2016.04.01.,3-4,783,1273,3666
2016.04.01.,4-5,779,1368,3768
2016.04.01.,5-6,733,1599,4080
2016.04.01.,6-7,562,1951,4685
2016.04.01.,7-8,484,2117,4999
2016.04.01.,8-9,357,1922,5007
2016.04.01.,9-10,344,1995,5045
2016.04.01.,10-11,292,1974,5056
2016.04.01.,11-12,360,2057,5080
2016.04.01.,12-13,323,2063,5094
2016.04.01.,13-14,382,2066,5016
2016.04.01.,14-15,389,2048,4999
2016.04.01.,15-16,391,2012,5005
2016.04.01.,16-17,440,2000,4956
2016.04.01.,17-18,393,1881,4850
2016.04.01.,18-19,309,1768,4847
2016.04.01.,19-20,230,1866,5084
2016.04.01.,20-21,159,1848,5107
2016.04.01.,21-22,348,1762,4794
2016.04.01.,22-23,564,1735,4539
2016.04.01.,23-24,605,1695,4397
2016.04.02.,0-1,543,1636,4161
2016.04.02.,1-2,591,1537,3954
2016.04.02.,2-3,598,1384,3733
2016.04.02.,3-4,556,1308,3627
2016.04.02.,4-5,507,1284,3638
2016.04.02.,5-6,524,1391,3737
2016.04.02.,6-7,471,1559,3928
2016.04.02.,7-8,326,1727,4262
2016.04.02.,8-9,222,1783,4494
2016.04.02.,9-10,166,1781,4642
2016.04.02.,10-11,208,1884,4682
2016.04.02.,11-12,276,1936,4681
2016.04.02.,12-13,357,1977,4620
2016.04.02.,13-14,431,1908,4452
2016.04.02.,14-15,520,1982,4371
2016.04.02.,15-16,447,1870,4333
2016.04.02.,16-17,398,1778,4319
2016.04.02.,17-18,496,1808,4279
2016.04.02.,18-19,395,1820,4323
2016.04.02.,19-20,372,2030,4689
2016.04.02.,20-21,551,2239,4785
2016.04.02.,21-22,773,2208,4533
2016.04.02.,22-23,872,2033,4199
2016.04.02.,23-24,906,1860,3997
2016.04.03.,0-1,1218,1951,3730
2016.04.03.,1-2,1338,1953,3568
2016.04.03.,2-3,1248,1746,3378
2016.04.03.,3-4,1145,1616,3302
2016.04.03.,4-5,1156,1622,3303
2016.04.03.,5-6,1092,1562,3347
2016.04.03.,6-7,994,1514,3423
2016.04.03.,7-8,1035,1803,3740
2016.04.03.,8-9,983,1962,4013
2016.04.03.,9-10,914,2074,4240
2016.04.03.,10-11,861,2094,4322
2016.04.03.,11-12,884,2111,4319
2016.04.03.,12-13,1042,2239,4223
2016.04.03.,13-14,1056,2126,4054
2016.04.03.,14-15,922,1997,3986
2016.04.03.,15-16,881,1896,3942
2016.04.03.,16-17,863,1872,3969
2016.04.03.,17-18,709,1694,3981
2016.04.03.,18-19,489,1581,4102
2016.04.03.,19-20,528,1935,4534
2016.04.03.,20-21,581,2076,4656
2016.04.03.,21-22,489,1713,4394
2016.04.03.,22-23,663,1579,4092
2016.04.03.,23-24,886,1594,3872
2016.04.04.,0-1,1255,1754,3630
2016.04.04.,1-2,1224,1615,3505
2016.04.04.,2-3,1110,1378,3377
2016.04.04.,3-4,1123,1384,3324
2016.04.04.,4-5,1255,1681,3454
2016.04.04.,5-6,1252,2037,3864
2016.04.04.,6-7,839,2306,4584
2016.04.04.,7-8,806,2543,4922
2016.04.04.,8-9,739,2506,4911
2016.04.04.,9-10,678,2454,4917
2016.04.04.,10-11,729,2440,4907
2016.04.04.,11-12,717,2558,4922
2016.04.04.,12-13,655,2581,4962
2016.04.04.,13-14,735,2598,4899
2016.04.04.,14-15,786,2639,4897
2016.04.04.,15-16,633,2535,4918
2016.04.04.,16-17,639,2478,4878
2016.04.04.,17-18,496,2269,4777
2016.04.04.,18-19,465,2227,4772
2016.04.04.,19-20,402,2392,5047
2016.04.04.,20-21,414,2438,5154
2016.04.04.,21-22,523,2221,4809
2016.04.04.,22-23,718,2140,4462
2016.04.04.,23-24,819,2087,4312
2016.04.05.,0-1,892,1900,4062
2016.04.05.,1-2,800,1632,3887
2016.04.05.,2-3,895,1546,3665
2016.04.05.,3-4,895,1507,3572
2016.04.05.,4-5,970,1701,3634
2016.04.05.,5-6,870,1901,3960
2016.04.05.,6-7,505,2151,4590
2016.04.05.,7-8,499,2398,4909
2016.04.05.,8-9,474,2336,4865
2016.04.05.,9-10,436,2312,4881
2016.04.05.,10-11,473,2337,4876
2016.04.05.,11-12,567,2448,4898
2016.04.05.,12-13,675,2543,4921
2016.04.05.,13-14,709,2539,4878
2016.04.05.,14-15,701,2589,4892
2016.04.05.,15-16,628,2513,4912
2016.04.05.,16-17,484,2331,4872
2016.04.05.,17-18,379,2160,4789
2016.04.05.,18-19,310,2102,4738
2016.04.05.,19-20,395,2456,5019
2016.04.05.,20-21,451,2536,5129
2016.04.05.,21-22,528,2305,4785
2016.04.05.,22-23,845,2373,4494
2016.04.05.,23-24,1138,2469,4312
2016.04.06.,0-1,1037,2034,4051
2016.04.06.,1-2,1051,1870,3877
2016.04.06.,2-3,1152,1815,3650
2016.04.06.,3-4,1117,1762,3582
2016.04.06.,4-5,1166,1927,3661
2016.04.06.,5-6,1137,2202,3983
2016.04.06.,6-7,783,2430,4596
2016.04.06.,7-8,758,2618,4904
2016.04.06.,8-9,703,2514,4881
2016.04.06.,9-10,634,2445,4900
2016.04.06.,10-11,700,2475,4913
2016.04.06.,11-12,680,2461,4955
2016.04.06.,12-13,714,2469,4948
2016.04.06.,13-14,673,2379,4890
2016.04.06.,14-15,706,2468,4905
2016.04.06.,15-16,596,2387,4919
